# Freq.    Re    Im
0.999987   -0.767449  -0.0194758
1.00576    -0.767828  -0.0196165
1.01157    -0.768207  -0.0197573
1.01741    -0.768585  -0.0198983
1.02328    -0.768965  -0.0200395
1.02919    -0.769344  -0.0201808
1.03513    -0.769724  -0.0203222
1.0411     -0.770103  -0.0204637
1.04712    -0.770483  -0.0206054
1.05316    -0.770863  -0.0207472
1.05924    -0.771244  -0.0208894
1.06536    -0.771178  -0.0210708
1.07151    -0.771111  -0.0212523
1.07769    -0.771045  -0.0214336
1.08391    -0.770978  -0.021615 
1.09017    -0.770912  -0.0217963
1.09646    -0.770845  -0.0219775
1.10279    -0.770779  -0.0221588
1.10916    -0.770712  -0.02234  
1.11556    -0.770646  -0.0225212
1.122      -0.770582  -0.0227024
1.12848    -0.770307  -0.0235932
1.135      -0.770032  -0.0244833
1.14155    -0.769756  -0.0253728
1.14814    -0.769479  -0.0262618
1.15477    -0.769201  -0.02715  
1.16143    -0.768922  -0.0280378
1.16814    -0.768642  -0.0289248
1.17488    -0.768362  -0.0298113
1.18167    -0.76808   -0.0306972
1.18849    -0.767795  -0.0315822
1.19535    -0.766996  -0.0308504
1.20225    -0.766197  -0.0301202
1.20919    -0.765397  -0.0293914
1.21617    -0.764598  -0.0286642
1.22319    -0.7638    -0.0279384
1.23025    -0.763001  -0.0272142
1.23736    -0.762203  -0.0264915
1.2445     -0.761405  -0.0257703
1.25168    -0.760607  -0.0250506
1.25891    -0.759808  -0.0243323
1.26618    -0.760817  -0.0247817
1.27349    -0.761827  -0.0252322
1.28084    -0.762837  -0.0256839
1.28823    -0.763849  -0.0261368
1.29567    -0.764862  -0.0265908
1.30315    -0.765877  -0.027046 
1.31067    -0.766892  -0.0275024
1.31824    -0.767908  -0.02796  
1.32585    -0.768926  -0.0284187
1.3335     -0.769945  -0.0288787
1.3412     -0.769986  -0.0291136
1.34895    -0.770027  -0.0293486
1.35673    -0.770069  -0.0295836
1.36457    -0.77011   -0.0298186
1.37244    -0.770151  -0.0300537
