# Freq.    Re    Im
0.999987   -11.0566   -0.253409 
1.01448    -11.0523   -0.245912 
1.02919    -11.048    -0.238421 
1.04411    -11.0438   -0.230936 
1.05924    -11.0395   -0.223457 
1.07459    -11.0352   -0.215985 
1.09017    -11.0377   -0.233603 
1.10597    -11.0402   -0.251229 
1.122      -11.0427   -0.268864 
1.13827    -11.0451   -0.286508 
1.15477    -11.0475   -0.304159 
1.17151    -11.0408   -0.305557 
1.18849    -11.0341   -0.306953 
1.20571    -11.0274   -0.308348 
1.22319    -11.0207   -0.309741 
1.24092    -11.0141   -0.311134 
1.25891    -11.0154   -0.317231 
1.27716    -11.0167   -0.323329 
1.29567    -11.0179   -0.329429 
1.31445    -11.0192   -0.335531 
1.3335     -11.0205   -0.341631 
1.35283    -11.0224   -0.355865 
1.37244    -11.0243   -0.370104 
1.39234    -11.0261   -0.384349 
1.41252    -11.0279   -0.398599 
1.43299    -11.0297   -0.412855 
1.45377    -11.0286   -0.417691 
1.47484    -11.0275   -0.422526 
1.49622    -11.0264   -0.42736  
1.5179     -11.0253   -0.432194 
1.53991    -11.0242   -0.437024 
1.56223    -11.022    -0.448134 
1.58487    -11.0198   -0.45924  
1.60785    -11.0176   -0.470343 
1.63115    -11.0154   -0.481441 
1.6548     -11.0131   -0.492538 
1.67878    -11.133    -0.724605 
1.70312    -11.2495   -0.961874 
1.7278     -11.3625   -1.20434  
1.75285    -11.4719   -1.45198  
1.77826    -11.5774   -1.7048   
1.80403    -11.4799   -1.47294  
1.83018    -11.3791   -1.24547  
1.85671    -11.2752   -1.02238  
1.88362    -11.1685   -0.80368  
1.91093    -11.0589   -0.589382 
1.93863    -11.0433   -0.589664 
1.96673    -11.0279   -0.589944 
1.99524    -11.0124   -0.590223 
2.02416    -10.9969   -0.590499 
2.0535     -10.9815   -0.590772 
2.08326    -10.9925   -0.605059 
2.11346    -11.0035   -0.619376 
2.1441     -11.0145   -0.633722 
2.17518    -11.0255   -0.648096 
2.20671    -11.0364   -0.662502 
2.23869    -11.0277   -0.674323 
2.27114    -11.0189   -0.686125 
2.30406    -11.0101   -0.697908 
2.33746    -11.0013   -0.709673 
2.37134    -10.9925   -0.721417 
2.40572    -10.992    -0.744144 
2.44059    -10.9914   -0.766872 
2.47596    -10.9908   -0.789601 
2.51185    -10.9901   -0.81233  
2.54826    -10.9894   -0.835061 
2.5852     -10.9968   -0.847603 
2.62267    -11.0042   -0.860163 
2.66069    -11.0117   -0.87274  
2.69926    -11.0191   -0.885335 
2.73838    -11.0265   -0.897951 
2.77808    -11.0207   -0.895073 
2.81835    -11.015    -0.892197 
2.8592     -11.0092   -0.889325 
2.90064    -11.0035   -0.886455 
2.94269    -10.9977   -0.883585 
2.98534    -11        -0.905487 
3.02862    -11.0022   -0.927402 
3.07252    -11.0044   -0.94933  
3.11705    -11.0065   -0.971269 
3.16224    -11.0085   -0.99322  
3.20807    -11.0065   -1.00969  
3.25458    -11.0045   -1.02615  
3.30175    -11.0024   -1.0426   
3.34961    -11.0003   -1.05906  
3.39816    -10.9982   -1.07551  
3.44742    -10.9978   -1.09193  
3.49739    -10.9975   -1.10835  
3.54809    -10.9971   -1.12477  
3.59952    -10.9967   -1.14119  
3.65169    -10.9963   -1.1576   
3.70463    -10.9786   -1.18882  
3.75833    -10.9608   -1.21995  
3.8128     -10.9429   -1.25098  
3.86807    -10.925    -1.28192  
3.92414    -10.907    -1.31277  
3.98102    -10.9228   -1.31624  
4.03873    -10.9387   -1.31971  
4.09727    -10.9546   -1.3232   
4.15666    -10.9705   -1.32669  
4.21691    -10.9864   -1.33018  
4.27804    -10.9798   -1.36198  
4.34005    -10.973    -1.39375  
4.40296    -10.9662   -1.42549  
4.46678    -10.9593   -1.45721  
4.53153    -10.9523   -1.4889   
4.59721    -10.9586   -1.49294  
4.66385    -10.9648   -1.497    
4.73145    -10.9711   -1.50106  
4.80004    -10.9774   -1.50512  
4.86961    -10.9837   -1.50919  
4.9402     -10.9855   -1.54141  
5.01181    -10.9873   -1.57367  
5.08446    -10.989    -1.60594  
5.15816    -10.9906   -1.63824  
5.23292    -10.9921   -1.67056  
5.30878    -10.9865   -1.69496  
5.38573    -10.9808   -1.71935  
5.4638     -10.975    -1.74371  
5.54299    -10.9693   -1.76806  
5.62334    -10.9634   -1.7924   
5.70485    -10.9523   -1.82223  
5.78755    -10.9411   -1.85201  
5.87144    -10.9298   -1.88174  
5.95654    -10.9185   -1.91142  
6.04289    -10.907    -1.94105  
6.13048    -10.9163   -1.98084  
6.21934    -10.9255   -2.02072  
6.30949    -10.9345   -2.06069  
6.40095    -10.9435   -2.10076  
6.49373    -10.9522   -2.14091  
6.58786    -10.9545   -2.16352  
6.68335    -10.9568   -2.18615  
6.78023    -10.959    -2.20879  
6.87851    -10.9611   -2.23146  
6.97822    -10.9633   -2.25414  
7.07937    -10.938    -2.30077  
7.18198    -10.9127   -2.34722  
7.28609    -10.8871   -2.39349  
7.3917     -10.8613   -2.43959  
7.49885    -10.8354   -2.4855   
7.60754    -10.844    -2.51772  
7.71782    -10.8525   -2.55001  
7.82969    -10.8609   -2.58236  
7.94318    -10.8693   -2.61479  
8.05832    -10.8775   -2.64728  
8.17513    -10.8603   -2.67197  
8.29363    -10.843    -2.69659  
8.41384    -10.8257   -2.72115  
8.5358     -10.8084   -2.74564  
8.65953    -10.7909   -2.77006  
8.78505    -10.7909   -2.79665  
8.91239    -10.7908   -2.82325  
9.04158    -10.7906   -2.84986  
9.17264    -10.7904   -2.87649  
9.3056     -10.7901   -2.90313  
9.44049    -10.7739   -2.94742  
9.57733    -10.7575   -2.99161  
9.71615    -10.7409   -3.03572  
9.85699    -10.7242   -3.07975  
9.99987    -10.7073   -3.12369  
10.1448    -10.7109   -3.18671  
10.2919    -10.7143   -3.24987  
10.4411    -10.7173   -3.31317  
10.5924    -10.72     -3.3766   
10.7459    -10.7223   -3.44017  
10.9017    -10.7058   -3.45713  
11.0597    -10.6892   -3.47405  
11.22      -10.6726   -3.49092  
11.3827    -10.656    -3.50774  
11.5477    -10.6394   -3.52452  
11.7151    -10.6264   -3.60466  
11.8849    -10.6127   -3.68479  
12.0571    -10.5985   -3.76492  
12.2319    -10.5837   -3.84504  
12.4092    -10.5684   -3.92514  
12.5891    -10.5716   -4.01422  
12.7716    -10.5741   -4.10358  
12.9567    -10.576    -4.19324  
13.1445    -10.5773   -4.28318  
13.335     -10.5779   -4.3734   
13.5283    -10.5469   -4.40676  
13.7244    -10.5159   -4.43996  
13.9234    -10.4848   -4.473    
14.1252    -10.4536   -4.50588  
14.3299    -10.4223   -4.5386   
14.5377    -10.4098   -4.58831  
14.7484    -10.397    -4.638    
14.9622    -10.384    -4.68768  
15.179     -10.3707   -4.73733  
15.3991    -10.3572   -4.78696  
15.6223    -10.3343   -4.85473  
15.8487    -10.311    -4.92241  
16.0785    -10.2872   -4.98999  
16.3115    -10.263    -5.05746  
16.548     -10.2383   -5.12482  
16.7878    -10.2343   -5.2109   
17.0312    -10.2296   -5.29722  
17.278     -10.2244   -5.38377  
17.5285    -10.2186   -5.47055  
17.7826    -10.2121   -5.55755  
18.0403    -10.187    -5.58134  
18.3018    -10.1619   -5.60503  
18.5671    -10.1367   -5.62863  
18.8362    -10.1115   -5.65214  
19.1093    -10.0862   -5.67556  
19.3863    -10.0527   -5.79767  
19.6673    -10.0177   -5.91976  
19.9524    -9.98143   -6.0418   
20.2416    -9.94372   -6.16378  
20.535     -9.90461   -6.28567  
20.8326    -9.85852   -6.37035  
21.1346    -9.8117    -6.4547   
21.441     -9.76417   -6.53872  
21.7518    -9.71592   -6.62239  
22.0671    -9.66697   -6.70571  
22.3869    -9.62546   -6.78937  
22.7114    -9.58324   -6.8728   
23.0406    -9.54032   -6.956    
23.3746    -9.49669   -7.03895  
23.7134    -9.45237   -7.12167  
24.0572    -9.41057   -7.21841  
24.4059    -9.36785   -7.31499  
24.7596    -9.32421   -7.41141  
25.1185    -9.27964   -7.50765  
25.4826    -9.23414   -7.60371  
25.852     -9.17766   -7.69632  
26.2267    -9.12026   -7.78855  
26.6069    -9.06198   -7.88037  
26.9926    -9.00279   -7.97179  
27.3838    -8.94269   -8.06279  
27.7808    -8.87158   -8.16746  
28.1835    -8.79928   -8.27155  
28.592     -8.72579   -8.37503  
29.0064    -8.65111   -8.4779   
29.4269    -8.57526   -8.58013  
29.8534    -8.50694   -8.69797  
30.2862    -8.43714   -8.81541  
30.7252    -8.36587   -8.93243  
31.1705    -8.29312   -9.04901  
31.6224    -8.2189    -9.16516  
32.0807    -8.16353   -9.27577  
32.5458    -8.10692   -9.38629  
33.0175    -8.04906   -9.49667  
33.4961    -7.98996   -9.60693  
33.9816    -7.92961   -9.71703  
34.4742    -7.83225   -9.79955  
34.9739    -7.73402   -9.88109  
35.4809    -7.63495   -9.96165  
35.9952    -7.53503   -10.0412  
36.5169    -7.43429   -10.1198  
37.0463    -7.34175   -10.2411  
37.5833    -7.24748   -10.3618  
38.128     -7.15147   -10.4818  
38.6807    -7.05374   -10.6011  
39.2414    -6.95428   -10.7196  
39.8102    -6.86626   -10.8316  
40.3873    -6.77674   -10.943   
40.9727    -6.68573   -11.0538  
41.5666    -6.59322   -11.1641  
42.1691    -6.49922   -11.2738  
42.7804    -6.36165   -11.4021  
43.4005    -6.22182   -11.5288  
44.0296    -6.07975   -11.6539  
44.6678    -5.93546   -11.7774  
45.3153    -5.78896   -11.8994  
45.9721    -5.65064   -11.994   
46.6385    -5.51088   -12.0871  
47.3145    -5.36969   -12.1786  
48.0004    -5.22709   -12.2685  
48.6961    -5.0831    -12.3568  
49.402     -4.93779   -12.4531  
50.1181    -4.79089   -12.5477  
50.8446    -4.6424    -12.6407  
51.5816    -4.49234   -12.732   
52.3292    -4.34074   -12.8216  
53.0878    -4.19485   -12.9078  
53.8573    -4.04752   -12.9925  
54.638     -3.89878   -13.0757  
55.4299    -3.74863   -13.1572  
56.2334    -3.5971    -13.237   
57.0485    -3.40356   -13.3867  
57.8755    -3.20624   -13.5342  
58.7144    -3.00514   -13.6794  
59.5654    -2.80027   -13.8223  
60.4289    -2.59164   -13.9628  
61.3048    -2.43021   -14.0063  
62.1934    -2.26813   -14.048   
63.0949    -2.1054    -14.0878  
64.0095    -1.94205   -14.1257  
64.9373    -1.77811   -14.1617  
65.8786    -1.59639   -14.2483  
66.8335    -1.41271   -14.3328  
67.8023    -1.22709   -14.4152  
68.7851    -1.03954   -14.4955  
69.7822    -0.850075  -14.5737  
70.7937    -0.617181  -14.6057  
71.8198    -0.383479  -14.634   
72.8609    -0.149029  -14.6586  
73.917     0.086111   -14.6794  
74.9885    0.321882   -14.6965  
76.0754    0.525167   -14.7613  
77.1782    0.7303     -14.8237  
78.2969    0.937254   -14.8835  
79.4318    1.146      -14.9407  
80.5832    1.35652    -14.9953  
81.7513    1.59362    -15.0218  
82.9363    1.83188    -15.0447  
84.1384    2.07125    -15.064   
85.358     2.31168    -15.0797  
86.5953    2.55311    -15.0916  
87.8505    2.77017    -15.1168  
89.1239    2.98843    -15.1391  
90.4158    3.20788    -15.1585  
91.7264    3.42846    -15.1749  
93.056     3.65015    -15.1884  
94.4049    3.89287    -15.1713  
95.7733    4.13595    -15.1504  
97.1615    4.37934    -15.1257  
98.5699    4.62296    -15.0972  
99.9987    4.86677    -15.0648  
101.448    5.08841    -15.0639  
102.919    5.31097    -15.06    
104.411    5.53443    -15.0531  
105.924    5.75874    -15.0431  
107.459    5.98387    -15.0302  
109.017    6.18333    -14.9943  
110.597    6.38284    -14.9559  
112.2      6.58238    -14.9149  
113.827    6.78192    -14.8714  
115.477    6.98143    -14.8253  
117.151    7.29673    -14.743   
