SA values pre & post freq 100000 Hz Num 1:  0.302392  0.299569
SA values pre & post freq 10000 Hz Num 1:  0.30195  0.301263
SA values pre & post freq 1000 Hz Num 1:  0.297906  0.294351
SA values pre & post freq 100 Hz Num 1:  0.298745  0.300851
SA values pre & post freq 100000 Hz Num 1:  0.298807  0.29963
SA values pre & post freq 10000 Hz Num 1:  0.299661  0.29606
SA values pre & post freq 1000 Hz Num 1:  0.303705  0.297006
SA values pre & post freq 100 Hz Num 1:  0.298105  0.297998
SA values pre & post freq 100000 Hz Num 1:  0.297159  0.298807
SA values pre & post freq 10000 Hz Num 1:  0.302118  0.297296
SA values pre & post freq 1000 Hz Num 1:  0.304498  0.295877
SA values pre & post freq 100 Hz Num 1:  0.302194  0.29458
SA values pre & post freq 100000 Hz Num 1:  0.297876  0.301935
SA values pre & post freq 10000 Hz Num 1:  0.297952  0.301126
SA values pre & post freq 1000 Hz Num 1:  0.295862  0.297601
SA values pre & post freq 100 Hz Num 1:  0.300302  0.301294
SA values pre & post freq 100000 Hz Num 1:  0.30047  0.298364
SA values pre & post freq 10000 Hz Num 1:  0.301553  0.29786
SA values pre & post freq 1000 Hz Num 1:  0.301721  0.297296
SA values pre & post freq 100 Hz Num 1:  0.292108  0.281152
SA values pre & post freq 100 Hz Num 2:  0.300302  0.300104
SA values pre & post freq 100000 Hz Num 1:  0.30108  0.30079
SA values pre & post freq 10000 Hz Num 1:  0.300805  0.300378
SA values pre & post freq 1000 Hz Num 1:  0.300775  0.300317
SA values pre & post freq 100 Hz Num 1:  0.301065  0.300851
SA values pre & post freq 100000 Hz Num 1:  0.300958  0.300744
SA values pre & post freq 10000 Hz Num 1:  0.300683  0.300607
SA values pre & post freq 1000 Hz Num 1:  0.300927  0.300866
SA values pre & post freq 100 Hz Num 1:  0.300638  0.300653
SA values pre & post freq 100000 Hz Num 1:  0.301141  0.300653
SA values pre & post freq 10000 Hz Num 1:  0.300714  0.300546
SA values pre & post freq 1000 Hz Num 1:  0.300775  0.300775
SA values pre & post freq 100 Hz Num 1:  0.300805  0.300744
SA values pre & post freq 100000 Hz Num 1:  0.300851  0.3005
SA values pre & post freq 10000 Hz Num 1:  0.300851  0.300851
SA values pre & post freq 1000 Hz Num 1:  0.301248  0.300897
