#SA  FB
0.29925     0.30381     
0.29968     0.30392     
0.30526     0.30387     
0.30854     0.30389     
0.3019      0.30383     
0.30308     0.30389     
0.30181     0.30384     
0.29736     0.30393     
0.30262     0.3039      
0.30148     0.3039      
0.30366     0.30384     
0.30247     0.3038      
0.30358     0.30396     
0.30116     0.30396     
0.29957     0.30396     
0.30229     0.30401     
0.29649     0.30389     
0.30587     0.30404     
0.30274     0.30393     
0.30419     0.3039      
0.30322     0.30378     
0.30204     0.30389     
0.30422     0.30401     
0.30517     0.30389     
0.30227     0.30396     
0.30224     0.30392     
0.3014      0.30389     
0.29856     0.3039      
0.30103     0.30393     
0.30415     0.30409     
0.30375     0.30392     
0.30377     0.30399     
0.30531     0.30395     
0.30837     0.30389     
0.30244     0.30387     
0.30192     0.30392     
0.30447     0.30395     
0.30042     0.30387     
0.3038      0.30392     
0.3027      0.3039      
0.30282     0.3039      
0.30219     0.30381     
0.30108     0.30395     
0.30514     0.30384     
0.30169     0.30401     
0.30157     0.30396     
0.29995     0.30396     
0.3014      0.30396     
0.30859     0.30393     
0.30616     0.30389     
0.30291     0.30398     
0.30213     0.30393     
0.30016     0.30383     
0.30164     0.30401     
0.30319     0.30386     
0.30178     0.3038      
0.30413     0.30393     
0.30282     0.30387     
0.30209     0.30384     
0.30561     0.30392     
0.3001      0.30392     
0.30319     0.30392     
0.30372     0.30401     
0.30015     0.3039      
0.30403     0.30392     
0.30207     0.30392     
0.30085     0.30377     
0.30253     0.30387     
0.30253     0.30393     
0.29969     0.30396     
0.30197     0.30392     
0.30421     0.3039      
0.30151     0.30392     
0.30117     0.3039      
0.30006     0.30384     
0.30387     0.30387     
0.30372     0.30407     
0.30001     0.30396     
0.30543     0.30395     
0.29846     0.30398     
0.29989     0.30398     
0.30413     0.30392     
0.30071     0.3039      
0.30293     0.30401     
0.30291     0.30387     
0.30401     0.30383     
0.3045      0.30398     
0.3011      0.30401     
0.3039      0.30396     
0.30164     0.3039      
0.30412     0.30389     
0.30149     0.30404     
0.30352     0.30409     
0.30267     0.30401     
0.30062     0.30399     
0.29817     0.30395     
0.3063      0.30413     
0.30384     0.30404     
0.3028      0.30393     
0.30197     0.30396     
0.30343     0.30403     
0.3023      0.30406     
0.31027     0.30404     
0.30389     0.30396     
0.30285     0.30404     
0.3058      0.30406     
0.3036      0.30393     
0.3023      0.30386     
0.30244     0.30401     
0.29981     0.30403     
0.30134     0.30395     
0.30399     0.30392     
0.30128     0.3038      
0.3054      0.30392     
0.30113     0.30406     
0.30612     0.30395     
0.30302     0.30389     
0.3014      0.30395     
0.30871     0.30401     
0.30256     0.30396     
0.30441     0.30399     
0.30348     0.30399     
0.30319     0.30389     
0.30341     0.3039      
0.30029     0.30387     
0.29865     0.30396     
0.30396     0.30395     
0.30306     0.3038      
0.30157     0.30386     
0.29971     0.3039      
0.30225     0.30389     
0.30149     0.30399     
0.30358     0.30395     
0.30407     0.30395     
0.29865     0.30398     
0.30238     0.30395     
0.3007      0.30407     
0.30451     0.30406     
0.30119     0.30396     
0.30425     0.30401     
0.30012     0.30403     
0.29696     0.30395     
0.30425     0.30393     
0.30137     0.30395     
0.30627     0.30393     
0.30149     0.30403     
0.30637     0.30398     
0.30627     0.30398     
0.29957     0.30401     
0.30151     0.30401     
0.30489     0.30392     
0.30331     0.30401     
0.30172     0.30398     
0.30099     0.30393     
0.3036      0.30386     
0.30283     0.30395     
0.30145     0.30398     
0.2982      0.30387     
0.30518     0.3038      
0.30172     0.30381     
0.30346     0.30386     
0.2992      0.30395     
0.30198     0.30383     
0.30392     0.30383     
0.30216     0.30392     
0.30459     0.30384     
0.30316     0.30396     
0.30186     0.30393     
0.29836     0.30377     
0.30178     0.30378     
0.30212     0.30396     
0.30352     0.30395     
0.29812     0.30389     
0.30219     0.30393     
0.30029     0.30392     
0.30041     0.30375     
0.30085     0.30389     
0.30608     0.30399     
0.3023      0.30384     
0.30039     0.30393     
0.30227     0.30381     
0.30259     0.30387     
0.30488     0.30389     
0.29943     0.30389     
0.30029     0.30393     
0.30314     0.30386     
0.30103     0.30393     
0.30332     0.30401     
0.30087     0.30396     
0.30168     0.30395     
0.30157     0.30389     
0.3037      0.30383     
0.29975     0.30392     
0.29966     0.30381     
0.30329     0.30393     
0.30752     0.30392     
0.30134     0.30386     
0.30325     0.30386     
0.30024     0.30384     
0.30366     0.30378     
0.30541     0.30387     
0.3009      0.30387     
0.30309     0.30386     
0.30032     0.30393     
0.30256     0.30389     
0.30369     0.30381     
0.30071     0.30389     
0.29867     0.3039      
0.30503     0.30395     
0.30612     0.30387     
0.30232     0.30392     
0.29933     0.30396     
0.30361     0.30396     
0.30006     0.30386     
0.30654     0.30381     
0.30207     0.30387     
0.30601     0.30386     
0.29931     0.30384     
0.30335     0.30399     
0.30129     0.30398     
0.2998      0.30396     
0.30558     0.30401     
0.30422     0.3039      
0.30201     0.30407     
0.30601     0.30401     
0.30105     0.30393     
0.2969      0.30398     
0.30296     0.30399     
0.30175     0.30398     
0.30259     0.30395     
0.30065     0.30395     
0.30395     0.30395     
0.30044     0.30396     
0.3011      0.30413     
0.30288     0.30403     
0.30229     0.30396     
0.29989     0.30395     
0.30283     0.30383     
0.30183     0.30412     
0.30288     0.30399     
0.30262     0.30399     
0.30023     0.30412     
0.30183     0.30395     
0.30274     0.30393     
0.3005      0.30395     
0.30578     0.30399     
0.30181     0.30392     
0.30222     0.30395     
0.30618     0.30387     
0.30726     0.30392     
0.30404     0.30395     
0.30209     0.30395     
0.30462     0.30392     
0.31164     0.30401     
0.30444     0.30381     
0.30265     0.30399     
0.30613     0.30392     
0.3114      0.30398     
0.3002      0.30381     
0.30354     0.30386     
0.30634     0.30381     
0.30146     0.30381     
0.30198     0.3039      
0.30235     0.30386     
0.30323     0.30392     
0.30171     0.30395     
0.30232     0.30392     
0.30047     0.30389     
0.30787     0.30396     
0.30166     0.30393     
0.30251     0.30395     
0.30055     0.30398     
0.30029     0.30386     
0.30471     0.30392     
0.3007      0.30393     
0.30415     0.30395     
0.29916     0.30389     
0.30114     0.30399     
0.30358     0.30381     
0.30041     0.30389     
0.30399     0.30398     
0.30244     0.30381     
0.30656     0.30389     
0.3023      0.30393     
0.30505     0.30393     
0.30341     0.30396     
0.30311     0.30389     
0.30102     0.30392     
0.30077     0.30403     
0.30592     0.30393     
0.30261     0.30389     
0.30239     0.30396     
0.30415     0.30392     
0.29905     0.30395     
0.30157     0.30406     
0.30499     0.30393     
0.30305     0.30399     
0.30222     0.30401     
0.30204     0.30395     
0.30247     0.30395     
0.30076     0.30398     
0.30392     0.30395     
0.30021     0.30392     
0.30129     0.30396     
0.30691     0.30393     
0.3029      0.30403     
0.3045      0.30386     
0.30258     0.30398     
0.30314     0.30406     
0.30552     0.30386     
0.3021      0.30403     
0.30193     0.30404     
0.30135     0.30401     
0.30085     0.30403     
0.30496     0.30383     
0.30291     0.30396     
0.30314     0.30398     
0.3077      0.30401     
0.30389     0.30403     
0.30357     0.30393     
0.30026     0.30395     
0.29983     0.30396     
0.29843     0.30399     
0.30061     0.30395     
0.3057      0.3041      
0.30076     0.30389     
0.3032      0.30392     
0.30077     0.3039      
0.30225     0.30401     
0.30161     0.30404     
0.30291     0.30404     
0.30168     0.3041      
0.31098     0.3039      
0.30084     0.30401     
0.3038      0.30403     
0.30322     0.30386     
0.30416     0.30399     
0.30404     0.30403     
0.29844     0.30404     
0.30218     0.30396     
0.30526     0.30398     
0.30627     0.30403     
0.30258     0.30386     
0.3038      0.30399     
0.30225     0.30395     
0.30795     0.30399     
0.30396     0.30389     
0.30102     0.30389     
0.30354     0.30407     
0.30552     0.30392     
0.30029     0.30386     
0.30287     0.30404     
0.30122     0.3039      
0.30647     0.30403     
0.30387     0.30395     
0.30221     0.30398     
