# Freq.    Re    Im
0.999987   -0.754378  -0.0238835
1.00576    -0.755003  -0.0233672
1.01157    -0.755629  -0.02285  
1.01741    -0.756254  -0.022332 
1.02328    -0.75688   -0.0218131
1.02919    -0.757506  -0.0212934
1.03513    -0.758131  -0.0207728
1.0411     -0.758757  -0.0202513
1.04712    -0.759384  -0.019729 
1.05316    -0.76001   -0.0192058
1.05924    -0.760636  -0.0186816
1.06536    -0.760636  -0.0188398
1.07151    -0.760636  -0.018998 
1.07769    -0.760636  -0.0191562
1.08391    -0.760636  -0.0193144
1.09017    -0.760636  -0.0194726
1.09646    -0.760636  -0.0196308
1.10279    -0.760636  -0.019789 
1.10916    -0.760635  -0.0199472
1.11556    -0.760635  -0.0201054
1.122      -0.760636  -0.0202636
1.12848    -0.760633  -0.0204416
1.135      -0.760629  -0.0206196
1.14155    -0.760626  -0.0207976
1.14814    -0.760623  -0.0209756
1.15477    -0.760619  -0.0211536
1.16143    -0.760616  -0.0213317
1.16814    -0.760612  -0.0215097
1.17488    -0.760609  -0.0216877
1.18167    -0.760605  -0.0218657
1.18849    -0.760603  -0.022044 
1.19535    -0.760616  -0.0222829
1.20225    -0.760629  -0.0225218
1.20919    -0.760642  -0.0227607
1.21617    -0.760654  -0.0229996
1.22319    -0.760667  -0.0232386
1.23025    -0.760679  -0.0234775
1.23736    -0.760692  -0.0237165
1.2445     -0.760704  -0.0239555
1.25168    -0.760716  -0.0241944
1.25891    -0.76073   -0.0244336
1.26618    -0.760687  -0.0246384
1.27349    -0.760644  -0.0248432
1.28084    -0.760601  -0.025048 
1.28823    -0.760558  -0.0252527
1.29567    -0.760515  -0.0254575
1.30315    -0.760471  -0.0256622
1.31067    -0.760428  -0.0258669
1.31824    -0.760385  -0.0260716
1.32585    -0.760341  -0.0262762
1.3335     -0.7603    -0.0264809
1.3412     -0.760229  -0.0267232
1.34895    -0.760158  -0.0269654
1.35673    -0.760088  -0.0272076
1.36457    -0.760017  -0.0274497
1.37244    -0.759946  -0.0276918
1.38037    -0.759875  -0.0279339
1.38834    -0.759804  -0.0281759
1.39635    -0.759733  -0.0284179
1.40441    -0.759662  -0.0286598
1.41252    -0.759592  -0.0289016
1.42067    -0.759557  -0.0291449
1.42888    -0.759523  -0.0293882
1.43712    -0.759487  -0.0296314
1.44542    -0.759452  -0.0298746
1.45377    -0.759417  -0.0301179
1.46216    -0.759382  -0.0303611
1.4706     -0.759347  -0.0306042
1.47909    -0.759311  -0.0308474
1.48763    -0.759276  -0.0310905
1.49622    -0.759243  -0.031334 
1.50485    -0.759272  -0.0314716
1.51354    -0.759301  -0.0316092
1.52228    -0.75933   -0.0317469
1.53107    -0.759359  -0.0318846
1.53991    -0.759388  -0.0320223
1.5488     -0.759417  -0.0321599
1.55774    -0.759445  -0.0322976
1.56673    -0.759474  -0.0324353
1.57578    -0.759503  -0.032573 
1.58487    -0.759535  -0.0327107
1.59402    -0.759564  -0.0329999
1.60322    -0.759594  -0.0332891
1.61248    -0.759623  -0.0335784
1.62179    -0.759652  -0.0338677
1.63115    -0.759681  -0.034157 
1.64057    -0.75971   -0.0344463
1.65004    -0.759739  -0.0347357
1.65957    -0.759767  -0.0350251
1.66915    -0.759796  -0.0353145
1.67878    -0.759825  -0.035604 
1.68847    -0.760238  -0.0363031
1.69822    -0.760651  -0.0370029
1.70803    -0.761063  -0.0377036
1.71789    -0.761475  -0.038405 
1.7278     -0.761887  -0.0391071
1.73778    -0.762298  -0.0398101
1.74781    -0.762709  -0.0405138
1.7579     -0.763119  -0.0412183
1.76805    -0.763529  -0.0419236
1.77826    -0.763939  -0.0426298
1.78852    -0.763617  -0.0414056
1.79885    -0.763294  -0.0401825
1.80923    -0.762969  -0.0389606
1.81968    -0.762642  -0.0377398
1.83018    -0.762314  -0.0365202
1.84075    -0.761984  -0.0353016
1.85137    -0.761652  -0.0340842
1.86206    -0.761318  -0.032868 
1.87281    -0.760983  -0.0316529
1.88362    -0.760645  -0.0304386
1.8945     -0.760647  -0.0324045
1.90544    -0.760643  -0.0343706
1.91644    -0.760635  -0.0363369
1.9275     -0.760622  -0.0383035
1.93863    -0.760603  -0.0402701
1.94982    -0.76058   -0.042237 
1.96108    -0.760551  -0.044204 
1.9724     -0.760517  -0.0461711
1.98378    -0.760479  -0.0481383
1.99524    -0.760435  -0.0501057
2.00675    -0.760351  -0.0497361
2.01834    -0.760266  -0.0493666
2.02999    -0.760181  -0.0489972
2.04171    -0.760097  -0.0486278
2.0535     -0.760012  -0.0482586
2.06535    -0.759927  -0.0478895
2.07728    -0.759842  -0.0475204
2.08927    -0.759756  -0.0471515
2.10133    -0.759671  -0.0467826
2.11346    -0.759587  -0.0464142
2.12566    -0.759556  -0.0468538
2.13793    -0.759526  -0.0472934
2.15028    -0.759495  -0.047733 
2.16269    -0.759465  -0.0481726
2.17518    -0.759433  -0.0486121
2.18773    -0.759402  -0.0490516
2.20036    -0.75937   -0.0494911
2.21307    -0.759339  -0.0499306
2.22584    -0.759306  -0.0503701
2.23869    -0.759274  -0.0508094
2.25162    -0.759305  -0.0510935
2.26461    -0.759337  -0.0513776
2.27769    -0.759368  -0.0516617
2.29084    -0.759399  -0.0519459
2.30406    -0.75943   -0.0522301
2.31736    -0.759461  -0.0525143
2.33074    -0.759491  -0.0527985
2.3442     -0.759522  -0.0530828
2.35773    -0.759552  -0.0533671
2.37134    -0.759585  -0.0536514
2.38503    -0.75958   -0.0539637
2.3988     -0.759575  -0.0542759
2.41265    -0.759569  -0.0545882
2.42658    -0.759564  -0.0549005
2.44059    -0.759558  -0.0552127
2.45468    -0.759553  -0.055525 
2.46885    -0.759547  -0.0558373
2.4831     -0.75954   -0.0561496
2.49744    -0.759535  -0.0564619
2.51185    -0.75953   -0.0567746
2.52635    -0.759495  -0.057151 
2.54094    -0.759459  -0.0575274
2.55561    -0.759424  -0.0579038
2.57036    -0.759388  -0.0582802
2.5852     -0.759352  -0.0586565
2.60013    -0.759316  -0.0590328
2.61514    -0.759279  -0.0594091
