# Freq.    Re    Im
0.999987   -0.279051  -0.00613312
1.00576    -0.278669  -0.00583444
1.01157    -0.278286  -0.00553658
1.01741    -0.277905  -0.00523952
1.02328    -0.277523  -0.00494328
1.02919    -0.277141  -0.00464784
1.03513    -0.27676   -0.00435322
1.0411     -0.276379  -0.0040594
1.04712    -0.275998  -0.00376639
1.05316    -0.275618  -0.00347418
1.05924    -0.275238  -0.00318284
1.06536    -0.275203  -0.00324229
1.07151    -0.275167  -0.00330173
1.07769    -0.275132  -0.00336115
1.08391    -0.275097  -0.00342056
1.09017    -0.275062  -0.00347996
1.09646    -0.275026  -0.00353933
1.10279    -0.274991  -0.0035987
1.10916    -0.274956  -0.00365804
1.11556    -0.274921  -0.00371738
1.122      -0.274886  -0.00377672
1.12848    -0.274892  -0.00381156
1.135      -0.274897  -0.00384641
1.14155    -0.274903  -0.00388126
1.14814    -0.274909  -0.00391611
1.15477    -0.274914  -0.00395097
1.16143    -0.27492   -0.00398582
1.16814    -0.274925  -0.00402067
1.17488    -0.274931  -0.00405553
1.18167    -0.274937  -0.00409039
1.18849    -0.274943  -0.00412526
1.19535    -0.27494   -0.00416544
1.20225    -0.274936  -0.00420562
1.20919    -0.274933  -0.00424579
1.21617    -0.274929  -0.00428597
1.22319    -0.274925  -0.00432614
1.23025    -0.274922  -0.00436631
1.23736    -0.274918  -0.00440649
1.2445     -0.274915  -0.00444666
1.25168    -0.274911  -0.00448683
1.25891    -0.274908  -0.00452691
1.26618    -0.274913  -0.00461113
1.27349    -0.274917  -0.00469536
1.28084    -0.274921  -0.0047796
1.28823    -0.274926  -0.00486384
1.29567    -0.27493   -0.00494808
1.30315    -0.274934  -0.00503232
1.31067    -0.274938  -0.00511657
1.31824    -0.274943  -0.00520082
1.32585    -0.274947  -0.00528507
1.3335     -0.274952  -0.00536936
1.3412     -0.274936  -0.00540899
1.34895    -0.274921  -0.00544862
1.35673    -0.274905  -0.00548824
1.36457    -0.27489   -0.00552786
1.37244    -0.274874  -0.00556747
1.38037    -0.274859  -0.00560708
1.38834    -0.274843  -0.00564669
1.39635    -0.274827  -0.00568629
1.40441    -0.274812  -0.00572589
1.41252    -0.274797  -0.0057655
1.42067    -0.274773  -0.0058275
1.42888    -0.274749  -0.00588948
1.43712    -0.274725  -0.00595145
1.44542    -0.274701  -0.00601342
1.45377    -0.274677  -0.00607537
1.46216    -0.274653  -0.00613731
1.4706     -0.274628  -0.00619924
1.47909    -0.274604  -0.00626115
1.48763    -0.27458   -0.00632306
1.49622    -0.274556  -0.00638503
1.50485    -0.274582  -0.00643924
1.51354    -0.274608  -0.00649346
1.52228    -0.274634  -0.00654769
1.53107    -0.27466   -0.00660192
1.53991    -0.274685  -0.00665617
1.5488     -0.274711  -0.00671043
1.55774    -0.274737  -0.0067647
1.56673    -0.274763  -0.00681898
1.57578    -0.274789  -0.00687327
1.58487    -0.274814  -0.00692751
1.59402    -0.274559  -0.00703511
1.60322    -0.274304  -0.0071425
1.61248    -0.274049  -0.00724968
1.62179    -0.273795  -0.00735666
1.63115    -0.27354   -0.00746344
1.64057    -0.273286  -0.00757001
1.65004    -0.273032  -0.00767638
1.65957    -0.272778  -0.00778254
1.66915    -0.272524  -0.00788851
1.67878    -0.272271  -0.00799436
1.68847    -0.272523  -0.00802547
1.69822    -0.272774  -0.00805663
1.70803    -0.273026  -0.00808785
1.71789    -0.273279  -0.00811911
1.7278     -0.273531  -0.00815042
1.73778    -0.273784  -0.00818178
1.74781    -0.274037  -0.0082132
1.7579     -0.27429   -0.00824466
1.76805    -0.274543  -0.00827618
1.77826    -0.274798  -0.00830775
1.78852    -0.274778  -0.0083677
1.79885    -0.274759  -0.00842763
1.80923    -0.274739  -0.00848756
1.81968    -0.274719  -0.00854748
1.83018    -0.2747    -0.00860739
1.84075    -0.27468   -0.0086673
1.85137    -0.274661  -0.0087272
1.86206    -0.274641  -0.00878708
1.87281    -0.274621  -0.00884696
1.88362    -0.274602  -0.00890675
1.8945     -0.274596  -0.00897122
1.90544    -0.274589  -0.00903568
1.91644    -0.274583  -0.00910014
1.9275     -0.274576  -0.00916459
1.93863    -0.27457   -0.00922904
1.94982    -0.274563  -0.0092935
1.96108    -0.274556  -0.00935794
1.9724     -0.27455   -0.00942239
1.98378    -0.274543  -0.00948683
1.99524    -0.274537  -0.00955139
2.00675    -0.27453   -0.0096293
2.01834    -0.274523  -0.00970721
2.02999    -0.274516  -0.00978511
2.04171    -0.274508  -0.009863 
2.0535     -0.274501  -0.0099409
2.06535    -0.274494  -0.0100188
2.07728    -0.274487  -0.0100967
2.08927    -0.27448   -0.0101746
