# Freq.    Re    Im
0.999987   -20.7914   -0.896181 
1.01448    -20.8056   -0.919592 
1.02919    -20.8198   -0.943035 
1.04411    -20.834    -0.966511 
1.05924    -20.8482   -0.99002  
1.07459    -20.8623   -1.01357  
1.09017    -20.8595   -1.05401  
1.10597    -20.8566   -1.09444  
1.122      -20.8536   -1.13487  
1.13827    -20.8506   -1.17529  
1.15477    -20.8474   -1.2157   
1.17151    -20.8419   -1.21492  
1.18849    -20.8364   -1.21414  
1.20571    -20.8308   -1.21336  
1.22319    -20.8253   -1.21258  
1.24092    -20.8198   -1.21179  
1.25891    -20.8181   -1.23075  
1.27716    -20.8163   -1.2497   
1.29567    -20.8146   -1.26866  
1.31445    -20.8128   -1.2876   
1.3335     -20.8111   -1.30655  
1.35283    -20.8145   -1.31259  
1.37244    -20.8179   -1.31862  
1.39234    -20.8213   -1.32466  
1.41252    -20.8247   -1.3307   
1.43299    -20.8281   -1.33674  
1.45377    -20.7934   -1.34883  
1.47484    -20.7587   -1.36087  
1.49622    -20.7241   -1.37287  
1.5179     -20.6895   -1.38482  
1.53991    -20.655    -1.39673  
1.56223    -20.6785   -1.40893  
1.58487    -20.702    -1.42116  
1.60785    -20.7256   -1.43341  
1.63115    -20.7491   -1.44569  
1.6548     -20.7727   -1.45799  
1.67878    -20.7577   -1.51718  
1.70312    -20.7426   -1.57629  
1.7278     -20.7273   -1.63533  
1.75285    -20.7118   -1.6943   
1.77826    -20.6961   -1.75319  
1.80403    -20.7343   -1.81221  
1.83018    -20.7725   -1.87146  
1.85671    -20.8106   -1.93092  
1.88362    -20.8485   -1.99062  
1.91093    -20.8864   -2.05053  
1.93863    -20.8769   -2.04185  
1.96673    -20.8673   -2.03318  
1.99524    -20.8578   -2.02451  
2.02416    -20.8483   -2.01585  
2.0535     -20.8388   -2.0072   
2.08326    -20.8229   -2.04902  
2.11346    -20.8069   -2.09078  
2.1441     -20.7909   -2.13249  
2.17518    -20.7748   -2.17414  
2.20671    -20.7586   -2.21574  
2.23869    -20.75     -2.27305  
2.27114    -20.7413   -2.33033  
2.30406    -20.7324   -2.38758  
2.33746    -20.7234   -2.4448   
2.37134    -20.7142   -2.50199  
2.40572    -20.6906   -2.53816  
2.44059    -20.667    -2.57425  
2.47596    -20.6434   -2.61026  
2.51185    -20.6197   -2.6462   
2.54826    -20.596    -2.68206  
2.5852     -20.5459   -2.69969  
2.62267    -20.4959   -2.71722  
2.66069    -20.4461   -2.73465  
2.69926    -20.3963   -2.75199  
2.73838    -20.3466   -2.76923  
2.77808    -20.4319   -2.85452  
2.81835    -20.5174   -2.94051  
2.8592     -20.6029   -3.02721  
2.90064    -20.6885   -3.11462  
2.94269    -20.7742   -3.20274  
2.98534    -20.7681   -3.15585  
3.02862    -20.7618   -3.10901  
3.07252    -20.7555   -3.06221  
3.11705    -20.7491   -3.01546  
3.16224    -20.7426   -2.96875  
3.20807    -20.7063   -3.08005  
3.25458    -20.6695   -3.19104  
3.30175    -20.632    -3.30173  
3.34961    -20.594    -3.41211  
3.39816    -20.5554   -3.52217  
3.44742    -20.5043   -3.64595  
3.49739    -20.4524   -3.76923  
3.54809    -20.3998   -3.89201  
3.59952    -20.3466   -4.0143   
3.65169    -20.2926   -4.13608  
3.70463    -20.344    -4.18313  
3.75833    -20.3955   -4.23041  
3.8128     -20.4471   -4.27791  
3.86807    -20.4987   -4.32564  
3.92414    -20.5504   -4.37359  
3.98102    -20.4807   -4.42124  
4.03873    -20.4111   -4.46854  
4.09727    -20.3415   -4.51551  
4.15666    -20.272    -4.56215  
4.21691    -20.2025   -4.60847  
4.27804    -20.2778   -4.63423  
4.34005    -20.3535   -4.66012  
4.40296    -20.4294   -4.68615  
4.46678    -20.5056   -4.7123   
4.53153    -20.582    -4.73859  
