# Freq.    Re    Im
0.999987   18.9383    -0.171868 
1.01448    18.9421    -0.169876 
1.02919    18.946     -0.167884 
1.04411    18.9498    -0.165891 
1.05924    18.9536    -0.163897 
1.07459    18.9575    -0.161902 
1.09017    18.9467    -0.163041 
1.10597    18.9359    -0.16418  
1.122      18.9251    -0.165316 
1.13827    18.9143    -0.166452 
1.15477    18.9035    -0.167586 
1.17151    18.9071    -0.156555 
1.18849    18.9106    -0.145521 
1.20571    18.9141    -0.134482 
1.22319    18.9175    -0.123439 
1.24092    18.9211    -0.112392 
1.25891    18.9211    -0.119154 
1.27716    18.9212    -0.125916 
1.29567    18.9212    -0.132678 
1.31445    18.9213    -0.13944  
1.3335     18.9214    -0.146202 
1.35283    18.9197    -0.137096 
1.37244    18.918     -0.127993 
1.39234    18.9162    -0.118891 
1.41252    18.9145    -0.10979  
1.43299    18.9128    -0.100692 
1.45377    18.9118    -0.100534 
1.47484    18.9108    -0.100376 
1.49622    18.9098    -0.100219 
1.5179     18.9088    -0.100061 
1.53991    18.9078    -0.0999035
1.56223    18.9116    -0.100535 
1.58487    18.9153    -0.101166 
1.60785    18.919     -0.101798 
1.63115    18.9227    -0.10243  
1.6548     18.9265    -0.103062 
1.67878    18.9205    -0.0911299
1.70312    18.9145    -0.0792058
1.7278     18.9085    -0.0672893
1.75285    18.9025    -0.0553803
1.77826    18.8964    -0.0434789
1.80403    18.8984    -0.0472938
1.83018    18.9003    -0.0511094
1.85671    18.9023    -0.0549258
1.88362    18.9042    -0.058743 
1.91093    18.9062    -0.0625611
1.93863    18.9024    -0.0605738
1.96673    18.8987    -0.0585872
1.99524    18.895     -0.0566014
2.02416    18.8913    -0.0546164
2.0535     18.8876    -0.0526322
2.08326    18.8909    -0.0626784
2.11346    18.8943    -0.0727282
2.1441     18.8976    -0.0827815
2.17518    18.9009    -0.0928385
2.20671    18.9043    -0.102899 
2.23869    18.9029    -0.0916077
2.27114    18.9015    -0.0803181
2.30406    18.9001    -0.0690302
2.33746    18.8987    -0.057744 
2.37134    18.8973    -0.0464594
2.40572    18.8965    -0.0387714
2.44059    18.8956    -0.031084 
2.47596    18.8948    -0.0233974
2.51185    18.8939    -0.0157114
2.54826    18.8931    -0.00802616
2.5852     18.8943    -0.00514965
2.62267    18.8955    -0.00227277
2.66069    18.8967    0.000604468
2.69926    18.8978    0.00348207
2.73838    18.8991    0.00636005
2.77808    18.8988    0.00777698
2.81835    18.8985    0.00919387
2.8592     18.8983    0.0106107 
2.90064    18.898     0.0120275 
2.94269    18.8977    0.0134443 
2.98534    18.8968    0.0186476 
