# Freq.    Re    Im
0.999987   -3.95442   -0.0494075
1.01448    -3.95645   -0.0512363
1.02919    -3.95847   -0.053067 
1.04411    -3.96049   -0.0548995
1.05924    -3.96252   -0.0567338
1.07459    -3.96455   -0.0585705
1.09017    -3.96377   -0.0611679
1.10597    -3.96299   -0.0637643
1.122      -3.9622    -0.0663597
1.13827    -3.96142   -0.068954 
1.15477    -3.96064   -0.0715468
1.17151    -3.95931   -0.0733985
1.18849    -3.95798   -0.075249 
1.20571    -3.95665   -0.0770983
1.22319    -3.95532   -0.0789463
1.24092    -3.95399   -0.0807935
1.25891    -3.95619   -0.0826362
1.27716    -3.95838   -0.0844809
1.29567    -3.96058   -0.0863277
1.31445    -3.96278   -0.0881765
1.3335     -3.96497   -0.0900272
1.35283    -3.96382   -0.0914942
1.37244    -3.96267   -0.0929604
1.39234    -3.96151   -0.0944257
1.41252    -3.96036   -0.0958902
1.43299    -3.95921   -0.0973536
1.45377    -3.96004   -0.0981377
1.47484    -3.96087   -0.0989222
1.49622    -3.9617    -0.0997071
1.5179     -3.96253   -0.100492 
1.53991    -3.96337   -0.101279 
1.56223    -3.96219   -0.105773 
1.58487    -3.96101   -0.110263 
1.60785    -3.95983   -0.114752 
1.63115    -3.95864   -0.119238 
1.6548     -3.95745   -0.12372  
1.67878    -3.95742   -0.125922 
1.70312    -3.95739   -0.128124 
1.7278     -3.95735   -0.130326 
1.75285    -3.95732   -0.132528 
1.77826    -3.95729   -0.134731 
1.80403    -3.95656   -0.135865 
1.83018    -3.95584   -0.136999 
1.85671    -3.95511   -0.138133 
1.88362    -3.95438   -0.139267 
1.91093    -3.95366   -0.140399 
1.93863    -3.95499   -0.144245 
1.96673    -3.95632   -0.148094 
1.99524    -3.95765   -0.151945 
2.02416    -3.95897   -0.1558   
2.0535     -3.96029   -0.159658 
2.08326    -3.95862   -0.16242  
2.11346    -3.95696   -0.16518  
2.1441     -3.95529   -0.167938 
2.17518    -3.95362   -0.170693 
2.20671    -3.95195   -0.173445 
2.23869    -3.95368   -0.176122 
2.27114    -3.9554    -0.178803 
2.30406    -3.95713   -0.181485 
2.33746    -3.95885   -0.18417  
2.37134    -3.96057   -0.186857 
2.40572    -3.96298   -0.188927 
2.44059    -3.96538   -0.190999 
2.47596    -3.96779   -0.193073 
2.51185    -3.97019   -0.19515  
2.54826    -3.9726    -0.197231 
2.5852     -3.97011   -0.203997 
2.62267    -3.96761   -0.210755 
2.66069    -3.9651    -0.217506 
2.69926    -3.96258   -0.224248 
2.73838    -3.96006   -0.230983 
2.77808    -3.96205   -0.234543 
2.81835    -3.96404   -0.238106 
2.8592     -3.96603   -0.241674 
2.90064    -3.96801   -0.245245 
2.94269    -3.97      -0.24882  
2.98534    -3.96638   -0.251016 
3.02862    -3.96276   -0.253209 
3.07252    -3.95914   -0.255398 
3.11705    -3.95553   -0.257582 
3.16224    -3.95191   -0.259763 
3.20807    -3.95249   -0.266205 
3.25458    -3.95305   -0.272649 
3.30175    -3.9536    -0.279096 
3.34961    -3.95415   -0.285545 
3.39816    -3.95468   -0.291996 
3.44742    -3.95462   -0.294312 
3.49739    -3.95455   -0.296627 
3.54809    -3.95448   -0.298943 
3.59952    -3.95441   -0.301258 
3.65169    -3.95434   -0.303575 
3.70463    -3.9555    -0.3076   
3.75833    -3.95666   -0.311627 
3.8128     -3.95782   -0.315658 
3.86807    -3.95897   -0.31969  
3.92414    -3.96012   -0.323725 
3.98102    -3.95884   -0.3329   
4.03873    -3.95753   -0.342072 
4.09727    -3.95621   -0.351239 
4.15666    -3.95486   -0.360402 
4.21691    -3.9535    -0.36956  
4.27804    -3.95757   -0.372657 
4.34005    -3.96163   -0.37576  
4.40296    -3.9657    -0.378869 
4.46678    -3.96977   -0.381984 
4.53153    -3.97385   -0.385106 
4.59721    -3.97044   -0.395873 
4.66385    -3.96701   -0.406624 
4.73145    -3.96356   -0.417359 
4.80004    -3.96007   -0.428079 
4.86961    -3.95656   -0.438783 
4.9402     -3.95774   -0.439805 
5.01181    -3.95892   -0.440828 
5.08446    -3.96011   -0.441852 
5.15816    -3.96129   -0.442876 
5.23292    -3.96248   -0.4439   
5.30878    -3.96036   -0.451633 
5.38573    -3.95822   -0.459359 
5.4638     -3.95607   -0.467078 
5.54299    -3.95391   -0.47479  
5.62334    -3.95173   -0.482496 
5.70485    -3.95316   -0.490437 
5.78755    -3.95457   -0.498385 
5.87144    -3.95597   -0.506341 
5.95654    -3.95735   -0.514304 
6.04289    -3.95872   -0.522274 
6.13048    -3.9599    -0.526912 
6.21934    -3.96108   -0.531554 
6.30949    -3.96225   -0.536198 
6.40095    -3.96342   -0.540847 
6.49373    -3.96458   -0.5455   
6.58786    -3.96367   -0.555651 
6.68335    -3.96274   -0.565801 
6.78023    -3.96178   -0.575951 
6.87851    -3.96079   -0.586099 
6.97822    -3.95978   -0.596245 
7.07937    -3.9604    -0.606893 
7.18198    -3.96099   -0.617547 
7.28609    -3.96155   -0.628209 
7.3917     -3.96209   -0.638879 
7.49885    -3.96259   -0.649555 
7.60754    -3.96      -0.653872 
7.71782    -3.95741   -0.658184 
7.82969    -3.95481   -0.662492 
7.94318    -3.95221   -0.666794 
8.05832    -3.94961   -0.671091 
8.17513    -3.95423   -0.684289 
8.29363    -3.95882   -0.697522 
8.41384    -3.96338   -0.710792 
8.5358     -3.96791   -0.724098 
8.65953    -3.9724    -0.737441 
8.78505    -3.96947   -0.748967 
8.91239    -3.96651   -0.760483 
9.04158    -3.96352   -0.771987 
9.17264    -3.9605    -0.783481 
9.3056     -3.95744   -0.794963 
9.44049    -3.95822   -0.805789 
9.57733    -3.95896   -0.816625 
9.71615    -3.95968   -0.82747  
9.85699    -3.96038   -0.838325 
9.99987    -3.96104   -0.849191 
10.1448    -3.9643    -0.860261 
10.2919    -3.96753   -0.871355 
10.4411    -3.97074   -0.882471 
10.5924    -3.97393   -0.893611 
10.7459    -3.97709   -0.904773 
10.9017    -3.97511   -0.921666 
11.0597    -3.97305   -0.938558 
11.22      -3.97093   -0.955449 
11.3827    -3.96873   -0.972339 
11.5477    -3.96646   -0.989227 
11.7151    -3.9657    -0.998099 
11.8849    -3.96492   -1.00697  
12.0571    -3.96413   -1.01585  
12.2319    -3.96331   -1.02473  
12.4092    -3.96247   -1.0336   
12.5891    -3.96323   -1.05234  
12.7716    -3.96392   -1.07111  
12.9567    -3.96452   -1.08991  
13.1445    -3.96504   -1.10873  
13.335     -3.96547   -1.12759  
13.5283    -3.9631    -1.14303  
13.7244    -3.96068   -1.15848  
13.9234    -3.95819   -1.17392  
14.1252    -3.95564   -1.18936  
14.3299    -3.95303   -1.2048   
14.5377    -3.95355   -1.21978  
14.7484    -3.95401   -1.23479  
14.9622    -3.95442   -1.24981  
15.179     -3.95478   -1.26486  
15.3991    -3.95508   -1.27992  
15.6223    -3.95575   -1.30128  
15.8487    -3.95631   -1.32269  
16.0785    -3.95677   -1.34413  
16.3115    -3.95712   -1.36562  
16.548     -3.95737   -1.38714  
16.7878    -3.9587    -1.40565  
17.0312    -3.95994   -1.4242   
17.278     -3.96111   -1.44278  
17.5285    -3.96222   -1.4614   
17.7826    -3.96325   -1.48006  
18.0403    -3.96142   -1.49589  
18.3018    -3.95954   -1.51173  
18.5671    -3.9576    -1.52758  
18.8362    -3.9556    -1.54343  
19.1093    -3.95354   -1.55929  
19.3863    -3.95062   -1.58519  
19.6673    -3.94754   -1.61112  
19.9524    -3.9443    -1.63707  
20.2416    -3.9409    -1.66304  
20.535     -3.93734   -1.68903  
20.8326    -3.93837   -1.71235  
21.1346    -3.9393    -1.73573  
21.441     -3.94011   -1.75917  
21.7518    -3.9408    -1.78266  
22.0671    -3.94139   -1.80622  
22.3869    -3.93969   -1.83198  
22.7114    -3.93785   -1.85779  
23.0406    -3.93586   -1.88365  
23.3746    -3.93372   -1.90954  
23.7134    -3.93143   -1.93548  
24.0572    -3.92957   -1.96463  
