#SA  FB
0.30334     0.30433     
0.2973      0.30409     
0.30398     0.3043      
0.30259     0.30422     
0.30343     0.30428     
0.30168     0.30401     
0.3029      0.30422     
0.30241     0.30416     
0.30331     0.30416     
0.302       0.30419     
0.30444     0.30421     
0.30287     0.30396     
0.30125     0.30416     
0.29902     0.30422     
0.3045      0.30412     
0.29798     0.30416     
0.3039      0.30412     
0.30473     0.30418     
0.305       0.30415     
0.30119     0.30415     
0.3023      0.3041      
0.30216     0.30416     
0.30335     0.30407     
0.3007      0.30413     
0.30175     0.30425     
0.3023      0.30416     
0.30216     0.30418     
0.29804     0.30427     
0.30393     0.30419     
0.30268     0.30413     
0.30061     0.3041      
0.29951     0.30418     
0.30323     0.30421     
0.30317     0.30398     
0.30013     0.30425     
0.30119     0.3041      
0.30297     0.30416     
0.30325     0.30424     
0.30105     0.3041      
0.30314     0.30424     
0.30329     0.3041      
0.30317     0.30409     
0.30164     0.30422     
0.30261     0.30413     
0.29936     0.30416     
0.30232     0.30418     
0.30436     0.30406     
0.30137     0.30416     
0.30383     0.30416     
0.30758     0.3041      
0.3         0.30425     
0.30685     0.30425     
0.3039      0.30419     
0.30097     0.30409     
0.30418     0.30406     
0.30354     0.30424     
0.30351     0.30419     
0.30052     0.30415     
0.30169     0.30418     
0.30123     0.30407     
0.31286     0.30415     
0.30499     0.30406     
0.30319     0.30404     
0.30135     0.3041      
0.30435     0.30413     
0.30297     0.30409     
0.30125     0.30398     
0.30547     0.30404     
0.29908     0.30418     
0.30285     0.30407     
0.30375     0.30419     
0.30218     0.30412     
0.3005      0.3041      
0.3047      0.30419     
0.30256     0.30412     
0.30398     0.30422     
0.30216     0.30409     
0.30355     0.30401     
0.30224     0.30401     
0.29743     0.30418     
0.30332     0.30412     
0.31126     0.30406     
0.30018     0.30409     
0.29978     0.3041      
0.30781     0.30401     
0.29899     0.30395     
0.30761     0.30416     
0.29896     0.30409     
0.30189     0.30412     
0.30279     0.30403     
0.30515     0.30406     
0.30157     0.3041      
0.30599     0.30409     
0.30204     0.30418     
0.30419     0.3041      
0.30341     0.3041      
0.30285     0.30407     
0.29875     0.30404     
0.30528     0.30396     
0.30105     0.30415     
