#SA  FB
0.30543     0.30389     
0.30657     0.30389     
0.3039      0.30383     
0.30251     0.3039      
0.29965     0.30392     
0.29958     0.30386     
0.30308     0.30389     
0.30134     0.30389     
0.30268     0.30387     
0.30445     0.30395     
0.30308     0.30392     
0.30094     0.30399     
0.30747     0.30399     
0.30282     0.30389     
0.30056     0.30399     
0.30187     0.30392     
0.30064     0.30395     
0.30378     0.30399     
0.29952     0.30386     
0.30418     0.30395     
0.30515     0.30389     
0.30131     0.30392     
0.30824     0.30389     
0.29887     0.30393     
0.30326     0.30403     
0.30114     0.30403     
0.30409     0.30389     
0.30232     0.30387     
0.30308     0.30386     
0.30225     0.30393     
0.30216     0.30389     
0.30508     0.30401     
0.30129     0.30393     
0.30406     0.30386     
0.30361     0.30403     
0.30329     0.30403     
0.30464     0.30393     
0.29919     0.3038      
0.30454     0.30393     
0.30122     0.30395     
0.30612     0.30383     
0.30735     0.30386     
0.30001     0.30384     
0.30453     0.30387     
0.30238     0.3039      
0.30476     0.30386     
0.302       0.30392     
0.30239     0.30393     
0.30251     0.30386     
0.30305     0.30393     
0.30009     0.30395     
0.30247     0.30399     
0.3043      0.30395     
0.30061     0.30392     
0.30358     0.30389     
0.2992      0.30383     
0.30274     0.30392     
0.3018      0.30393     
0.30343     0.30392     
0.30349     0.30387     
0.303       0.30392     
0.30204     0.30387     
0.3023      0.30392     
0.29948     0.30377     
0.30062     0.30383     
0.29951     0.30392     
0.29839     0.30387     
0.30137     0.30384     
0.30491     0.30389     
0.30134     0.30387     
0.3016      0.3039      
0.30074     0.3039      
0.30219     0.30404     
0.30474     0.30393     
0.30197     0.30383     
0.30247     0.30386     
0.30111     0.30395     
0.30396     0.3039      
0.3056      0.3039      
0.30203     0.30384     
0.3025      0.30377     
0.30468     0.30386     
0.30119     0.3038      
0.30586     0.30393     
0.30509     0.3038      
0.30134     0.30384     
0.30366     0.30377     
0.30065     0.3038      
0.30525     0.30392     
0.30201     0.30386     
0.30329     0.3039      
0.30033     0.30386     
0.30193     0.30378     
0.29962     0.30389     
0.29987     0.30383     
0.30427     0.30374     
0.30135     0.30384     
0.30207     0.30374     
0.30097     0.3039      
0.30198     0.30389     
0.30009     0.30384     
0.30239     0.30378     
0.30447     0.30392     
0.29884     0.30384     
0.3081      0.30387     
0.30401     0.30378     
0.30303     0.30377     
0.29885     0.3039      
0.30053     0.30383     
0.29977     0.30378     
0.30355     0.30389     
0.30374     0.30383     
0.3018      0.30389     
0.30369     0.30396     
0.30177     0.30404     
0.3003      0.30395     
0.30416     0.30381     
0.3048      0.30399     
0.30218     0.30399     
0.30282     0.3039      
0.29884     0.30389     
0.30132     0.30393     
0.30155     0.30387     
0.30091     0.30395     
0.30198     0.30399     
0.30248     0.30395     
0.3014      0.30396     
0.30366     0.3039      
0.3         0.3039      
0.30172     0.30403     
0.30335     0.30399     
0.30277     0.3039      
0.30116     0.30395     
0.30374     0.30386     
0.3038      0.30396     
0.30488     0.30393     
0.30622     0.30404     
0.30193     0.30392     
0.30331     0.30403     
0.30283     0.30387     
0.30615     0.30387     
0.302       0.3039      
0.30351     0.30392     
0.30161     0.30406     
0.3011      0.3039      
0.30048     0.30393     
0.30396     0.30409     
0.30193     0.3039      
0.30303     0.3038      
0.3001      0.30398     
0.30801     0.30398     
0.30522     0.30396     
0.30209     0.30393     
0.30238     0.30393     
0.30137     0.30387     
0.29945     0.3039      
0.29937     0.30387     
0.30106     0.30381     
0.3011      0.3039      
0.30239     0.30395     
0.30659     0.30393     
0.30148     0.30389     
0.30201     0.30389     
0.30161     0.30395     
0.30288     0.30398     
0.30445     0.30392     
0.30145     0.30386     
0.30068     0.30386     
0.30193     0.30399     
0.30326     0.3039      
0.30334     0.3039      
0.30781     0.30387     
0.30224     0.30403     
0.30087     0.30392     
0.30149     0.30393     
0.30346     0.30383     
0.30071     0.30392     
0.30212     0.30396     
0.30235     0.30392     
0.30322     0.30399     
0.29908     0.30401     
0.30242     0.30378     
0.3009      0.30404     
0.30346     0.30409     
0.30123     0.30399     
0.30468     0.30409     
0.30357     0.30384     
0.29997     0.30386     
0.3043      0.30395     
0.29994     0.30393     
0.30439     0.30396     
0.30358     0.30392     
0.30225     0.30386     
0.30134     0.30404     
