#SA  FB
0.30132     0.30395     
0.30654     0.30396     
0.30415     0.30386     
0.3037      0.30396     
0.30161     0.30409     
0.30023     0.30396     
0.30827     0.30393     
0.3027      0.30399     
0.3048      0.30386     
0.30312     0.30372     
0.30264     0.3039      
0.3012      0.30381     
0.30276     0.30389     
0.30358     0.30389     
0.30476     0.3039      
0.30132     0.3038      
0.30058     0.30395     
0.30425     0.3039      
0.3028      0.30395     
0.30116     0.30381     
0.30361     0.3037      
0.30283     0.30383     
0.29844     0.30375     
0.30706     0.30404     
0.30433     0.30393     
0.30181     0.3039      
0.30134     0.30375     
0.30294     0.30387     
0.30328     0.30395     
0.30222     0.30395     
0.29981     0.30386     
0.30314     0.30384     
0.30233     0.30383     
0.30386     0.30393     
0.30839     0.30393     
0.30497     0.30386     
0.30303     0.30387     
0.30215     0.30377     
0.30457     0.30384     
0.30497     0.30396     
0.30445     0.30383     
0.29922     0.3039      
0.29952     0.30381     
0.30361     0.30392     
0.30071     0.30393     
0.29963     0.30386     
0.30151     0.30384     
0.29934     0.30399     
0.30616     0.30403     
0.30438     0.30399     
0.30148     0.30393     
0.30543     0.30384     
0.30439     0.30393     
0.2998      0.30384     
0.30253     0.30392     
0.30625     0.30392     
0.3021      0.30387     
0.30299     0.30387     
0.30317     0.30378     
0.30505     0.30384     
0.30123     0.3039      
0.3         0.30393     
0.2996      0.3039      
0.30018     0.30389     
0.3059      0.30395     
0.30329     0.30395     
0.30204     0.30396     
0.30233     0.30404     
0.3018      0.3039      
0.29781     0.3039      
0.30055     0.30381     
0.30164     0.30399     
0.30087     0.30404     
0.30561     0.30401     
0.30335     0.30398     
0.30764     0.30392     
0.30326     0.30389     
0.29981     0.30406     
0.31887     0.30396     
0.33499     0.30407     
0.30302     0.30413     
0.30401     0.30409     
0.30016     0.30419     
0.30375     0.30403     
0.29958     0.30403     
0.30793     0.30422     
0.30215     0.30421     
0.30325     0.30416     
0.30619     0.30404     
0.30531     0.3041      
0.30128     0.30401     
0.30282     0.30395     
0.30396     0.30407     
0.3019      0.30395     
0.30526     0.30415     
0.30302     0.30407     
0.30386     0.30416     
0.30587     0.30403     
0.30239     0.30403     
