# Freq.    Re    Im
0.999987   -0.341327  -0.00642477
1.00576    -0.341472  -0.00615789
1.01157    -0.341617  -0.00589078
1.01741    -0.341762  -0.00562345
1.02328    -0.341907  -0.00535589
1.02919    -0.342052  -0.00508811
1.03513    -0.342196  -0.00482011
1.0411     -0.34234   -0.00455188
1.04712    -0.342485  -0.00428342
1.05316    -0.342629  -0.00401475
1.05924    -0.342773  -0.00374582
1.06536    -0.342591  -0.00386898
1.07151    -0.342409  -0.00399202
1.07769    -0.342228  -0.00411492
1.08391    -0.342046  -0.00423769
1.09017    -0.341865  -0.00436033
1.09646    -0.341683  -0.00448284
1.10279    -0.341502  -0.00460522
1.10916    -0.341321  -0.00472746
1.11556    -0.341139  -0.00484958
1.122      -0.340959  -0.00497167
1.12848    -0.340852  -0.00534574
1.135      -0.340745  -0.00571959
1.14155    -0.340638  -0.00609321
1.14814    -0.340531  -0.0064666
1.15477    -0.340422  -0.00683976
1.16143    -0.340314  -0.00721269
1.16814    -0.340205  -0.00758539
1.17488    -0.340096  -0.00795787
1.18167    -0.339986  -0.00833011
1.18849    -0.339877  -0.00870202
1.19535    -0.34015   -0.0083815
1.20225    -0.340424  -0.00806047
1.20919    -0.340697  -0.00773892
1.21617    -0.34097   -0.00741687
1.22319    -0.341243  -0.00709429
1.23025    -0.341516  -0.0067712
1.23736    -0.341789  -0.0064476
1.2445     -0.342062  -0.00612348
1.25168    -0.342334  -0.00579885
1.25891    -0.342606  -0.00547377
1.26618    -0.342575  -0.00554004
1.27349    -0.342542  -0.00560629
1.28084    -0.34251   -0.00567253
1.28823    -0.342478  -0.00573876
1.29567    -0.342446  -0.00580498
1.30315    -0.342414  -0.00587119
1.31067    -0.342382  -0.00593738
1.31824    -0.34235   -0.00600356
1.32585    -0.342318  -0.00606973
1.3335     -0.342286  -0.00613587
1.3412     -0.34232   -0.00617913
1.34895    -0.342354  -0.00622239
1.35673    -0.342388  -0.00626567
1.36457    -0.342421  -0.00630895
1.37244    -0.342455  -0.00635224
1.38037    -0.342489  -0.00639554
1.38834    -0.342523  -0.00643885
1.39635    -0.342557  -0.00648217
1.40441    -0.342591  -0.0065255
1.41252    -0.342625  -0.00656893
1.42067    -0.3426    -0.0066487
1.42888    -0.342576  -0.00672845
1.43712    -0.342551  -0.0068082
1.44542    -0.342527  -0.00688794
1.45377    -0.342502  -0.00696766
1.46216    -0.342477  -0.00704737
1.4706     -0.342452  -0.00712708
1.47909    -0.342428  -0.00720677
1.48763    -0.342403  -0.00728645
1.49622    -0.342379  -0.00736607
1.50485    -0.342378  -0.00743634
1.51354    -0.342377  -0.0075066
1.52228    -0.342376  -0.00757686
1.53107    -0.342375  -0.00764713
1.53991    -0.342374  -0.00771739
1.5488     -0.342373  -0.00778765
1.55774    -0.342372  -0.00785791
1.56673    -0.342371  -0.00792818
1.57578    -0.342369  -0.00799843
1.58487    -0.342369  -0.00806872
1.59402    -0.342368  -0.00814006
1.60322    -0.342367  -0.00821139
1.61248    -0.342366  -0.00828273
1.62179    -0.342365  -0.00835407
1.63115    -0.342363  -0.00842541
1.64057    -0.342362  -0.00849674
1.65004    -0.342361  -0.00856808
1.65957    -0.342359  -0.00863942
1.66915    -0.342358  -0.00871075
1.67878    -0.342357  -0.00878216
1.68847    -0.342334  -0.00886766
1.69822    -0.342311  -0.00895316
1.70803    -0.342288  -0.00903865
1.71789    -0.342265  -0.00912412
1.7278     -0.342241  -0.00920959
1.73778    -0.342218  -0.00929504
1.74781    -0.342195  -0.00938048
1.7579     -0.342172  -0.00946591
1.76805    -0.342149  -0.00955133
1.77826    -0.342126  -0.00963672
1.78852    -0.342122  -0.00971949
1.79885    -0.342118  -0.00980226
1.80923    -0.342115  -0.00988503
1.81968    -0.342111  -0.0099678
1.83018    -0.342107  -0.0100506
1.84075    -0.342104  -0.0101333
1.85137    -0.3421    -0.0102161
1.86206    -0.342096  -0.0102989
1.87281    -0.342092  -0.0103816
1.88362    -0.342088  -0.0104643
1.8945     -0.342068  -0.010528 
1.90544    -0.342047  -0.0105916
1.91644    -0.342027  -0.0106553
1.9275     -0.342006  -0.0107189
1.93863    -0.341986  -0.0107826
1.94982    -0.341965  -0.0108462
1.96108    -0.341945  -0.0109098
1.9724     -0.341924  -0.0109735
1.98378    -0.341904  -0.0110371
1.99524    -0.341883  -0.0111007
2.00675    -0.34188   -0.0112057
2.01834    -0.341876  -0.0113107
2.02999    -0.341873  -0.0114157
