# Freq.    Mag.
0          2.05343e-05
8          2.01738e-05
16         1.7634e-05
24         1.48776e-05
32         1.3474e-05
40         1.216e-05 
48         1.02385e-05
56         8.33489e-06
64         7.66459e-06
72         7.64222e-06
80         7.78011e-06
88         7.52993e-06
96         6.84986e-06
104        6.21625e-06
112        5.69932e-06
120        5.20272e-06
128        4.68177e-06
136        4.47167e-06
144        4.54954e-06
152        4.51921e-06
160        4.18165e-06
168        3.62298e-06
176        3.17046e-06
184        3.05182e-06
192        3.0738e-06
200        3.08825e-06
208        2.9337e-06
216        2.73972e-06
224        2.62231e-06
232        2.52148e-06
240        2.49976e-06
248        2.40323e-06
256        2.21039e-06
264        2.10854e-06
272        2.09249e-06
280        2.01615e-06
288        1.927e-06 
296        1.82919e-06
304        1.85916e-06
312        1.92176e-06
320        1.92096e-06
328        1.90066e-06
336        1.87726e-06
344        1.9258e-06
352        1.9228e-06
360        1.87467e-06
368        1.77156e-06
376        1.67128e-06
384        1.59855e-06
392        1.52049e-06
400        1.4158e-06
408        1.34936e-06
416        1.39104e-06
424        1.50711e-06
432        1.53654e-06
440        1.49154e-06
448        1.42952e-06
456        1.41911e-06
464        1.43374e-06
472        1.52223e-06
480        1.59247e-06
488        1.57499e-06
496        1.48087e-06
504        1.37587e-06
512        1.36239e-06
520        1.3415e-06
528        1.26662e-06
536        1.20335e-06
544        1.20714e-06
552        1.20518e-06
560        1.20079e-06
568        1.23075e-06
576        1.26947e-06
584        1.26426e-06
592        1.20673e-06
600        1.15983e-06
608        1.18166e-06
616        1.2197e-06
624        1.21108e-06
632        1.15942e-06
640        1.11862e-06
648        1.07181e-06
656        1.05883e-06
664        1.09951e-06
672        1.17542e-06
680        1.19791e-06
688        1.10437e-06
696        1.05528e-06
704        1.07808e-06
712        1.08428e-06
720        1.03906e-06
728        1.01599e-06
736        1.01286e-06
744        1.02342e-06
752        1.04114e-06
760        1.03646e-06
768        1.03304e-06
776        1.02568e-06
784        1.01817e-06
792        1.01566e-06
800        1.02262e-06
808        1.05025e-06
816        1.01693e-06
824        9.85201e-07
832        9.96229e-07
840        1.02913e-06
848        1.04543e-06
856        1.01868e-06
864        9.59799e-07
872        9.37915e-07
880        9.72899e-07
888        9.69592e-07
896        9.75473e-07
904        9.28242e-07
912        8.7592e-07
920        8.83639e-07
928        8.99271e-07
936        8.79108e-07
944        8.56378e-07
952        9.05202e-07
960        9.6886e-07
968        1.01647e-06
976        1.05724e-06
984        1.34439e-06
992        1.68477e-06
1000       1.69806e-06
1008       1.61697e-06
1016       1.25093e-06
1024       9.76924e-07
1032       9.94681e-07
1040       9.73222e-07
1048       9.13699e-07
1056       8.95534e-07
1064       8.9629e-07
1072       8.76174e-07
1080       8.50435e-07
1088       8.69504e-07
1096       9.03771e-07
1104       9.11271e-07
1112       8.60121e-07
1120       8.33134e-07
1128       8.69649e-07
1136       8.92662e-07
1144       9.07446e-07
1152       8.80825e-07
1160       8.64085e-07
1168       8.62367e-07
1176       9.04184e-07
1184       9.28222e-07
1192       9.45087e-07
1200       9.60364e-07
1208       9.44537e-07
1216       9.28719e-07
1224       8.59844e-07
1232       8.12427e-07
1240       8.17721e-07
1248       8.52202e-07
1256       8.83574e-07
1264       8.93234e-07
1272       8.58452e-07
1280       8.12084e-07
1288       7.84541e-07
1296       7.87019e-07
1304       8.28659e-07
1312       8.96562e-07
1320       9.38482e-07
1328       9.54318e-07
1336       9.07569e-07
1344       8.56742e-07
1352       8.45195e-07
1360       8.01974e-07
1368       7.66074e-07
1376       7.53309e-07
1384       7.44062e-07
1392       7.84516e-07
1400       8.12352e-07
1408       8.30003e-07
1416       8.04999e-07
1424       7.65457e-07
1432       7.9199e-07
1440       8.28555e-07
1448       8.60493e-07
1456       8.84817e-07
1464       8.97097e-07
1472       8.77987e-07
1480       8.64163e-07
1488       8.80771e-07
1496       8.84415e-07
1504       9.00622e-07
1512       9.11969e-07
1520       9.02392e-07
1528       8.64714e-07
1536       7.88812e-07
1544       7.46813e-07
1552       7.35614e-07
1560       7.59543e-07
1568       7.93119e-07
1576       7.93748e-07
1584       7.52769e-07
1592       7.06206e-07
1600       6.71075e-07
1608       6.89558e-07
1616       6.93182e-07
1624       6.73791e-07
1632       6.57441e-07
1640       6.57581e-07
1648       6.68153e-07
1656       6.92625e-07
1664       7.4656e-07
1672       7.97917e-07
1680       7.96284e-07
1688       7.42879e-07
1696       7.12694e-07
1704       7.43763e-07
1712       7.74475e-07
1720       7.90734e-07
1728       7.84387e-07
1736       7.76938e-07
1744       7.65091e-07
1752       7.31155e-07
1760       6.91899e-07
1768       6.86998e-07
1776       7.14394e-07
1784       7.28929e-07
1792       7.32114e-07
1800       7.32003e-07
1808       7.01796e-07
1816       6.63649e-07
1824       6.35053e-07
1832       6.40499e-07
1840       6.67402e-07
1848       6.85491e-07
1856       6.85811e-07
1864       6.80486e-07
1872       6.83985e-07
1880       6.77655e-07
1888       6.78356e-07
1896       6.86144e-07
1904       6.9509e-07
1912       7.1469e-07
1920       7.50623e-07
1928       7.90916e-07
1936       8.34681e-07
1944       8.60325e-07
1952       8.6212e-07
1960       8.26347e-07
1968       7.62391e-07
1976       7.09613e-07
1984       6.92643e-07
1992       6.74371e-07
2000       6.31838e-07
2008       6.38469e-07
2016       6.94475e-07
2024       7.72767e-07
2032       8.09073e-07
2040       7.95034e-07
2048       7.89996e-07
2056       7.72362e-07
2064       7.14863e-07
2072       6.98179e-07
2080       6.99902e-07
2088       6.73498e-07
2096       6.46215e-07
2104       6.82019e-07
2112       7.37325e-07
2120       7.38323e-07
2128       7.24907e-07
2136       7.06679e-07
2144       6.78248e-07
2152       6.69868e-07
2160       6.80345e-07
2168       7.15457e-07
2176       7.62221e-07
2184       7.53948e-07
2192       6.99196e-07
2200       6.5542e-07
2208       6.3988e-07
2216       6.49206e-07
2224       6.79573e-07
2232       6.88894e-07
2240       6.91042e-07
2248       6.82518e-07
2256       6.76764e-07
2264       6.85655e-07
2272       6.84988e-07
2280       7.09171e-07
2288       7.19231e-07
2296       6.87964e-07
2304       6.83814e-07
2312       6.91606e-07
2320       7.17307e-07
2328       7.14328e-07
2336       6.70963e-07
2344       6.63351e-07
2352       6.58972e-07
2360       6.57298e-07
2368       6.55713e-07
2376       6.63896e-07
2384       6.42795e-07
2392       6.33794e-07
2400       6.56796e-07
2408       6.59955e-07
2416       6.73159e-07
2424       6.92137e-07
2432       7.00798e-07
2440       7.01312e-07
2448       7.04964e-07
2456       6.8795e-07
2464       6.43775e-07
2472       5.92994e-07
2480       5.64737e-07
2488       5.72223e-07
2496       5.95067e-07
2504       6.26269e-07
2512       6.23631e-07
2520       6.24022e-07
2528       6.48342e-07
2536       6.78708e-07
2544       6.83755e-07
2552       6.54549e-07
2560       6.30703e-07
2568       6.0277e-07
2576       5.80905e-07
2584       5.66952e-07
2592       5.76308e-07
2600       5.81947e-07
2608       5.95776e-07
2616       6.25652e-07
2624       6.56751e-07
2632       6.8765e-07
2640       6.7534e-07
2648       6.50333e-07
2656       6.60055e-07
2664       6.34174e-07
2672       6.03592e-07
2680       6.05967e-07
2688       6.21183e-07
2696       6.40517e-07
2704       6.57297e-07
2712       6.5276e-07
2720       6.31173e-07
2728       6.254e-07 
2736       6.41245e-07
2744       6.57576e-07
2752       6.77341e-07
2760       6.81599e-07
2768       6.56527e-07
2776       6.46526e-07
2784       6.38429e-07
2792       6.32847e-07
2800       6.47657e-07
2808       6.75295e-07
2816       7.27394e-07
2824       7.56606e-07
2832       7.26493e-07
2840       6.91262e-07
2848       6.61777e-07
2856       6.62352e-07
2864       6.46197e-07
2872       6.09628e-07
2880       6.19779e-07
2888       6.58326e-07
2896       6.45542e-07
2904       6.09024e-07
2912       5.86298e-07
2920       5.98905e-07
2928       6.34736e-07
2936       6.38934e-07
2944       6.53199e-07
2952       6.74149e-07
2960       6.79171e-07
2968       6.63928e-07
2976       6.69628e-07
2984       7.22563e-07
2992       7.7826e-07
3000       7.87977e-07
3008       7.70968e-07
3016       6.79739e-07
3024       6.17431e-07
3032       6.32213e-07
3040       6.45426e-07
3048       6.50859e-07
3056       6.2071e-07
3064       5.92061e-07
3072       6.07342e-07
3080       6.28225e-07
3088       6.30351e-07
3096       6.41929e-07
3104       6.50579e-07
3112       6.34094e-07
3120       6.16747e-07
3128       6.25195e-07
3136       6.06445e-07
3144       5.80262e-07
3152       5.8212e-07
3160       5.86046e-07
3168       6.20293e-07
3176       6.79538e-07
3184       6.84439e-07
3192       6.74981e-07
3200       6.76083e-07
3208       6.55179e-07
3216       6.36859e-07
3224       6.23927e-07
3232       6.36252e-07
3240       6.47271e-07
3248       6.51037e-07
3256       6.47283e-07
3264       6.30578e-07
3272       6.16388e-07
3280       5.95361e-07
3288       5.81269e-07
3296       5.76518e-07
3304       6.26655e-07
3312       6.74263e-07
3320       6.70397e-07
3328       6.42696e-07
3336       6.4785e-07
3344       6.72342e-07
3352       6.92268e-07
3360       6.92508e-07
3368       6.49334e-07
3376       6.36014e-07
3384       6.46546e-07
3392       6.32289e-07
3400       5.77103e-07
3408       5.55227e-07
3416       5.74575e-07
3424       6.01896e-07
3432       6.24946e-07
3440       6.4063e-07
3448       6.39326e-07
3456       6.08058e-07
3464       5.7439e-07
3472       5.83677e-07
3480       6.11075e-07
3488       6.30697e-07
3496       6.43831e-07
3504       6.4505e-07
3512       6.56446e-07
3520       6.39245e-07
3528       6.25725e-07
3536       6.09092e-07
3544       6.27917e-07
3552       6.21344e-07
3560       5.89834e-07
3568       5.80482e-07
3576       5.97403e-07
3584       6.19732e-07
3592       6.1594e-07
3600       5.98676e-07
3608       6.00128e-07
3616       6.22191e-07
3624       6.17349e-07
3632       6.15172e-07
3640       6.0621e-07
3648       5.85086e-07
3656       5.76002e-07
3664       5.50949e-07
3672       5.69909e-07
3680       5.93168e-07
3688       5.89316e-07
3696       5.8189e-07
3704       6.15471e-07
3712       6.52655e-07
3720       6.52786e-07
3728       6.51883e-07
3736       6.66395e-07
3744       6.66572e-07
3752       6.49326e-07
3760       6.49372e-07
3768       6.54553e-07
3776       6.72178e-07
3784       6.87049e-07
3792       6.73736e-07
3800       6.27422e-07
3808       5.93054e-07
3816       6.03452e-07
3824       6.15148e-07
3832       6.10908e-07
3840       5.84441e-07
3848       5.4317e-07
3856       5.48259e-07
3864       5.60058e-07
3872       5.89189e-07
3880       6.04889e-07
3888       6.13306e-07
3896       6.29856e-07
3904       6.19986e-07
3912       6.0362e-07
3920       6.05422e-07
3928       5.89805e-07
3936       5.85942e-07
3944       6.33344e-07
3952       6.76543e-07
3960       6.83454e-07
3968       6.65905e-07
3976       6.43444e-07
3984       6.53914e-07
3992       6.52257e-07
4000       6.14816e-07
4008       6.11454e-07
4016       6.24582e-07
4024       6.40221e-07
4032       6.31384e-07
4040       6.25306e-07
4048       6.31176e-07
4056       6.1642e-07
4064       6.17412e-07
4072       6.37908e-07
4080       6.36429e-07
4088       6.21744e-07
4096       5.89493e-07
4104       5.53433e-07
4112       5.51292e-07
4120       5.90446e-07
4128       6.33748e-07
4136       6.56894e-07
4144       6.5792e-07
4152       6.42514e-07
4160       6.11159e-07
4168       6.10153e-07
4176       6.36039e-07
4184       6.73625e-07
4192       6.87751e-07
4200       6.77678e-07
4208       6.53635e-07
4216       6.2673e-07
4224       6.14215e-07
4232       5.9564e-07
4240       5.76007e-07
4248       5.69567e-07
4256       5.6648e-07
4264       5.63226e-07
4272       5.59028e-07
4280       5.25142e-07
4288       5.17294e-07
4296       5.63096e-07
4304       6.01951e-07
4312       6.16054e-07
4320       6.03865e-07
4328       6.05308e-07
4336       6.43264e-07
4344       6.69017e-07
4352       6.89275e-07
4360       6.85394e-07
4368       6.65859e-07
4376       6.50549e-07
4384       6.36642e-07
4392       6.18694e-07
4400       6.102e-07 
4408       6.33375e-07
4416       6.45353e-07
4424       6.39588e-07
4432       6.31899e-07
4440       6.20743e-07
4448       6.03584e-07
4456       5.95487e-07
4464       6.2269e-07
4472       6.78116e-07
4480       7.10368e-07
4488       6.97417e-07
4496       6.66942e-07
4504       6.34186e-07
4512       6.01821e-07
4520       5.68739e-07
4528       5.5674e-07
4536       5.61728e-07
4544       5.67364e-07
4552       5.70658e-07
4560       5.77859e-07
4568       5.84118e-07
4576       5.97859e-07
4584       5.90443e-07
4592       6.09055e-07
4600       6.56712e-07
4608       6.91547e-07
4616       6.87415e-07
4624       6.36385e-07
4632       5.99649e-07
4640       6.13583e-07
4648       6.43402e-07
4656       6.53292e-07
4664       6.36648e-07
4672       6.24643e-07
4680       6.3297e-07
4688       6.28466e-07
4696       6.26059e-07
4704       6.22638e-07
4712       6.12764e-07
4720       6.10846e-07
4728       6.08134e-07
4736       6.19542e-07
4744       6.26832e-07
4752       6.24563e-07
4760       6.46529e-07
4768       6.79324e-07
4776       6.51755e-07
4784       6.05572e-07
4792       5.80365e-07
4800       5.77137e-07
4808       6.06706e-07
4816       5.99196e-07
4824       5.84013e-07
4832       5.90583e-07
4840       6.06487e-07
4848       6.10786e-07
4856       6.19381e-07
4864       6.23277e-07
4872       6.23239e-07
4880       6.27123e-07
4888       6.36006e-07
4896       6.43714e-07
4904       6.5295e-07
4912       6.47345e-07
4920       6.25359e-07
4928       5.79954e-07
4936       5.45372e-07
4944       5.6439e-07
4952       5.98439e-07
4960       6.15521e-07
4968       5.94861e-07
4976       5.68511e-07
4984       5.98524e-07
4992       6.62027e-07
5000       6.90922e-07
5008       6.8415e-07
5016       6.23887e-07
5024       5.79662e-07
5032       5.72709e-07
5040       5.54211e-07
5048       5.26545e-07
5056       4.98885e-07
5064       5.14515e-07
5072       5.6872e-07
5080       6.02124e-07
5088       5.993e-07 
5096       5.9313e-07
5104       6.07798e-07
5112       6.34311e-07
5120       6.2455e-07
5128       5.89071e-07
5136       5.63103e-07
5144       5.66804e-07
5152       6.02172e-07
5160       6.10656e-07
5168       5.78606e-07
5176       5.49218e-07
5184       5.57016e-07
5192       5.92564e-07
5200       6.15187e-07
5208       6.05848e-07
5216       6.1389e-07
5224       6.37808e-07
5232       6.49762e-07
5240       6.59051e-07
5248       6.67675e-07
5256       6.71658e-07
5264       6.34736e-07
5272       5.99563e-07
5280       6.03069e-07
5288       5.89856e-07
5296       5.71333e-07
5304       5.63349e-07
5312       6.08867e-07
5320       6.59001e-07
5328       6.94452e-07
5336       7.22294e-07
5344       7.30453e-07
5352       6.91543e-07
5360       6.44033e-07
5368       6.02941e-07
5376       5.82651e-07
5384       5.62372e-07
5392       5.3949e-07
5400       5.83868e-07
5408       6.45925e-07
5416       6.83443e-07
5424       6.80061e-07
5432       6.4261e-07
