#SA  FB
0.30413     0.30398     
0.3023      0.30393     
0.30303     0.30403     
0.30409     0.30403     
0.30256     0.30389     
0.29997     0.30389     
0.30065     0.30401     
0.30062     0.30398     
0.29766     0.3039      
0.30355     0.30395     
0.30148     0.30407     
0.30442     0.30396     
0.30142     0.30395     
0.30142     0.30401     
0.30346     0.30403     
0.30239     0.30401     
0.30712     0.30392     
0.29922     0.30399     
0.303       0.30407     
0.30264     0.30407     
0.3039      0.30409     
0.30592     0.30404     
0.29708     0.30396     
0.30419     0.30413     
0.3005      0.30395     
0.30085     0.30407     
0.30026     0.30395     
0.30306     0.30407     
0.30045     0.30393     
0.30569     0.30404     
0.3077      0.30403     
0.3005      0.30412     
0.30525     0.30401     
0.29775     0.30395     
0.30624     0.30396     
0.30096     0.30416     
0.30216     0.30412     
0.30532     0.30407     
0.30065     0.30403     
0.30396     0.30392     
0.30316     0.30431     
0.30499     0.30403     
0.30229     0.30399     
0.3046      0.30413     
0.29704     0.30396     
0.30421     0.30404     
0.30064     0.3041      
0.30308     0.30401     
0.30464     0.30412     
0.30212     0.30396     
0.30331     0.30412     
0.3009      0.30401     
0.30093     0.30404     
0.30134     0.30404     
0.30322     0.30406     
0.29864     0.30395     
0.30372     0.30399     
0.30329     0.30399     
0.30312     0.3039      
0.29987     0.30392     
0.30451     0.30398     
0.30357     0.30393     
0.30491     0.30396     
0.30151     0.30398     
0.30351     0.30401     
0.30184     0.30406     
0.30123     0.30406     
0.3025      0.30415     
0.29957     0.30412     
0.30279     0.30412     
0.30012     0.30407     
0.29949     0.30409     
0.3005      0.30415     
0.30163     0.30416     
0.29922     0.3041      
0.30375     0.30416     
0.30322     0.3041      
0.30018     0.30404     
0.30366     0.30412     
0.30198     0.30412     
0.30036     0.30421     
0.30073     0.30401     
0.3025      0.30399     
0.30081     0.30412     
0.29968     0.30422     
0.29855     0.3041      
0.30541     0.30416     
0.30169     0.30418     
0.30288     0.30421     
0.30139     0.30409     
0.30451     0.30401     
0.30277     0.30431     
0.30183     0.30418     
0.30326     0.30413     
0.30085     0.30409     
0.30586     0.30422     
0.30157     0.30419     
0.30287     0.30413     
0.29908     0.30427     
0.30441     0.30399     
0.30316     0.3041      
0.29989     0.30421     
0.30003     0.30419     
0.30125     0.30418     
0.30158     0.30412     
0.30155     0.30419     
0.30222     0.30409     
0.30087     0.30407     
0.30164     0.30422     
0.29876     0.30419     
0.30334     0.30419     
0.30053     0.30419     
0.30674     0.30396     
0.30761     0.30415     
0.30186     0.30419     
0.30117     0.30421     
0.30006     0.30424     
0.30242     0.30416     
0.29905     0.30416     
0.30331     0.30401     
0.30293     0.30412     
0.30285     0.3041      
0.30009     0.30407     
0.30984     0.3041      
0.30302     0.30409     
0.30064     0.30398     
0.30317     0.30413     
0.30169     0.30425     
0.30403     0.30428     
0.30158     0.30424     
0.30489     0.30403     
0.30152     0.30407     
0.3003      0.30421     
0.3023      0.30421     
0.30079     0.30412     
0.30929     0.30422     
0.30195     0.30413     
0.30189     0.30413     
0.29945     0.30424     
0.30425     0.30422     
0.303       0.30421     
0.30457     0.30421     
0.30103     0.30421     
0.30515     0.30419     
0.30282     0.30425     
0.29675     0.30416     
0.30326     0.30413     
0.30219     0.30418     
0.30283     0.30422     
0.30343     0.30419     
0.30247     0.30415     
0.30122     0.30415     
0.30378     0.30416     
0.30387     0.30425     
0.30514     0.30416     
0.30401     0.30413     
0.29922     0.30419     
0.30625     0.30409     
0.30203     0.30418     
0.30323     0.30415     
0.30071     0.30418     
0.30232     0.3041      
0.30238     0.30406     
0.30268     0.3041      
0.3018      0.30413     
0.30238     0.30412     
0.30444     0.30421     
0.301       0.30415     
0.30377     0.30431     
0.30174     0.30419     
0.30233     0.30419     
0.30482     0.30422     
0.30523     0.30424     
0.30235     0.30403     
0.30682     0.30415     
0.30241     0.3041      
0.30297     0.30421     
0.30204     0.30424     
0.30099     0.30421     
0.301       0.30409     
0.30312     0.30409     
0.29986     0.30421     
0.30439     0.30418     
0.29948     0.30422     
0.30509     0.30415     
0.30053     0.30407     
0.30163     0.30425     
0.30055     0.30413     
0.30503     0.30421     
0.29754     0.30415     
0.29849     0.30412     
0.3014      0.30418     
0.30622     0.30419     
0.29937     0.30419     
0.30558     0.30413     
0.30061     0.30422     
0.30433     0.30412     
0.30343     0.30413     
0.30152     0.30415     
0.30398     0.30419     
0.30276     0.30421     
0.30059     0.30415     
0.30251     0.30419     
0.30045     0.30419     
0.30148     0.30419     
0.30439     0.30415     
0.29897     0.30421     
0.30065     0.30422     
0.30361     0.30424     
0.30393     0.30418     
0.30305     0.30412     
0.30207     0.30412     
0.2998      0.30421     
0.30183     0.30427     
0.3043      0.30413     
0.30155     0.30415     
0.3007      0.30421     
0.2976      0.30412     
0.30169     0.30419     
0.30111     0.30418     
0.30015     0.30416     
0.30142     0.30413     
0.30244     0.30418     
0.30316     0.30418     
0.30514     0.30421     
0.30424     0.30424     
0.30282     0.30416     
0.29981     0.30422     
0.30219     0.30401     
0.30103     0.30416     
0.30018     0.30413     
0.3023      0.30424     
0.30483     0.30418     
0.29954     0.30406     
0.30186     0.30415     
0.30348     0.30409     
0.30515     0.30415     
0.29833     0.30419     
0.30287     0.30419     
0.30694     0.30425     
0.30349     0.30412     
0.30142     0.30406     
0.29868     0.30424     
0.30464     0.30415     
0.30142     0.30421     
0.30348     0.30422     
0.30045     0.30412     
0.30522     0.30406     
0.30427     0.30421     
0.30421     0.30413     
0.29963     0.30406     
0.30145     0.30407     
0.29986     0.30418     
0.30552     0.30416     
0.30187     0.30409     
0.30363     0.30413     
0.30062     0.30404     
0.30326     0.30409     
0.29864     0.30409     
0.30525     0.30409     
0.30053     0.30416     
0.30462     0.30409     
0.30038     0.30407     
0.30279     0.30403     
0.30282     0.30404     
0.30447     0.30407     
0.30271     0.30412     
0.30305     0.30406     
0.30267     0.30404     
0.3028      0.30398     
0.30225     0.30407     
0.30361     0.30407     
0.30294     0.30409     
0.30242     0.30412     
0.30328     0.30403     
0.29598     0.3041      
0.30128     0.30404     
0.30258     0.30396     
0.30676     0.30404     
0.29862     0.30413     
0.30392     0.3041      
0.30233     0.30399     
0.30341     0.30406     
0.29997     0.30419     
0.30279     0.30409     
0.3061      0.30404     
0.2991      0.30399     
0.30419     0.30409     
0.3036      0.30404     
0.30163     0.30392     
0.3034      0.30396     
0.30428     0.30399     
0.29931     0.30406     
0.30152     0.30409     
0.30412     0.30403     
0.30422     0.30407     
0.30532     0.30395     
0.30331     0.30404     
0.29971     0.30399     
0.30056     0.30403     
0.30381     0.3041      
0.30247     0.30403     
0.30377     0.30396     
0.30264     0.30406     
0.30248     0.30407     
0.30239     0.30406     
0.30096     0.30412     
0.3023      0.30412     
0.29925     0.30407     
0.30656     0.30409     
0.29986     0.30412     
0.3034      0.3041      
0.30285     0.30401     
0.30708     0.30406     
0.30483     0.30412     
0.30088     0.30407     
0.30134     0.30401     
0.30042     0.30398     
0.30056     0.30406     
0.30276     0.30406     
0.30433     0.30404     
0.30274     0.30403     
0.30198     0.30398     
0.30631     0.3041      
0.30077     0.30395     
0.30338     0.30415     
0.30148     0.30403     
0.30052     0.30389     
0.3011      0.30406     
0.30113     0.30406     
0.30343     0.3041      
0.30552     0.30398     
0.30242     0.30403     
0.30644     0.30406     
0.30058     0.30401     
0.30232     0.3041      
0.30805     0.30403     
0.30201     0.30401     
0.30216     0.30403     
0.29922     0.30396     
0.3041      0.30406     
0.31197     0.30416     
0.30317     0.30404     
0.30378     0.30395     
0.30534     0.30403     
0.30474     0.30396     
0.30636     0.3039      
0.30258     0.30403     
0.30132     0.30398     
0.30335     0.30389     
0.30331     0.30392     
0.30621     0.30392     
0.3036      0.3039      
0.3025      0.30398     
0.29928     0.30393     
0.30714     0.30399     
0.30042     0.30389     
0.30476     0.3039      
0.30482     0.30398     
0.30398     0.30395     
0.29882     0.30387     
0.30197     0.30392     
0.30302     0.30396     
0.29562     0.30395     
0.30195     0.30384     
0.30329     0.30389     
0.30607     0.30393     
0.30207     0.30407     
0.29841     0.30399     
0.30164     0.30395     
0.29978     0.30398     
0.30399     0.3039      
0.30206     0.30398     
0.30499     0.30392     
0.3012      0.30396     
0.30305     0.30403     
0.30212     0.30398     
0.3016      0.30399     
0.29879     0.30407     
0.29801     0.30386     
0.30099     0.30398     
0.30602     0.30395     
0.3023      0.30404     
0.30274     0.30406     
0.30219     0.30398     
0.30048     0.30395     
0.30093     0.3039      
0.30407     0.30396     
0.30386     0.30399     
0.30744     0.30398     
0.3         0.30395     
0.30297     0.3039      
0.30244     0.30389     
0.30235     0.3039      
0.3101      0.30396     
0.29751     0.30398     
0.30979     0.30396     
0.30122     0.30401     
0.3046      0.30395     
0.3016      0.30396     
0.30247     0.30398     
0.30134     0.30399     
0.30122     0.30398     
0.30364     0.30393     
0.30132     0.30392     
0.30099     0.30409     
0.30615     0.30415     
0.29923     0.30403     
0.3047      0.30398     
0.30291     0.30399     
0.30657     0.30413     
0.30068     0.30403     
0.29981     0.30404     
0.29948     0.30401     
0.30227     0.30403     
0.30094     0.30416     
0.30042     0.30404     
0.30369     0.30416     
0.29997     0.30409     
0.3019      0.30398     
0.29826     0.3041      
0.30296     0.3041      
0.29995     0.30412     
0.3014      0.30419     
0.29975     0.30406     
0.30441     0.30403     
0.30279     0.30403     
0.3012      0.30409     
0.30073     0.30403     
0.30187     0.30413     
0.30377     0.30407     
0.30151     0.30403     
0.30332     0.30412     
0.30219     0.30398     
0.3003      0.30393     
0.30311     0.30407     
0.30302     0.30403     
0.30607     0.30415     
0.30525     0.30406     
0.29914     0.30399     
0.29969     0.30413     
0.30247     0.30404     
0.30381     0.30406     
0.3005      0.30406     
0.30529     0.3041      
0.30331     0.30407     
0.30396     0.30399     
0.30192     0.30418     
0.30294     0.30404     
0.30212     0.30399     
0.30325     0.30415     
0.29987     0.30409     
0.30474     0.30409     
0.30146     0.30422     
0.30554     0.30416     
0.30381     0.30395     
0.30212     0.30401     
0.29858     0.30407     
0.3028      0.30409     
0.30152     0.30409     
0.3052      0.30412     
0.30102     0.30409     
0.30427     0.30399     
0.30158     0.30407     
0.30139     0.30401     
0.30009     0.30412     
0.30189     0.30406     
0.30114     0.30412     
0.30332     0.30403     
0.30467     0.30398     
0.30061     0.30401     
0.30267     0.30406     
0.30229     0.30415     
0.30161     0.30403     
0.30377     0.30401     
0.29968     0.30404     
0.305       0.30406     
0.30808     0.30407     
0.30706     0.30403     
0.30221     0.30404     
0.30328     0.3041      
0.30146     0.30401     
0.30316     0.30413     
0.30305     0.30412     
0.30277     0.30412     
0.30007     0.30415     
0.30242     0.30413     
0.30142     0.30415     
0.30096     0.30406     
0.3021      0.30415     
0.30314     0.30401     
0.29812     0.30409     
0.30557     0.30399     
0.29943     0.30407     
0.30416     0.30412     
0.30462     0.30407     
0.30418     0.30401     
0.30131     0.30396     
0.30489     0.30403     
0.30125     0.3041      
0.30128     0.30403     
0.30314     0.30409     
0.30422     0.30398     
0.30126     0.30424     
0.30422     0.30407     
0.30386     0.30403     
0.3041      0.3041      
0.30206     0.30407     
0.30824     0.30401     
