#SA  FB
0.30119     0.30419     
0.30273     0.30404     
0.30108     0.30407     
0.29774     0.30424     
0.30549     0.30427     
0.29949     0.30418     
0.30132     0.30421     
0.30338     0.30416     
0.29804     0.3041      
0.30392     0.30419     
0.30097     0.30415     
0.30355     0.30421     
0.30206     0.30415     
0.30236     0.30416     
0.30102     0.30424     
0.30435     0.30415     
0.30279     0.30416     
0.30229     0.30398     
0.30441     0.30409     
0.30151     0.3043      
0.30268     0.30404     
0.29966     0.30403     
0.30746     0.30419     
0.30482     0.30406     
0.29963     0.30406     
0.30187     0.30416     
0.29763     0.30416     
0.30233     0.30413     
0.30099     0.30413     
0.30224     0.30419     
0.30189     0.30403     
0.30247     0.30399     
0.30212     0.3041      
0.29855     0.30407     
0.30265     0.30404     
0.30485     0.30404     
0.30308     0.30413     
0.30435     0.30427     
0.30537     0.30409     
0.30021     0.3041      
0.30428     0.30412     
0.30007     0.30409     
0.30204     0.30396     
0.30119     0.30407     
0.30129     0.30413     
0.30279     0.30406     
0.3074      0.30421     
0.30007     0.3041      
0.29972     0.30404     
0.30323     0.30418     
0.30059     0.30407     
0.29969     0.30413     
0.31242     0.30409     
0.30181     0.30415     
0.2996      0.30415     
0.30367     0.30421     
0.30349     0.30412     
0.30387     0.30413     
0.30528     0.30409     
0.30561     0.30399     
0.30332     0.30421     
0.30161     0.30398     
0.30178     0.30399     
0.30326     0.30395     
0.30201     0.30406     
0.30448     0.3041      
0.30271     0.30401     
0.30045     0.30399     
0.30155     0.30399     
0.30201     0.30399     
0.29855     0.30412     
0.30015     0.30404     
0.30229     0.30401     
0.30088     0.3041      
0.29946     0.30415     
0.30198     0.30399     
0.30247     0.30412     
0.30213     0.30404     
0.30328     0.30407     
0.30198     0.30416     
0.30508     0.30403     
0.30541     0.30401     
0.30242     0.30412     
0.30097     0.30412     
0.30346     0.30415     
0.30163     0.30406     
0.30251     0.30406     
0.30593     0.3041      
0.3036      0.30396     
0.3056      0.30407     
0.30122     0.3041      
0.30377     0.30403     
0.30192     0.30399     
0.30218     0.30404     
0.30148     0.30399     
0.30209     0.30403     
0.29914     0.30392     
0.30203     0.30389     
0.30587     0.30396     
0.29823     0.30409     
0.30259     0.30412     
0.30699     0.30418     
0.29884     0.30401     
0.30148     0.30403     
0.30409     0.30407     
0.30322     0.30407     
0.30285     0.30399     
0.30418     0.30399     
0.30711     0.30406     
0.30085     0.30401     
0.30239     0.30412     
0.30111     0.30406     
0.30526     0.30399     
0.30258     0.30406     
0.3025      0.30401     
0.30369     0.30404     
0.29849     0.30399     
0.29843     0.30393     
0.30445     0.30398     
0.30203     0.30409     
0.30128     0.30409     
0.30267     0.3041      
0.29844     0.30398     
0.30496     0.30407     
0.30326     0.30401     
0.30592     0.30409     
0.29893     0.30412     
0.3023      0.3041      
0.30142     0.30406     
0.30036     0.30412     
0.30444     0.3041      
0.30496     0.30413     
0.30027     0.30409     
0.30305     0.30409     
0.30308     0.30418     
0.30178     0.30403     
0.29542     0.30419     
0.30334     0.30413     
0.30355     0.30404     
0.29736     0.30404     
0.30062     0.30407     
0.30381     0.30418     
0.30222     0.30419     
0.30015     0.30407     
0.30392     0.30407     
0.30297     0.30406     
0.29833     0.30413     
0.30489     0.30404     
0.30387     0.30407     
0.29824     0.30406     
0.29942     0.30403     
0.3037      0.30407     
0.29946     0.3041      
0.30082     0.30407     
0.30416     0.30424     
0.30222     0.30412     
0.30377     0.30415     
0.30258     0.30412     
0.29794     0.30419     
0.30299     0.30399     
0.31318     0.30416     
0.30538     0.30409     
0.30018     0.30415     
0.30016     0.30406     
0.30029     0.30416     
0.30396     0.30404     
0.30496     0.30416     
0.30262     0.30409     
0.30419     0.30399     
0.30003     0.30387     
0.30283     0.30415     
0.30111     0.30415     
0.30407     0.30403     
0.30131     0.30413     
0.30477     0.30395     
0.29844     0.30404     
0.30522     0.30393     
0.30316     0.30395     
0.30459     0.30412     
0.30225     0.30403     
0.30363     0.30407     
0.3039      0.30396     
0.30184     0.30396     
0.30233     0.30407     
0.30877     0.3041      
0.30607     0.30395     
0.30181     0.30409     
0.30186     0.30401     
0.30201     0.30399     
0.30337     0.30407     
0.30106     0.30403     
0.29948     0.30401     
0.2983      0.30392     
0.30885     0.30392     
0.30361     0.30399     
0.30225     0.30395     
0.30026     0.30399     
0.30355     0.30404     
0.30386     0.30404     
0.30422     0.30387     
0.29966     0.30384     
0.30723     0.30404     
0.29862     0.3039      
0.30392     0.30392     
0.30682     0.30396     
0.30244     0.3039      
0.30169     0.30384     
0.30262     0.30401     
0.29876     0.30403     
0.29844     0.30406     
0.30201     0.30398     
0.30203     0.30404     
0.3002      0.30407     
0.30648     0.3041      
0.30529     0.30399     
0.30386     0.30406     
0.30248     0.3041      
0.30557     0.30398     
0.30139     0.30386     
0.30366     0.30398     
0.30134     0.30403     
0.30557     0.30398     
0.30221     0.30395     
0.30604     0.30403     
0.30314     0.30403     
0.3016      0.30398     
0.30232     0.30399     
0.30314     0.30404     
0.29951     0.30407     
0.30151     0.30406     
0.30157     0.30399     
0.30372     0.30404     
0.30779     0.3041      
0.30169     0.30399     
0.3007      0.30401     
0.30299     0.30403     
0.3081      0.30398     
0.30197     0.30403     
0.30387     0.30399     
0.30111     0.30409     
0.30273     0.30398     
0.30697     0.30396     
0.30428     0.30395     
0.30122     0.30392     
0.30343     0.30395     
0.30393     0.30393     
0.30262     0.30396     
0.30169     0.30398     
0.30671     0.30396     
0.30164     0.3041      
0.30406     0.30403     
0.30103     0.30399     
0.3027      0.30389     
0.30288     0.30396     
0.29978     0.30401     
0.30225     0.30403     
0.30493     0.3039      
0.30348     0.30406     
0.30526     0.30403     
0.30058     0.30396     
0.30525     0.30398     
0.30662     0.30406     
0.30219     0.30407     
0.30287     0.30395     
0.30355     0.30396     
0.29899     0.30403     
0.30218     0.30399     
0.30433     0.30403     
0.29994     0.30383     
0.30015     0.30399     
0.30506     0.30389     
0.29786     0.30401     
0.30047     0.30395     
0.3047      0.30392     
0.30004     0.3039      
0.30442     0.30389     
0.30761     0.3041      
0.30174     0.30389     
0.30692     0.30384     
0.30282     0.30407     
0.30264     0.30381     
0.30607     0.30383     
0.30518     0.30398     
0.29846     0.30381     
0.30312     0.30392     
0.30406     0.30396     
0.30399     0.30389     
0.30219     0.30381     
0.29611     0.30395     
0.30146     0.30395     
0.30425     0.30404     
0.3034      0.30378     
0.30619     0.30389     
0.30349     0.30395     
0.30406     0.30387     
0.3057      0.3039      
0.3032      0.30389     
0.30201     0.30396     
0.30894     0.30404     
0.29934     0.30396     
0.30035     0.30396     
0.30647     0.30403     
0.30093     0.30399     
0.30052     0.30398     
0.30486     0.30395     
0.30329     0.30393     
0.30355     0.30398     
0.30198     0.30389     
0.30168     0.30407     
0.30377     0.30396     
0.30012     0.30393     
0.30703     0.30404     
0.30134     0.30396     
0.30305     0.30409     
0.30103     0.30401     
0.30215     0.30409     
0.30152     0.30399     
0.30447     0.30393     
0.30406     0.30404     
0.30169     0.30404     
0.30444     0.30403     
0.30297     0.30412     
0.29829     0.30416     
0.30392     0.30399     
0.3032      0.30421     
0.30024     0.30413     
0.29899     0.3041      
0.30166     0.30409     
0.30329     0.30419     
0.30154     0.30407     
0.29931     0.3041      
0.30218     0.30404     
0.30348     0.30416     
0.30006     0.30412     
0.29939     0.30409     
0.30325     0.30409     
0.3074      0.3041      
0.29984     0.30401     
0.30077     0.30406     
0.30122     0.30403     
0.30184     0.30409     
0.30073     0.30413     
