# Freq.    Re    Im
0.999987   -0.467835  -0.010218 
1.00576    -0.468196  -0.00976522
1.01157    -0.468556  -0.00931171
1.01741    -0.468917  -0.00885751
1.02328    -0.469277  -0.00840261
1.02919    -0.469637  -0.00794702
1.03513    -0.469997  -0.00749073
1.0411     -0.470356  -0.00703375
1.04712    -0.470716  -0.00657607
1.05316    -0.471075  -0.00611769
1.05924    -0.471434  -0.00565863
1.06536    -0.471887  -0.00553856
1.07151    -0.472341  -0.00541825
1.07769    -0.472795  -0.00529771
1.08391    -0.473249  -0.00517693
1.09017    -0.473704  -0.00505592
1.09646    -0.474159  -0.00493467
1.10279    -0.474614  -0.00481318
1.10916    -0.47507   -0.00469145
1.11556    -0.475526  -0.00456949
1.122      -0.475983  -0.00444724
1.12848    -0.47547   -0.00466572
1.135      -0.474957  -0.00488372
1.14155    -0.474445  -0.00510124
1.14814    -0.473933  -0.0053183
1.15477    -0.473421  -0.00553488
1.16143    -0.47291   -0.00575099
1.16814    -0.472399  -0.00596662
1.17488    -0.471889  -0.00618179
1.18167    -0.47138   -0.00639648
1.18849    -0.470872  -0.00661088
1.19535    -0.470874  -0.00672925
1.20225    -0.470877  -0.00684761
1.20919    -0.47088   -0.00696599
1.21617    -0.470882  -0.00708436
1.22319    -0.470885  -0.00720273
1.23025    -0.470888  -0.00732111
1.23736    -0.47089   -0.00743948
1.2445     -0.470892  -0.00755786
1.25168    -0.470895  -0.00767625
1.25891    -0.470898  -0.00779465
1.26618    -0.470909  -0.00790756
1.27349    -0.47092   -0.00802048
1.28084    -0.470931  -0.00813341
1.28823    -0.470942  -0.00824633
1.29567    -0.470952  -0.00835926
1.30315    -0.470963  -0.00847221
1.31067    -0.470974  -0.00858515
1.31824    -0.470984  -0.0086981
1.32585    -0.470995  -0.00881105
1.3335     -0.471006  -0.00892392
1.3412     -0.47099   -0.00899199
1.34895    -0.470973  -0.00906006
1.35673    -0.470956  -0.00912812
1.36457    -0.470939  -0.00919617
1.37244    -0.470922  -0.00926422
1.38037    -0.470905  -0.00933226
1.38834    -0.470888  -0.00940031
1.39635    -0.470871  -0.00946834
1.40441    -0.470854  -0.00953637
1.41252    -0.470839  -0.00960438
1.42067    -0.470785  -0.00969269
1.42888    -0.470731  -0.00978098
1.43712    -0.470678  -0.00986925
1.44542    -0.470624  -0.00995751
1.45377    -0.47057   -0.0100457
1.46216    -0.470517  -0.0101339
1.4706     -0.470463  -0.0102221
1.47909    -0.470409  -0.0103103
1.48763    -0.470355  -0.0103985
1.49622    -0.470303  -0.0104868
1.50485    -0.470331  -0.0105942
1.51354    -0.470359  -0.0107016
1.52228    -0.470387  -0.010809 
1.53107    -0.470415  -0.0109164
1.53991    -0.470443  -0.0110239
1.5488     -0.470471  -0.0111313
1.55774    -0.470498  -0.0112388
1.56673    -0.470526  -0.0113463
1.57578    -0.470554  -0.0114537
1.58487    -0.470582  -0.0115613
1.59402    -0.470556  -0.0116647
1.60322    -0.470531  -0.011768 
1.61248    -0.470506  -0.0118714
1.62179    -0.47048   -0.0119748
1.63115    -0.470455  -0.0120781
1.64057    -0.470429  -0.0121815
1.65004    -0.470403  -0.0122848
1.65957    -0.470378  -0.0123881
1.66915    -0.470352  -0.0124914
1.67878    -0.470328  -0.0125947
1.68847    -0.470268  -0.0128381
1.69822    -0.470209  -0.0130814
1.70803    -0.470149  -0.0133247
1.71789    -0.470089  -0.0135679
1.7278     -0.470029  -0.013811 
1.73778    -0.469969  -0.0140541
1.74781    -0.469909  -0.0142972
1.7579     -0.469848  -0.0145401
1.76805    -0.469788  -0.0147831
1.77826    -0.469727  -0.015026 
1.78852    -0.469768  -0.0150248
1.79885    -0.469809  -0.0150236
1.80923    -0.46985   -0.0150224
1.81968    -0.469892  -0.0150213
1.83018    -0.469933  -0.0150201
1.84075    -0.469974  -0.0150189
1.85137    -0.470015  -0.0150177
1.86206    -0.470056  -0.0150166
1.87281    -0.470098  -0.0150154
1.88362    -0.470138  -0.0150141
1.8945     -0.469924  -0.0148973
1.90544    -0.469709  -0.0147805
1.91644    -0.469495  -0.0146638
1.9275     -0.46928   -0.0145473
1.93863    -0.469066  -0.0144308
1.94982    -0.468852  -0.0143144
1.96108    -0.468637  -0.0141982
1.9724     -0.468423  -0.0140821
1.98378    -0.468209  -0.013966 
1.99524    -0.467996  -0.0138501
2.00675    -0.468223  -0.0141898
2.01834    -0.468451  -0.0145299
2.02999    -0.468678  -0.0148704
2.04171    -0.468905  -0.0152111
2.0535     -0.469131  -0.0155522
2.06535    -0.469358  -0.0158937
2.07728    -0.469585  -0.0162354
2.08927    -0.469811  -0.0165775
2.10133    -0.470038  -0.01692  
2.11346    -0.470264  -0.0172628
2.12566    -0.470235  -0.0174734
2.13793    -0.470207  -0.017684 
2.15028    -0.470179  -0.0178945
2.16269    -0.470151  -0.0181051
2.17518    -0.470122  -0.0183156
2.18773    -0.470093  -0.018526 
2.20036    -0.470065  -0.0187365
2.21307    -0.470036  -0.0189469
2.22584    -0.470007  -0.0191573
2.23869    -0.469978  -0.0193675
2.25162    -0.470029  -0.0191266
2.26461    -0.470081  -0.0188857
2.27769    -0.470132  -0.0186448
2.29084    -0.470183  -0.0184037
2.30406    -0.470234  -0.0181626
