SA values pre & post freq 100000 Hz Num 1:  0.298807  0.298227
SA values pre & post freq 10000 Hz Num 1:  0.301065  0.295572
SA values pre & post freq 1000 Hz Num 1:  0.294977  0.297647
SA values pre & post freq 100 Hz Num 1:  0.294809  0.295907
SA values pre & post freq 100000 Hz Num 1:  0.305795  0.305368
SA values pre & post freq 10000 Hz Num 1:  0.304696  0.307473
SA values pre & post freq 1000 Hz Num 1:  0.305688  0.308191
SA values pre & post freq 100 Hz Num 1:  0.307824  0.309366
SA values pre & post freq 100000 Hz Num 1:  0.295205  0.298333
SA values pre & post freq 10000 Hz Num 1:  0.298135  0.298578
SA values pre & post freq 1000 Hz Num 1:  0.29606  0.29548
SA values pre & post freq 100 Hz Num 1:  0.297525  0.590142
SA values pre & post freq 100 Hz Num 2:  0.300683  0.442529
SA values pre & post freq 100 Hz Num 3:  0.296945  0.295144
SA failed to stabilize during 3 attempts for freq 100 Hz. Continuing acquisition.
SA values pre & post freq 100000 Hz Num 1:  0.298135  0.299051
SA values pre & post freq 10000 Hz Num 1:  0.300042  0.297052
SA values pre & post freq 1000 Hz Num 1:  0.298074  0.298578
SA values pre & post freq 100 Hz Num 1:  0.295831  0.590371
SA values pre & post freq 100 Hz Num 2:  0.29667  0.302301
SA values pre & post freq 100000 Hz Num 1:  0.29899  0.298974
SA values pre & post freq 10000 Hz Num 1:  0.299341  0.298913
SA values pre & post freq 1000 Hz Num 1:  0.29928  0.298776
SA values pre & post freq 100 Hz Num 1:  0.299447  0.278024
SA values pre & post freq 100 Hz Num 2:  0.298883  0.299096
SA values pre & post freq 100000 Hz Num 1:  0.29928  0.298837
SA values pre & post freq 10000 Hz Num 1:  0.29899  0.298974
SA values pre & post freq 1000 Hz Num 1:  0.29931  0.298715
SA values pre & post freq 100 Hz Num 1:  0.298898  0.298868
SA values pre & post freq 100000 Hz Num 1:  0.299402  0.299112
SA values pre & post freq 10000 Hz Num 1:  0.29931  0.298959
SA values pre & post freq 1000 Hz Num 1:  0.299569  0.298898
SA values pre & post freq 100 Hz Num 1:  0.299264  0.298807
SA values pre & post freq 100000 Hz Num 1:  0.299127  0.298837
SA values pre & post freq 10000 Hz Num 1:  0.299112  0.298944
SA values pre & post freq 1000 Hz Num 1:  0.299081  0.29902
SA values pre & post freq 100 Hz Num 1:  0.298684  0.29899
