# Freq.    Re    Im
0.999987   0.542932   0.0104982 
1.01448    0.542491   0.0107873 
1.02919    0.54205    0.0110759 
1.04411    0.54161    0.0113641 
1.05924    0.541169   0.0116518 
1.07459    0.54073    0.011939  
1.09017    0.5407     0.0122956 
1.10597    0.54067    0.0126521 
1.122      0.54064    0.0130086 
1.13827    0.54061    0.013365  
1.15477    0.54058    0.0137214 
1.17151    0.540523   0.0140716 
1.18849    0.540467   0.0144217 
1.20571    0.54041    0.0147717 
1.22319    0.540353   0.0151217 
1.24092    0.540296   0.0154716 
1.25891    0.540283   0.0157852 
1.27716    0.540271   0.0160987 
1.29567    0.540258   0.0164123 
1.31445    0.540245   0.0167258 
1.3335     0.540232   0.0170394 
1.35283    0.540177   0.0174022 
1.37244    0.540123   0.017765  
1.39234    0.540068   0.0181277 
1.41252    0.540013   0.0184904 
1.43299    0.539958   0.018853  
1.45377    0.539968   0.0192639 
1.47484    0.539977   0.0196749 
1.49622    0.539986   0.0200859 
1.5179     0.539995   0.0204969 
1.53991    0.540003   0.020908  
1.56223    0.53994    0.0213756 
1.58487    0.539877   0.021843  
1.60785    0.539813   0.0223104 
1.63115    0.539748   0.0227777 
1.6548     0.539684   0.0232449 
1.67878    0.539693   0.0236629 
1.70312    0.539701   0.0240811 
1.7278     0.53971    0.0244992 
1.75285    0.539717   0.0249174 
1.77826    0.539726   0.0253356 
1.80403    0.539698   0.0258244 
1.83018    0.539669   0.0263131 
1.85671    0.53964    0.0268018 
1.88362    0.539611   0.0272905 
1.91093    0.539581   0.0277792 
1.93863    0.539543   0.0282728 
1.96673    0.539504   0.0287663 
1.99524    0.539465   0.0292598 
2.02416    0.539426   0.0297532 
2.0535     0.539386   0.0302466 
2.08326    0.539908   0.0306147 
2.11346    0.54043    0.0309834 
2.1441     0.540952   0.0313529 
2.17518    0.541475   0.031723  
2.20671    0.541998   0.0320939 
2.23869    0.541465   0.0327987 
2.27114    0.540932   0.0335023 
2.30406    0.540398   0.0342045 
2.33746    0.539864   0.0349053 
2.37134    0.53933    0.0356048 
2.40572    0.539323   0.0362118 
2.44059    0.539314   0.0368189 
2.47596    0.539305   0.0374259 
2.51185    0.539295   0.038033  
2.54826    0.539285   0.0386401 
2.5852     0.539286   0.0392674 
2.62267    0.539287   0.0398947 
2.66069    0.539287   0.0405221 
2.69926    0.539285   0.0411496 
2.73838    0.539284   0.0417771 
2.77808    0.539259   0.0424311 
2.81835    0.539233   0.0430851 
2.8592     0.539206   0.0437392 
2.90064    0.539178   0.0443932 
2.94269    0.539149   0.0450472 
2.98534    0.539109   0.0457969 
3.02862    0.539068   0.0465467 
3.07252    0.539027   0.0472964 
3.11705    0.538984   0.0480461 
3.16224    0.538939   0.0487958 
3.20807    0.538962   0.0496164 
3.25458    0.538983   0.0504371 
3.30175    0.539003   0.0512581 
3.34961    0.539022   0.0520792 
3.39816    0.53904    0.0529005 
3.44742    0.53907    0.053749  
3.49739    0.539099   0.0545977 
3.54809    0.539126   0.0554466 
3.59952    0.539152   0.0562957 
3.65169    0.539176   0.0571451 
3.70463    0.539177   0.0579699 
3.75833    0.539177   0.0587949 
3.8128     0.539175   0.0596201 
3.86807    0.539172   0.0604454 
3.92414    0.539168   0.0612708 
3.98102    0.538184   0.0609748 
4.03873    0.537202   0.0606798 
4.09727    0.536221   0.0603856 
4.15666    0.535243   0.0600923 
4.21691    0.534266   0.0598    
4.27804    0.535204   0.0624899 
4.34005    0.536133   0.0651905 
4.40296    0.53705    0.0679018 
4.46678    0.537956   0.0706236 
4.53153    0.538851   0.073356  
4.59721    0.538822   0.0740837 
4.66385    0.538793   0.0748116 
4.73145    0.538762   0.0755394 
4.80004    0.53873    0.0762673 
4.86961    0.538698   0.0769954 
4.9402     0.538543   0.0781308 
5.01181    0.538386   0.079266  
5.08446    0.538226   0.0804008 
5.15816    0.538064   0.0815354 
5.23292    0.537901   0.0826697 
5.30878    0.538134   0.0839781 
5.38573    0.538365   0.0852882 
5.4638     0.538593   0.0865999 
5.54299    0.538818   0.0879131 
5.62334    0.53904    0.0892279 
5.70485    0.53905    0.090566  
5.78755    0.539058   0.0919048 
5.87144    0.539062   0.0932442 
5.95654    0.539062   0.0945841 
6.04289    0.53906    0.0959246 
6.13048    0.539007   0.0973758 
6.21934    0.53895    0.0988275 
6.30949    0.53889    0.100279  
6.40095    0.538826   0.101732  
6.49373    0.538758   0.103185  
6.58786    0.538789   0.1047    
6.68335    0.538815   0.106216  
6.78023    0.538838   0.107733  
6.87851    0.538856   0.109251  
6.97822    0.538871   0.11077   
7.07937    0.538922   0.11245   
7.18198    0.538968   0.114131  
7.28609    0.539008   0.115813  
7.3917     0.539044   0.117497  
7.49885    0.539075   0.119182  
7.60754    0.539032   0.121027  
7.71782    0.538983   0.122872  
7.82969    0.538928   0.124719  
7.94318    0.538867   0.126566  
8.05832    0.5388     0.128415  
8.17513    0.538802   0.13024   
8.29363    0.538799   0.132066  
8.41384    0.538789   0.133894  
8.5358     0.538774   0.135724  
8.65953    0.538753   0.137554  
8.78505    0.537409   0.140593  
8.91239    0.536048   0.14362   
9.04158    0.534671   0.146637  
9.17264    0.533278   0.149642  
9.3056     0.531867   0.152636  
9.44049    0.53318    0.153814  
