#SA  FB
0.30175     0.30403     
0.30328     0.30401     
0.30111     0.30396     
0.30268     0.30409     
0.30151     0.30401     
0.30438     0.3041      
0.30251     0.30392     
0.30314     0.30398     
0.30105     0.3041      
0.29969     0.30406     
0.30236     0.30404     
0.30374     0.30403     
0.29981     0.30401     
0.30096     0.30416     
0.30154     0.3041      
0.30003     0.30407     
0.30375     0.30404     
0.30258     0.30409     
0.30276     0.30401     
0.30657     0.30401     
0.30403     0.3039      
0.30265     0.30404     
0.30367     0.30399     
0.30535     0.30395     
0.30232     0.30396     
0.29963     0.30404     
0.30372     0.30406     
0.30316     0.30399     
0.3023      0.3039      
0.30558     0.30407     
0.30129     0.30401     
0.29649     0.30399     
0.30209     0.30399     
0.30131     0.30389     
0.30515     0.30403     
0.29951     0.30396     
0.29843     0.30403     
0.30401     0.30409     
0.30387     0.3041      
0.30102     0.30399     
0.299       0.30407     
0.30244     0.30412     
0.30718     0.30399     
0.30064     0.30407     
0.29871     0.30406     
0.30435     0.30406     
0.30296     0.30409     
0.30149     0.30413     
0.299       0.30416     
0.30935     0.30401     
0.30097     0.3041      
0.30253     0.30407     
0.30016     0.30403     
0.29971     0.30409     
0.30364     0.30418     
0.30157     0.30407     
0.29807     0.30412     
0.30207     0.30404     
0.30476     0.30407     
0.30323     0.3041      
0.29992     0.30415     
0.30264     0.30412     
0.30239     0.30406     
0.30161     0.30418     
0.30325     0.3041      
0.30334     0.30393     
0.29948     0.30416     
0.3023      0.30413     
0.30168     0.30395     
0.30637     0.30401     
0.30032     0.30409     
0.30503     0.30399     
0.30142     0.30413     
0.30233     0.30403     
0.30241     0.30404     
0.30319     0.30393     
0.30218     0.30386     
0.3005      0.30401     
0.30673     0.30401     
0.30029     0.30404     
0.30032     0.30413     
0.30305     0.30418     
0.30239     0.30401     
0.30232     0.30395     
0.30035     0.30398     
0.30448     0.30407     
0.30074     0.30392     
0.30009     0.30415     
0.30712     0.30419     
0.30026     0.30396     
0.30464     0.30406     
0.30023     0.30398     
0.303       0.30412     
0.30161     0.30399     
0.3029      0.30403     
0.30209     0.30407     
0.30351     0.30422     
0.30087     0.30406     
0.30195     0.30407     
0.3047      0.30418     
0.30206     0.30412     
0.29879     0.30422     
0.3012      0.30413     
0.30258     0.30416     
0.30439     0.3041      
0.30232     0.30399     
0.30792     0.30407     
0.30306     0.30409     
0.30113     0.30412     
0.3021      0.30401     
0.3019      0.3041      
0.30111     0.30409     
0.30494     0.30409     
0.3019      0.30413     
0.30297     0.30418     
0.30218     0.30407     
0.29684     0.3039      
0.29551     0.30412     
0.30312     0.30409     
0.30128     0.30418     
0.30076     0.30401     
0.302       0.30396     
0.30131     0.30404     
0.2992      0.30415     
0.30082     0.30407     
0.30216     0.30418     
0.29958     0.30412     
0.30717     0.30415     
0.29946     0.30416     
0.30296     0.30409     
0.30378     0.30404     
0.30337     0.30413     
0.30004     0.30398     
0.30225     0.30424     
0.30319     0.30398     
0.30059     0.30406     
0.30242     0.30415     
0.3039      0.30404     
0.30459     0.30407     
0.30346     0.30416     
0.30164     0.30407     
0.30236     0.30409     
0.30392     0.30419     
0.30384     0.30406     
0.30084     0.30413     
0.30096     0.30412     
0.30312     0.30412     
0.30163     0.30404     
0.29797     0.30409     
0.3018      0.3041      
0.30605     0.30404     
0.30215     0.30409     
0.30229     0.3039      
0.29717     0.30409     
0.30378     0.30404     
0.30439     0.30399     
0.30158     0.30403     
0.29975     0.30398     
0.3039      0.30398     
0.30444     0.30409     
0.30163     0.30412     
0.30239     0.30404     
0.30285     0.30401     
0.30218     0.30399     
0.30509     0.30407     
0.30363     0.30409     
0.30329     0.30406     
0.30392     0.30399     
0.30007     0.3041      
0.3052      0.30413     
0.3002      0.30399     
0.30026     0.30412     
0.30082     0.3041      
0.30058     0.30419     
0.30348     0.30412     
0.30355     0.30407     
0.30262     0.30403     
0.30119     0.30416     
0.30032     0.30403     
0.30489     0.30406     
0.30276     0.30428     
0.30137     0.30422     
0.30163     0.30406     
0.30386     0.30404     
0.29957     0.30415     
0.30106     0.30401     
0.30436     0.30403     
0.30778     0.30406     
0.30128     0.30404     
0.29904     0.30403     
0.30254     0.30407     
0.30392     0.30413     
0.30244     0.30403     
0.30163     0.30403     
0.30123     0.30407     
0.30161     0.30422     
0.3025      0.30409     
0.30067     0.30412     
0.30132     0.30413     
0.30227     0.30418     
0.30186     0.30422     
0.30238     0.30406     
0.30192     0.30407     
0.30245     0.3041      
0.30168     0.30419     
0.29856     0.30407     
0.30355     0.30418     
0.30364     0.30419     
