# Freq.    Re    Im
0.999987   -0.64217   0.00147676
1.00576    -0.641614  0.000489447
1.01157    -0.641056  -0.000496152
1.01741    -0.640497  -0.00148004
1.02328    -0.639938  -0.00246221
1.02919    -0.639377  -0.00344267
1.03513    -0.638815  -0.00442141
1.0411     -0.638252  -0.00539844
1.04712    -0.637689  -0.00637375
1.05316    -0.637124  -0.00734735
1.05924    -0.636559  -0.0083192
1.06536    -0.636536  -0.0084478
1.07151    -0.636512  -0.00857638
1.07769    -0.636488  -0.00870496
1.08391    -0.636465  -0.00883352
1.09017    -0.636441  -0.00896207
1.09646    -0.636418  -0.00909061
1.10279    -0.636394  -0.00921915
1.10916    -0.63637   -0.00934768
1.11556    -0.636347  -0.0094762
1.122      -0.636323  -0.00960474
1.12848    -0.636117  -0.00980157
1.135      -0.635911  -0.00999827
1.14155    -0.635706  -0.0101949
1.14814    -0.6355    -0.0103913
1.15477    -0.635294  -0.0105876
1.16143    -0.635088  -0.0107838
1.16814    -0.634883  -0.0109799
1.17488    -0.634677  -0.0111758
1.18167    -0.634471  -0.0113716
1.18849    -0.634265  -0.0115673
1.19535    -0.634657  -0.011612 
1.20225    -0.63505   -0.0116568
1.20919    -0.635442  -0.0117016
1.21617    -0.635835  -0.0117465
1.22319    -0.636228  -0.0117914
1.23025    -0.636622  -0.0118364
1.23736    -0.637015  -0.0118814
1.2445     -0.637409  -0.0119265
1.25168    -0.637803  -0.0119717
1.25891    -0.638199  -0.0120167
1.26618    -0.637957  -0.0121062
1.27349    -0.637714  -0.0121956
1.28084    -0.637472  -0.012285 
1.28823    -0.63723   -0.0123743
1.29567    -0.636988  -0.0124635
1.30315    -0.636745  -0.0125526
1.31067    -0.636503  -0.0126417
1.31824    -0.636261  -0.0127307
1.32585    -0.636019  -0.0128197
1.3335     -0.63578   -0.0129086
1.3412     -0.635798  -0.0135361
1.34895    -0.635817  -0.0141637
1.35673    -0.635834  -0.0147913
1.36457    -0.635851  -0.015419 
1.37244    -0.635868  -0.0160467
1.38037    -0.635884  -0.0166745
1.38834    -0.635899  -0.0173023
1.39635    -0.635913  -0.0179301
1.40441    -0.635927  -0.0185581
1.41252    -0.63594   -0.0191861
1.42067    -0.635792  -0.0194986
1.42888    -0.635644  -0.019811 
1.43712    -0.635496  -0.0201233
1.44542    -0.635348  -0.0204354
1.45377    -0.635199  -0.0207474
1.46216    -0.635051  -0.0210592
1.4706     -0.634902  -0.0213709
1.47909    -0.634753  -0.0216825
1.48763    -0.634604  -0.0219939
1.49622    -0.634455  -0.0223052
1.50485    -0.634667  -0.0223553
1.51354    -0.634879  -0.0224056
1.52228    -0.635091  -0.0224558
1.53107    -0.635304  -0.0225061
1.53991    -0.635516  -0.0225564
1.5488     -0.635729  -0.0226067
1.55774    -0.635941  -0.0226571
1.56673    -0.636154  -0.0227075
1.57578    -0.636366  -0.0227579
1.58487    -0.636581  -0.0228085
1.59402    -0.636115  -0.0225463
1.60322    -0.63565   -0.0222844
1.61248    -0.635184  -0.0220229
1.62179    -0.63472   -0.0217617
1.63115    -0.634255  -0.021501 
1.64057    -0.633791  -0.0212406
1.65004    -0.633327  -0.0209806
1.65957    -0.632863  -0.0207209
1.66915    -0.632399  -0.0204617
1.67878    -0.631936  -0.0202025
1.68847    -0.632369  -0.0202047
1.69822    -0.632801  -0.0202068
1.70803    -0.633235  -0.020209 
1.71789    -0.633668  -0.0202111
1.7278     -0.634102  -0.0202132
1.73778    -0.634536  -0.0202153
1.74781    -0.63497   -0.0202174
1.7579     -0.635405  -0.0202195
1.76805    -0.63584   -0.0202216
1.77826    -0.636276  -0.0202238
1.78852    -0.636441  -0.0195358
1.79885    -0.636604  -0.0188476
1.80923    -0.636768  -0.018159 
1.81968    -0.63693   -0.0174701
1.83018    -0.637092  -0.0167808
1.84075    -0.637253  -0.0160913
1.85137    -0.637414  -0.0154013
1.86206    -0.637573  -0.0147111
1.87281    -0.637732  -0.0140205
1.88362    -0.637891  -0.0133296
1.8945     -0.637713  -0.0143949
1.90544    -0.637534  -0.0154597
1.91644    -0.637353  -0.0165239
1.9275     -0.63717   -0.0175876
1.93863    -0.636986  -0.0186506
1.94982    -0.6368    -0.0197131
1.96108    -0.636612  -0.0207751
1.9724     -0.636423  -0.0218365
1.98378    -0.636231  -0.0228973
1.99524    -0.636038  -0.0239576
2.00675    -0.636194  -0.0237304
2.01834    -0.63635   -0.0235031
2.02999    -0.636506  -0.0232757
2.04171    -0.636662  -0.0230482
2.0535     -0.636818  -0.0228205
2.06535    -0.636973  -0.0225928
2.07728    -0.637129  -0.0223649
2.08927    -0.637285  -0.022137 
2.10133    -0.63744   -0.0219089
2.11346    -0.637597  -0.0216807
2.12566    -0.637381  -0.0222473
2.13793    -0.637166  -0.0228136
2.15028    -0.63695   -0.0233794
2.16269    -0.636734  -0.0239449
2.17518    -0.636517  -0.0245101
2.18773    -0.6363    -0.0250748
2.20036    -0.636082  -0.0256392
2.21307    -0.635864  -0.0262033
2.22584    -0.635645  -0.0267669
2.23869    -0.635426  -0.0273302
2.25162    -0.635316  -0.0277639
2.26461    -0.635205  -0.0281975
2.27769    -0.635094  -0.0286309
2.29084    -0.634983  -0.0290642
2.30406    -0.634871  -0.0294973
2.31736    -0.63476   -0.0299304
2.33074    -0.634648  -0.0303632
2.3442     -0.634535  -0.030796 
2.35773    -0.634422  -0.0312285
2.37134    -0.634309  -0.0316611
2.38503    -0.63443   -0.0316073
2.3988     -0.634551  -0.0315536
2.41265    -0.634672  -0.0314999
2.42658    -0.634793  -0.0314461
2.44059    -0.634913  -0.0313923
2.45468    -0.635034  -0.0313385
2.46885    -0.635155  -0.0312846
2.4831     -0.635276  -0.0312308
2.49744    -0.635397  -0.0311769
2.51185    -0.635521  -0.0311231
2.52635    -0.635505  -0.0313956
2.54094    -0.63549   -0.0316682
2.55561    -0.635474  -0.0319407
2.57036    -0.635458  -0.0322132
2.5852     -0.635442  -0.0324857
2.60013    -0.635426  -0.0327582
2.61514    -0.63541   -0.0330307
2.63023    -0.635394  -0.0333032
2.64542    -0.635378  -0.0335757
2.66069    -0.635361  -0.0338483
2.67605    -0.63538   -0.0341236
2.6915     -0.635399  -0.034399 
2.70704    -0.635418  -0.0346744
2.72267    -0.635436  -0.0349498
2.73838    -0.635455  -0.0352253
2.75419    -0.635474  -0.0355007
2.77009    -0.635492  -0.0357762
2.78608    -0.63551   -0.0360517
2.80217    -0.635528  -0.0363272
2.81835    -0.635546  -0.0366028
2.83462    -0.635678  -0.0365027
2.85098    -0.635809  -0.0364027
2.86744    -0.63594   -0.0363025
2.88399    -0.636071  -0.0362024
2.90064    -0.636203  -0.0361022
2.91739    -0.636334  -0.0360019
2.93423    -0.636465  -0.0359016
2.95117    -0.636597  -0.0358013
2.96821    -0.636728  -0.0357009
2.98534    -0.63686   -0.0356006
3.00258    -0.636864  -0.0358073
3.01991    -0.636868  -0.0360139
3.03735    -0.636872  -0.0362206
3.05488    -0.636876  -0.0364273
3.07252    -0.63688   -0.036634 
3.09025    -0.636884  -0.0368407
3.10809    -0.636888  -0.0370474
3.12604    -0.636892  -0.0372541
3.14408    -0.636896  -0.0374608
3.16224    -0.636901  -0.0376674
3.18049    -0.636801  -0.0382227
3.19885    -0.6367    -0.038778 
3.21732    -0.636598  -0.0393331
3.23589    -0.636496  -0.0398881
3.25457    -0.636394  -0.0404429
3.27336    -0.636291  -0.0409975
3.29226    -0.636187  -0.041552 
3.31127    -0.636084  -0.0421064
3.33038    -0.635979  -0.0426606
3.34961    -0.635874  -0.0432148
3.36895    -0.635849  -0.0434898
3.3884     -0.635824  -0.0437647
3.40796    -0.635799  -0.0440397
3.42763    -0.635774  -0.0443146
3.44742    -0.635749  -0.0445895
3.46732    -0.635723  -0.0448644
3.48734    -0.635698  -0.0451393
3.50747    -0.635672  -0.0454141
3.52772    -0.635647  -0.045689 
3.54809    -0.635621  -0.0459638
3.56857    -0.635472  -0.0459478
3.58917    -0.635323  -0.0459317
3.60989    -0.635174  -0.0459157
3.63073    -0.635025  -0.0458997
3.65169    -0.634876  -0.0458838
3.67277    -0.634727  -0.0458678
3.69398    -0.634579  -0.0458518
3.7153     -0.63443   -0.0458358
3.73675    -0.634282  -0.0458198
3.75832    -0.634134  -0.0458039
3.78002    -0.634094  -0.0463199
3.80184    -0.634055  -0.0468359
3.82379    -0.634015  -0.0473518
3.84587    -0.633975  -0.0478677
3.86807    -0.633934  -0.0483836
3.8904     -0.633893  -0.0488994
3.91286    -0.633852  -0.0494153
3.93545    -0.63381   -0.049931 
3.95817    -0.633768  -0.0504468
3.98102    -0.633725  -0.0509623
4.004      -0.633998  -0.0514011
4.02712    -0.63427   -0.0518403
4.05037    -0.634543  -0.0522798
4.07375    -0.634815  -0.0527198
4.09727    -0.635087  -0.0531601
4.12092    -0.635359  -0.0536008
4.14471    -0.63563   -0.0540419
4.16864    -0.635902  -0.0544834
4.1927     -0.636173  -0.0549253
4.21691    -0.636444  -0.0553676
4.24125    -0.636371  -0.0556338
4.26574    -0.636298  -0.0558999
4.29036    -0.636225  -0.056166 
4.31513    -0.636151  -0.0564321
4.34004    -0.636078  -0.056698 
4.3651     -0.636004  -0.056964 
4.3903     -0.63593   -0.0572298
4.41564    -0.635857  -0.0574957
4.44114    -0.635783  -0.0577614
4.46678    -0.63571   -0.0580275
4.49256    -0.635758  -0.0584012
4.5185     -0.635807  -0.058775 
4.54458    -0.635855  -0.0591489
4.57082    -0.635902  -0.0595229
