#SA  FB
0.30314     0.30377     
0.30544     0.30377     
0.30424     0.30363     
0.30395     0.3038      
0.30122     0.30364     
0.29911     0.30375     
0.30233     0.30384     
0.30378     0.30367     
0.30448     0.30381     
0.3036      0.30372     
0.3001      0.30364     
0.30352     0.30367     
0.30656     0.30372     
0.30096     0.30377     
0.30435     0.3038      
0.30364     0.3037      
0.30543     0.30375     
0.299       0.30375     
0.3093      0.30377     
0.30215     0.30375     
0.30274     0.3037      
0.30053     0.30369     
0.29965     0.30383     
0.30396     0.30381     
0.30303     0.30381     
0.30164     0.30367     
0.30087     0.30374     
0.30119     0.30375     
0.30316     0.30383     
0.30299     0.30375     
0.30576     0.30372     
0.30323     0.30375     
0.30398     0.30367     
0.30354     0.3037      
0.30444     0.30363     
0.30041     0.30366     
0.30143     0.30378     
0.30238     0.3038      
0.29882     0.30369     
0.30151     0.3038      
0.30491     0.30369     
0.30303     0.30378     
0.30143     0.30377     
0.29968     0.30375     
0.30184     0.30377     
0.30253     0.30375     
0.3029      0.3037      
0.29972     0.30378     
0.30601     0.3038      
0.30193     0.30377     
0.3037      0.3037      
0.30496     0.30381     
0.3007      0.3038      
0.30064     0.30377     
0.30212     0.30378     
0.30119     0.3038      
0.30045     0.30378     
0.30151     0.3038      
0.30459     0.30367     
0.30511     0.30381     
0.30683     0.30361     
0.30265     0.30377     
0.30363     0.3038      
0.30227     0.30377     
0.3014      0.30363     
0.30325     0.30378     
0.30357     0.30378     
0.30001     0.30374     
0.30482     0.3038      
0.30184     0.30378     
0.30052     0.30378     
0.3005      0.30372     
0.30547     0.30369     
0.30403     0.30377     
0.30206     0.30377     
0.30312     0.3038      
0.30142     0.30378     
0.31094     0.3038      
0.30363     0.30383     
0.30212     0.30378     
0.30106     0.30377     
0.30409     0.30386     
0.29913     0.30381     
0.30386     0.30387     
0.3028      0.30395     
0.30349     0.3038      
0.30164     0.30384     
0.30526     0.30384     
0.30044     0.30384     
0.30122     0.30381     
0.30067     0.30392     
0.2998      0.30383     
0.30311     0.30395     
0.30218     0.30395     
0.30654     0.30395     
0.30093     0.30392     
0.30294     0.30389     
0.30319     0.30386     
0.30119     0.30387     
0.30551     0.3039      
0.30337     0.30387     
0.30247     0.30383     
0.30261     0.30383     
0.30233     0.30389     
0.30015     0.30386     
0.3007      0.30399     
0.3002      0.30399     
0.30311     0.30395     
0.30105     0.30396     
0.3054      0.30399     
0.29737     0.30401     
0.30572     0.30407     
0.30177     0.3038      
0.30668     0.30389     
0.30306     0.30395     
0.30251     0.30395     
0.30351     0.30392     
0.30309     0.30384     
0.30334     0.30404     
0.30206     0.3039      
0.3029      0.30399     
0.30088     0.3039      
0.30012     0.30398     
0.30459     0.30392     
0.30261     0.30396     
0.30077     0.30393     
0.30338     0.30392     
0.30431     0.30401     
0.30348     0.30393     
0.3021      0.30409     
0.29759     0.30398     
0.30241     0.30399     
0.30444     0.30392     
0.30305     0.30393     
0.29792     0.30401     
0.30134     0.30381     
0.30122     0.30403     
0.3048      0.30396     
0.30314     0.30407     
0.30491     0.30381     
0.30297     0.30396     
0.30157     0.30395     
0.30708     0.30387     
0.30111     0.30393     
0.30154     0.30398     
0.30013     0.30404     
0.30337     0.30398     
0.30287     0.30406     
0.30416     0.30396     
0.30612     0.30396     
0.30419     0.30392     
0.30055     0.30399     
0.30555     0.30386     
0.301       0.30392     
0.30293     0.30389     
0.30207     0.30393     
0.303       0.30384     
0.3036      0.30393     
0.29897     0.30403     
0.29916     0.30404     
0.30271     0.30396     
0.30254     0.30399     
0.30444     0.30398     
0.3034      0.30407     
0.30456     0.30406     
0.30398     0.30399     
0.30103     0.30398     
0.30163     0.30399     
0.30592     0.30403     
0.30178     0.30415     
0.30274     0.30387     
0.30384     0.30415     
0.30239     0.30395     
0.29814     0.3041      
0.30328     0.30409     
0.29798     0.30401     
0.30323     0.30404     
0.30323     0.30404     
0.30106     0.30403     
0.30322     0.30409     
0.30489     0.30389     
0.30041     0.30415     
0.30157     0.30395     
0.30218     0.3041      
0.30396     0.30392     
0.30232     0.30407     
0.30522     0.30396     
0.29856     0.30392     
0.29899     0.30396     
0.30328     0.30383     
0.30555     0.30396     
0.30108     0.30392     
0.30346     0.30389     
0.30518     0.30406     
0.29955     0.30401     
0.30323     0.30395     
0.29885     0.30387     
0.30355     0.30399     
0.30239     0.30401     
0.3059      0.30401     
0.30293     0.30395     
0.30509     0.30407     
0.3019      0.30389     
0.29942     0.30403     
0.30169     0.30399     
0.30378     0.30396     
0.30523     0.30395     
0.30322     0.30395     
0.30291     0.30407     
0.30244     0.30401     
0.29997     0.30393     
0.30222     0.30393     
0.3045      0.30395     
0.30406     0.30401     
0.2996      0.30393     
0.30503     0.30392     
0.30265     0.30404     
0.30309     0.30396     
0.30245     0.30403     
0.30512     0.30404     
0.3025      0.30401     
0.30427     0.30395     
0.30299     0.30399     
0.30773     0.30399     
0.3012      0.30399     
0.30451     0.30392     
0.30271     0.30398     
0.30518     0.30384     
0.30383     0.30384     
0.30358     0.30387     
0.30616     0.30381     
0.3043      0.30389     
0.29962     0.30378     
0.30161     0.30395     
0.30561     0.30389     
0.30378     0.30374     
0.3014      0.30392     
0.30213     0.30392     
0.30285     0.30389     
0.30229     0.30396     
0.29823     0.30392     
0.30256     0.30374     
0.30157     0.30392     
0.3014      0.30378     
0.29931     0.30387     
0.30135     0.30386     
0.30319     0.30392     
0.30186     0.30381     
0.30015     0.30384     
0.30325     0.3039      
0.3041      0.3039      
0.30555     0.30375     
0.3039      0.30389     
0.30084     0.30389     
0.3038      0.3039      
0.30369     0.30396     
0.29861     0.30383     
0.30197     0.30392     
0.30464     0.30384     
0.30346     0.30383     
0.30268     0.3039      
0.30132     0.30381     
0.30233     0.30386     
0.30126     0.30383     
0.30206     0.30387     
0.30125     0.30383     
0.30334     0.30404     
0.30419     0.30399     
0.30163     0.30392     
0.30213     0.30395     
0.30509     0.30386     
0.30435     0.30383     
0.30297     0.30381     
0.30149     0.30393     
0.30279     0.30383     
0.30479     0.30387     
0.30381     0.30374     
0.305       0.30378     
0.30474     0.30372     
0.30155     0.30389     
0.30192     0.30381     
0.30082     0.30392     
0.29928     0.30392     
0.3054      0.30384     
0.30001     0.30395     
0.30561     0.30375     
0.30261     0.30392     
0.30053     0.30384     
0.30384     0.30398     
0.30259     0.30389     
0.30148     0.30384     
0.30438     0.30393     
0.30424     0.30392     
0.3036      0.30384     
0.2998      0.30396     
0.30551     0.30395     
0.30555     0.30398     
0.30157     0.30384     
0.30181     0.30386     
0.29954     0.3039      
0.30288     0.30386     
0.30164     0.30389     
0.3002      0.30387     
0.30227     0.30389     
0.30108     0.30378     
0.30399     0.30384     
0.30291     0.30389     
0.29983     0.30393     
0.30149     0.30399     
0.30216     0.30399     
0.30409     0.30398     
0.30116     0.3039      
0.30316     0.30381     
0.30361     0.30389     
0.30229     0.30386     
0.30457     0.30398     
0.30274     0.30395     
0.3         0.30387     
0.30395     0.30393     
0.30193     0.30399     
0.30032     0.30377     
0.30009     0.30384     
0.30274     0.30395     
0.30578     0.30395     
0.30071     0.30386     
0.30522     0.3039      
0.30233     0.30387     
0.30354     0.30393     
0.30253     0.30393     
0.3063      0.30383     
0.30889     0.30389     
0.29894     0.30384     
0.30192     0.30386     
0.30287     0.30383     
0.3021      0.30386     
0.30348     0.30383     
0.30192     0.30378     
0.30172     0.30384     
0.30216     0.30375     
0.3037      0.30383     
0.30093     0.30375     
0.30366     0.30398     
0.30238     0.30377     
0.30045     0.30396     
0.30222     0.30389     
0.30128     0.30389     
0.29818     0.3038      
0.30006     0.30378     
0.31048     0.30383     
0.30381     0.30389     
0.30465     0.3038      
0.30172     0.30387     
0.30143     0.30389     
0.30119     0.30384     
