04		3		0.9124		0.100 
07		3		0.9521		0.100 
08		3		0.9175		0.100 
09		3		0.9412		0.100 
15		3		0.9933		0.100 
16		3		0.9560		0.100 
04		2		0.7212		0.100 
07		2		0.7551		0.100 
08		2		0.7268		0.100 
09		2		0.7406		0.100 
15		2		0.7911		0.100 
16		2		0.7568		0.100 
04		1		0.4791		0.100 
07		1		0.5027		0.100 
08		1		0.4826		0.100 
09		1		0.4892		0.100 
15		1		0.5284		0.100 
16		1		0.5050		0.100 
