04		3		0.9124 
07		3		0.9521 
08		3		0.9175 
09		3		0.9412 
15		3		0.9933 
16		3		0.9560 
04		2		0.7212 
07		2		0.7551 
08		2		0.7268 
09		2		0.7406 
15		2		0.7911 
16		2		0.7568 
04		1		0.4791 
07		1		0.5027 
08		1		0.4826 
09		1		0.4892 
15		1		0.5284 
16		1		0.5050 
