#SA  FB
0.3029      0.30393     
0.30317     0.30399     
0.30058     0.3039      
0.29989     0.30404     
0.30265     0.3041      
0.30389     0.30412     
0.30288     0.3041      
0.30268     0.30396     
0.30776     0.30389     
0.29882     0.30398     
0.30323     0.30413     
0.30474     0.30419     
0.30172     0.30399     
0.29835     0.30409     
0.30099     0.3041      
0.30105     0.30399     
0.29998     0.30407     
0.30409     0.30409     
0.30297     0.30407     
0.30021     0.30422     
0.30341     0.30415     
0.30343     0.30419     
0.30375     0.30406     
0.3001      0.30416     
0.30077     0.30412     
0.30489     0.30415     
0.30219     0.30413     
0.30279     0.3041      
0.30287     0.30404     
0.30572     0.3041      
0.30338     0.30412     
0.30139     0.30412     
0.30238     0.30413     
0.30421     0.30418     
0.30119     0.30413     
0.30431     0.3041      
0.30438     0.30412     
0.30454     0.30413     
0.30122     0.3041      
0.30157     0.30413     
0.30637     0.30403     
0.30335     0.30415     
0.29875     0.30404     
0.29812     0.30401     
0.30277     0.30415     
0.30119     0.30418     
0.30212     0.30403     
0.30392     0.30421     
0.3016      0.3041      
0.30164     0.30418     
0.30245     0.30422     
0.30253     0.30421     
0.30398     0.30415     
0.3011      0.30425     
0.30053     0.30433     
0.30305     0.30418     
0.3074      0.30416     
0.30213     0.3043      
0.3001      0.30416     
0.30218     0.30424     
0.30624     0.30416     
0.30113     0.30419     
0.29934     0.30416     
0.30219     0.30404     
0.29916     0.3041      
0.30454     0.3043      
0.30262     0.30416     
0.30604     0.30416     
0.30068     0.30415     
0.29858     0.30418     
0.30305     0.30419     
0.30493     0.30399     
0.30166     0.30424     
0.30174     0.30416     
0.30058     0.30406     
0.30772     0.30421     
0.30285     0.30413     
0.29998     0.30407     
0.3032      0.30409     
0.30166     0.30421     
0.30134     0.30407     
0.30412     0.30413     
0.3021      0.3041      
0.30146     0.30419     
0.30197     0.30416     
0.3012      0.30404     
0.30047     0.30419     
0.30515     0.30424     
0.30316     0.30418     
0.30406     0.30419     
0.30187     0.30419     
0.30212     0.3041      
0.30056     0.30413     
0.29933     0.30415     
0.30131     0.30422     
0.30305     0.30422     
0.30485     0.30428     
0.30169     0.30435     
0.30464     0.30421     
0.30122     0.30413     
0.30308     0.30418     
0.30451     0.3041      
0.30489     0.30416     
0.30724     0.30409     
0.30435     0.30415     
0.30189     0.30413     
0.30073     0.30418     
0.30245     0.30412     
0.30554     0.30424     
0.29891     0.30421     
0.3039      0.30406     
0.30351     0.30413     
0.3023      0.30421     
0.30345     0.3041      
0.30094     0.30422     
0.30311     0.30418     
0.30512     0.30419     
0.30427     0.30415     
0.30164     0.3041      
0.30302     0.30416     
0.30311     0.30413     
0.30607     0.30409     
0.3027      0.30415     
0.30415     0.3041      
0.30253     0.30413     
0.29943     0.3041      
0.30425     0.30419     
0.30335     0.30418     
0.30261     0.30424     
0.30184     0.30428     
0.30003     0.30424     
0.30522     0.30422     
0.30076     0.30407     
0.2983      0.30415     
0.30297     0.30424     
0.30164     0.30431     
0.29756     0.30413     
0.30253     0.30419     
0.30164     0.30421     
0.29929     0.30415     
0.30247     0.30415     
0.29894     0.30418     
0.30876     0.30415     
0.30186     0.30418     
0.30134     0.30422     
0.29946     0.30421     
0.29946     0.30415     
0.30071     0.30418     
0.30099     0.30418     
0.29456     0.30399     
0.30406     0.30427     
0.31129     0.30409     
0.30137     0.30418     
0.3028      0.30422     
0.30052     0.30427     
0.30381     0.3041      
0.30224     0.30415     
0.30183     0.30431     
0.30132     0.30427     
0.30267     0.30418     
0.30279     0.30416     
0.29754     0.30421     
0.30538     0.30407     
0.30482     0.30424     
0.30061     0.30407     
0.30061     0.30425     
0.30512     0.30416     
0.30152     0.30427     
0.30143     0.30409     
0.30122     0.30418     
0.30383     0.30415     
0.30352     0.30416     
0.30406     0.30418     
0.30242     0.30421     
0.30517     0.30413     
0.30374     0.30422     
0.30279     0.30412     
0.30322     0.30421     
0.30482     0.30422     
0.30702     0.30412     
0.30062     0.30413     
0.29974     0.30407     
0.30631     0.30413     
0.3036      0.30416     
0.30425     0.30416     
0.30093     0.30412     
0.30317     0.30401     
0.30857     0.30395     
0.30288     0.30412     
0.30245     0.30403     
0.30235     0.30406     
0.302       0.30404     
0.30181     0.30395     
0.30145     0.30395     
0.30219     0.30398     
0.30441     0.30401     
0.30435     0.30398     
0.30312     0.30395     
0.29791     0.30401     
0.30316     0.30399     
0.30198     0.30398     
0.29849     0.30406     
0.3011      0.3039      
0.30158     0.30389     
0.30479     0.30393     
0.30567     0.30409     
0.3007      0.30401     
0.30062     0.30413     
0.30314     0.30398     
0.30166     0.30407     
0.3039      0.30406     
0.30378     0.30403     
0.30056     0.30399     
0.30578     0.30407     
0.30247     0.30404     
0.30616     0.30392     
0.30006     0.30412     
0.30807     0.30401     
0.30453     0.30412     
0.30157     0.30403     
0.2972      0.30412     
0.30357     0.30415     
0.30276     0.30403     
0.30753     0.30409     
0.30151     0.30409     
0.30311     0.30403     
0.30235     0.30409     
0.30374     0.30403     
0.30528     0.30416     
0.30248     0.30401     
0.30262     0.30403     
0.30412     0.30409     
0.30392     0.30412     
