# Freq.    Re    Im
0.999987   0.543139   0.0111688 
1.01448    0.542527   0.011455  
1.02919    0.541915   0.0117405 
1.04411    0.541304   0.0120254 
1.05924    0.540694   0.0123096 
1.07459    0.540084   0.0125932 
1.09017    0.540264   0.0127536 
1.10597    0.540444   0.0129141 
1.122      0.540624   0.0130747 
1.13827    0.540804   0.0132355 
1.15477    0.540984   0.0133963 
1.17151    0.540898   0.013685  
1.18849    0.540811   0.0139736 
1.20571    0.540725   0.0142622 
1.22319    0.540638   0.0145506 
1.24092    0.540552   0.014839  
1.25891    0.540518   0.015212  
1.27716    0.540484   0.015585  
1.29567    0.54045    0.015958  
1.31445    0.540416   0.0163309 
1.3335     0.540381   0.0167038 
1.35283    0.540344   0.01709   
1.37244    0.540307   0.0174762 
1.39234    0.540269   0.0178623 
1.41252    0.540231   0.0182484 
1.43299    0.540192   0.0186344 
1.45377    0.540159   0.0190116 
1.47484    0.540126   0.0193889 
1.49622    0.540092   0.0197661 
1.5179     0.540058   0.0201432 
1.53991    0.540024   0.0205203 
1.56223    0.540009   0.0209047 
1.58487    0.539993   0.021289  
1.60785    0.539978   0.0216733 
1.63115    0.539962   0.0220575 
1.6548     0.539945   0.0224418 
1.67878    0.539928   0.0228804 
1.70312    0.539911   0.023319  
1.7278     0.539893   0.0237577 
1.75285    0.539875   0.0241962 
1.77826    0.539856   0.0246348 
1.80403    0.539835   0.0250763 
1.83018    0.539814   0.0255177 
1.85671    0.539793   0.0259591 
1.88362    0.539771   0.0264005 
1.91093    0.539749   0.0268419 
1.93863    0.539773   0.0273728 
1.96673    0.539795   0.0279038 
1.99524    0.539818   0.0284349 
2.02416    0.53984    0.028966  
2.0535     0.539861   0.0294972 
2.08326    0.539799   0.030004  
2.11346    0.539737   0.0305108 
2.1441     0.539674   0.0310174 
2.17518    0.53961    0.0315239 
2.20671    0.539547   0.0320303 
2.23869    0.539398   0.0330953 
2.27114    0.539248   0.0341598 
2.30406    0.539095   0.0352238 
2.33746    0.53894    0.0362873 
2.37134    0.538783   0.0373504 
2.40572    0.538924   0.037473  
2.44059    0.539065   0.0375957 
2.47596    0.539206   0.0377184 
2.51185    0.539348   0.0378411 
2.54826    0.53949    0.037964  
2.5852     0.539452   0.0385937 
2.62267    0.539415   0.0392234 
2.66069    0.539376   0.039853  
