#SA  FB
0.30201     0.3041      
0.301       0.30412     
0.30769     0.30416     
0.30149     0.30399     
0.30351     0.30403     
0.30413     0.30406     
0.30012     0.30415     
0.30558     0.30415     
0.3007      0.30416     
0.3014      0.30406     
0.30126     0.30406     
0.30052     0.30419     
0.30294     0.30399     
0.30239     0.30413     
0.3021      0.30401     
0.30261     0.30406     
0.30305     0.30401     
0.30137     0.30403     
0.30479     0.30404     
0.29975     0.30399     
0.30204     0.30416     
0.30345     0.30415     
0.30386     0.30395     
0.30128     0.30404     
0.30624     0.30406     
0.30253     0.30409     
0.30119     0.30404     
0.29841     0.30409     
0.30207     0.30401     
0.30267     0.30404     
0.30261     0.30407     
0.30345     0.30404     
0.30369     0.30415     
0.30361     0.30406     
0.30148     0.30395     
0.30287     0.30396     
0.30282     0.30412     
0.30068     0.30406     
0.30294     0.30406     
0.30163     0.30409     
0.29919     0.30416     
0.30341     0.30406     
0.30132     0.30407     
0.30242     0.30407     
0.3057      0.30412     
0.3021      0.30416     
0.30338     0.30415     
0.30218     0.30409     
0.30274     0.30407     
0.30465     0.30396     
0.30279     0.30416     
0.30113     0.3041      
0.30412     0.30404     
0.30218     0.30404     
0.30378     0.3039      
0.30106     0.30401     
0.30349     0.30406     
0.30254     0.30403     
0.30174     0.3041      
0.30189     0.30418     
0.30384     0.3041      
0.30027     0.30415     
0.30258     0.30416     
0.30187     0.30406     
0.30038     0.30401     
0.30343     0.30407     
0.30784     0.3041      
0.30322     0.30409     
0.30566     0.3039      
0.30117     0.30396     
0.30293     0.30403     
0.30393     0.30395     
0.30048     0.30404     
0.30366     0.30404     
0.30116     0.30396     
0.30293     0.3041      
0.30239     0.30407     
0.30276     0.30406     
0.30341     0.30407     
0.30245     0.30412     
0.30276     0.30396     
0.29899     0.30404     
0.30406     0.30393     
0.30331     0.30412     
0.30128     0.30404     
0.3063      0.30403     
0.30181     0.30407     
0.30441     0.30406     
0.30378     0.30404     
0.30062     0.3041      
0.30735     0.3041      
0.30001     0.30407     
0.30322     0.30406     
0.30526     0.30401     
0.30048     0.30399     
0.30215     0.30409     
0.30152     0.30395     
0.3016      0.3041      
0.30464     0.30393     
0.30207     0.30407     
0.30177     0.30409     
0.30219     0.3041      
0.30067     0.30407     
0.30396     0.30415     
0.30276     0.30398     
0.30193     0.30398     
0.30525     0.30413     
0.29948     0.30406     
0.30262     0.30396     
0.30834     0.30395     
0.30152     0.30396     
0.30061     0.30395     
0.30247     0.30396     
0.29911     0.30396     
0.30677     0.30404     
0.30747     0.30415     
0.302       0.30401     
0.30506     0.30392     
0.30052     0.30392     
0.30239     0.30395     
0.30325     0.30403     
0.30061     0.30389     
0.3014      0.30396     
0.30348     0.30409     
0.30113     0.30403     
0.30395     0.30404     
0.30065     0.30398     
0.30116     0.30409     
0.30297     0.3039      
0.30064     0.3041      
0.30407     0.30416     
0.30297     0.30399     
0.30143     0.30406     
0.3081      0.30406     
0.30427     0.30401     
0.30306     0.30403     
0.30303     0.30393     
0.3009      0.30399     
0.30427     0.30392     
0.30111     0.30401     
0.29722     0.30399     
0.30608     0.30407     
0.29994     0.30404     
0.30029     0.30393     
0.30285     0.3041      
0.30096     0.30413     
0.30113     0.30401     
0.30099     0.30398     
0.30061     0.30401     
0.30543     0.30398     
0.30807     0.30412     
0.30091     0.30396     
0.30381     0.30413     
0.29997     0.30412     
0.30067     0.30407     
0.30291     0.30403     
0.30198     0.30409     
0.31016     0.30413     
0.30349     0.30404     
0.30045     0.30401     
0.30732     0.30398     
0.29867     0.30395     
0.30181     0.3041      
0.30108     0.30393     
0.29821     0.30406     
0.30366     0.3041      
0.3032      0.30395     
0.30177     0.30401     
0.30139     0.30407     
0.3028      0.3041      
0.30303     0.30407     
0.30314     0.30407     
0.30207     0.30406     
0.30322     0.30401     
0.30496     0.30387     
0.30131     0.30403     
0.30483     0.30399     
0.30323     0.30398     
0.30174     0.30409     
0.30323     0.30396     
0.30088     0.30413     
0.30145     0.30396     
0.30544     0.30398     
0.30258     0.30409     
0.30482     0.30406     
0.30363     0.30396     
0.30273     0.30401     
0.30314     0.30409     
0.30419     0.30403     
0.29937     0.30396     
0.30094     0.30407     
0.30184     0.30406     
0.30013     0.30393     
0.30807     0.30399     
0.30042     0.3039      
0.30247     0.30403     
0.30077     0.30407     
0.30119     0.30389     
0.29653     0.30412     
0.30195     0.30404     
0.30595     0.30412     
0.30325     0.30406     
0.30064     0.30396     
0.30183     0.30403     
0.302       0.30415     
0.3018      0.30418     
0.30116     0.30396     
0.3018      0.30406     
0.30348     0.30406     
0.30125     0.30396     
0.30192     0.30401     
0.30673     0.30401     
0.30352     0.30412     
0.30023     0.30406     
0.3043      0.30403     
0.30125     0.30398     
0.30239     0.30401     
0.29852     0.30401     
0.30334     0.30395     
0.30126     0.30393     
0.30258     0.30401     
0.30134     0.30412     
0.30477     0.3041      
0.30503     0.30403     
0.30828     0.30418     
0.30711     0.30398     
0.3047      0.30404     
0.30752     0.3039      
0.30264     0.30401     
0.30143     0.30399     
0.30573     0.30412     
0.30193     0.30403     
0.3011      0.30398     
0.3034      0.30404     
0.3007      0.30404     
0.30106     0.30409     
0.30619     0.30404     
0.29974     0.30401     
0.30395     0.30399     
0.30345     0.30399     
0.29963     0.30396     
0.30482     0.30406     
0.30332     0.30401     
0.30193     0.30396     
0.30267     0.30395     
0.29975     0.30398     
0.30291     0.30404     
0.30117     0.30387     
0.30102     0.30398     
0.305       0.30406     
0.30245     0.30396     
0.30198     0.30398     
0.30526     0.30398     
0.30262     0.30404     
0.30326     0.30396     
0.30264     0.30396     
0.30174     0.30393     
0.30413     0.30389     
0.30238     0.30387     
0.30209     0.30386     
0.30416     0.30377     
0.30296     0.30401     
0.30454     0.30392     
0.30468     0.30395     
0.29933     0.30406     
0.30354     0.30387     
0.30517     0.30392     
0.30195     0.30404     
0.30218     0.30396     
0.29958     0.30392     
0.30094     0.30399     
0.30453     0.30403     
0.30158     0.30389     
0.30163     0.30399     
0.30322     0.30389     
0.30145     0.30398     
0.30711     0.30395     
0.30215     0.30395     
0.30134     0.30403     
0.30406     0.30393     
0.30158     0.3039      
0.30396     0.30399     
0.30457     0.30399     
0.30099     0.30395     
0.30345     0.30401     
0.29856     0.30392     
0.30276     0.30399     
0.30451     0.30392     
0.29987     0.30399     
0.31031     0.30386     
0.30357     0.30395     
0.30242     0.30399     
0.30403     0.30384     
0.301       0.30395     
0.305       0.30395     
0.30428     0.3039      
0.2985      0.30395     
0.30233     0.3039      
0.30326     0.30398     
0.30148     0.3039      
0.30309     0.3039      
0.30077     0.30392     
0.30201     0.30399     
0.30195     0.30392     
0.3         0.30396     
0.30436     0.3039      
0.29992     0.30409     
0.30476     0.30401     
0.30319     0.30396     
0.29929     0.30396     
0.30314     0.30398     
0.30287     0.30389     
0.30329     0.30399     
0.30491     0.30389     
0.29691     0.30387     
0.30488     0.30393     
0.30236     0.30401     
0.30314     0.30392     
0.30409     0.30396     
0.30192     0.30393     
0.30132     0.30393     
0.3039      0.30395     
0.30091     0.30387     
0.30285     0.30396     
0.30073     0.3039      
0.30335     0.30398     
0.30134     0.30393     
0.3018      0.30398     
0.30386     0.30399     
0.29966     0.30404     
0.29984     0.30399     
0.30412     0.30407     
0.30151     0.30404     
0.30068     0.30393     
0.3032      0.3039      
0.29817     0.30392     
0.30427     0.3039      
0.30357     0.3039      
0.30282     0.30387     
0.30531     0.30395     
0.3009      0.30396     
0.30081     0.3038      
0.30384     0.30396     
0.30265     0.30395     
0.30169     0.30398     
0.29829     0.30395     
0.29965     0.30409     
0.30331     0.30404     
0.29774     0.30383     
0.30099     0.30389     
0.29986     0.30384     
0.29882     0.30399     
0.30441     0.30409     
0.30308     0.30399     
0.30447     0.30398     
0.30848     0.30387     
0.30151     0.30395     
0.30258     0.30404     
0.3014      0.3039      
0.30274     0.30404     
0.30158     0.30387     
0.3046      0.30392     
0.30221     0.30401     
0.30403     0.30412     
0.30381     0.30406     
0.3023      0.30406     
0.30415     0.3039      
0.30225     0.30395     
0.30334     0.3039      
0.30357     0.30409     
0.30447     0.30401     
0.30247     0.30395     
0.3048      0.30383     
0.2969      0.30384     
0.30747     0.30396     
0.30254     0.30399     
0.30215     0.30392     
0.30924     0.30392     
0.3003      0.30389     
0.30802     0.30395     
0.30859     0.30384     
0.2994      0.30393     
0.29879     0.30392     
0.30268     0.30392     
0.30326     0.30381     
0.3037      0.30387     
0.30306     0.30392     
0.30331     0.30381     
0.30624     0.3038      
0.30287     0.30396     
0.30395     0.30384     
0.3041      0.30389     
0.29986     0.30401     
0.30349     0.30401     
0.30213     0.30393     
0.30183     0.30383     
