# Freq.    Re    Im
0.999987   -0.815814  -0.0104447
1.00576    -0.815391  -0.0116414
1.01157    -0.814965  -0.0128369
1.01741    -0.814538  -0.0140311
1.02328    -0.81411   -0.0152241
1.02919    -0.813681  -0.0164159
1.03513    -0.813249  -0.0176065
1.0411     -0.812816  -0.0187958
1.04712    -0.812382  -0.0199839
1.05316    -0.811946  -0.0211707
1.05924    -0.811509  -0.0223564
1.06536    -0.811093  -0.0222572
1.07151    -0.810677  -0.022158 
1.07769    -0.810261  -0.022059 
1.08391    -0.809845  -0.0219601
1.09017    -0.80943   -0.0218613
1.09646    -0.809014  -0.0217625
1.10279    -0.808599  -0.0216639
1.10916    -0.808184  -0.0215654
1.11556    -0.807769  -0.0214669
1.122      -0.807357  -0.0213685
1.12848    -0.80804   -0.0207577
1.135      -0.808723  -0.0201459
1.14155    -0.809407  -0.0195331
1.14814    -0.810091  -0.0189192
1.15477    -0.810774  -0.0183043
1.16143    -0.811458  -0.0176883
1.16814    -0.812142  -0.0170713
1.17488    -0.812826  -0.0164533
1.18167    -0.81351   -0.0158342
1.18849    -0.814195  -0.0152143
1.19535    -0.814165  -0.015299 
1.20225    -0.814135  -0.0153836
1.20919    -0.814106  -0.0154683
1.21617    -0.814076  -0.015553 
1.22319    -0.814046  -0.0156377
1.23025    -0.814016  -0.0157223
1.23736    -0.813987  -0.015807 
1.2445     -0.813957  -0.0158916
1.25168    -0.813927  -0.0159763
1.25891    -0.813897  -0.0160609
1.26618    -0.814016  -0.0164265
1.27349    -0.814134  -0.0167922
1.28084    -0.814252  -0.0171581
1.28823    -0.81437   -0.017524 
1.29567    -0.814488  -0.01789  
1.30315    -0.814605  -0.0182562
1.31067    -0.814723  -0.0186224
1.31824    -0.81484   -0.0189888
1.32585    -0.814958  -0.0193553
1.3335     -0.815075  -0.0197215
1.3412     -0.815084  -0.0205618
1.34895    -0.815091  -0.0214022
1.35673    -0.815098  -0.0222425
1.36457    -0.815103  -0.0230829
1.37244    -0.815108  -0.0239234
1.38037    -0.815112  -0.0247639
1.38834    -0.815115  -0.0256044
1.39635    -0.815117  -0.0264449
1.40441    -0.815118  -0.0272855
1.41252    -0.815119  -0.0281264
1.42067    -0.815038  -0.0278999
1.42888    -0.814957  -0.0276734
1.43712    -0.814875  -0.0274469
1.44542    -0.814794  -0.0272205
1.45377    -0.814712  -0.0269942
1.46216    -0.814631  -0.0267679
1.4706     -0.814549  -0.0265416
1.47909    -0.814467  -0.0263154
1.48763    -0.814386  -0.0260893
1.49622    -0.814305  -0.0258632
1.50485    -0.814291  -0.0262141
1.51354    -0.814277  -0.026565 
1.52228    -0.814262  -0.0269158
1.53107    -0.814247  -0.0272667
1.53991    -0.814233  -0.0276175
1.5488     -0.814218  -0.0279684
1.55774    -0.814202  -0.0283192
1.56673    -0.814187  -0.02867  
1.57578    -0.814171  -0.0290209
1.58487    -0.814159  -0.0293714
1.59402    -0.814255  -0.0291928
1.60322    -0.814351  -0.029014 
1.61248    -0.814448  -0.0288353
1.62179    -0.814544  -0.0286565
1.63115    -0.81464   -0.0284777
1.64057    -0.814736  -0.0282988
1.65004    -0.814832  -0.0281199
1.65957    -0.814928  -0.027941 
1.66915    -0.815025  -0.027762 
1.67878    -0.815122  -0.0275829
1.68847    -0.8151    -0.0278548
1.69822    -0.815077  -0.0281266
1.70803    -0.815054  -0.0283985
1.71789    -0.815032  -0.0286703
1.7278     -0.815009  -0.0289421
1.73778    -0.814985  -0.0292139
1.74781    -0.814962  -0.0294857
1.7579     -0.814939  -0.0297574
1.76805    -0.814916  -0.0300292
1.77826    -0.814894  -0.0303012
1.78852    -0.814873  -0.0305794
1.79885    -0.814852  -0.0308575
1.80923    -0.814831  -0.0311357
1.81968    -0.81481   -0.0314138
1.83018    -0.814788  -0.031692 
1.84075    -0.814767  -0.0319701
1.85137    -0.814746  -0.0322482
1.86206    -0.814724  -0.0325263
1.87281    -0.814702  -0.0328044
1.88362    -0.814681  -0.0330824
1.8945     -0.814706  -0.0332501
1.90544    -0.814731  -0.0334178
1.91644    -0.814756  -0.0335855
1.9275     -0.814782  -0.0337532
1.93863    -0.814807  -0.0339209
1.94982    -0.814832  -0.0340887
1.96108    -0.814857  -0.0342565
1.9724     -0.814882  -0.0344242
1.98378    -0.814907  -0.034592 
1.99524    -0.814933  -0.0347598
2.00675    -0.814872  -0.0350481
2.01834    -0.81481   -0.0353364
2.02999    -0.814748  -0.0356246
2.04171    -0.814687  -0.0359127
2.0535     -0.814625  -0.0362008
2.06535    -0.814562  -0.0364889
2.07728    -0.8145    -0.036777 
2.08927    -0.814438  -0.037065 
2.10133    -0.814376  -0.0373529
2.11346    -0.814315  -0.0376409
2.12566    -0.814315  -0.0378727
2.13793    -0.814314  -0.0381044
2.15028    -0.814313  -0.0383361
2.16269    -0.814312  -0.0385679
2.17518    -0.814311  -0.0387997
2.18773    -0.814311  -0.0390314
2.20036    -0.81431   -0.0392632
2.21307    -0.814308  -0.0394949
2.22584    -0.814307  -0.0397267
2.23869    -0.814309  -0.0399587
2.25162    -0.814521  -0.0403424
2.26461    -0.814734  -0.0407264
2.27769    -0.814946  -0.0411106
2.29084    -0.815159  -0.041495 
2.30406    -0.815371  -0.0418796
2.31736    -0.815583  -0.0422644
2.33074    -0.815795  -0.0426494
2.3442     -0.816006  -0.0430346
2.35773    -0.816218  -0.04342  
2.37134    -0.81643   -0.0438056
2.38503    -0.816225  -0.0439929
2.3988     -0.81602   -0.0441801
2.41265    -0.815815  -0.0443672
2.42658    -0.815609  -0.0445542
2.44059    -0.815404  -0.0447411
2.45468    -0.815199  -0.0449279
2.46885    -0.814994  -0.0451146
2.4831     -0.814789  -0.0453012
2.49744    -0.814583  -0.0454877
2.51185    -0.814379  -0.0456741
2.52635    -0.814358  -0.0460601
2.54094    -0.814336  -0.0464462
2.55561    -0.814315  -0.0468322
2.57036    -0.814293  -0.0472183
2.5852     -0.814271  -0.0476043
2.60013    -0.814249  -0.0479903
2.61514    -0.814227  -0.0483763
2.63023    -0.814204  -0.0487623
2.64542    -0.814182  -0.0491482
2.66069    -0.814159  -0.0495342
2.67605    -0.814151  -0.049822 
2.6915     -0.814143  -0.0501099
2.70704    -0.814134  -0.0503977
2.72267    -0.814126  -0.0506855
2.73838    -0.814117  -0.0509733
2.75419    -0.814109  -0.0512611
2.77009    -0.8141    -0.051549 
2.78608    -0.814091  -0.0518368
2.80217    -0.814082  -0.0521246
2.81835    -0.814073  -0.0524127
2.83462    -0.814127  -0.0526895
2.85098    -0.814182  -0.0529663
2.86744    -0.814236  -0.0532432
2.88399    -0.81429   -0.05352  
2.90064    -0.814344  -0.053797 
2.91739    -0.814398  -0.054074 
2.93423    -0.814452  -0.054351 
2.95117    -0.814506  -0.054628 
2.96821    -0.814559  -0.0549051
2.98534    -0.814615  -0.0551824
3.00258    -0.814611  -0.0555652
3.01991    -0.814607  -0.055948 
3.03735    -0.814602  -0.0563308
3.05488    -0.814597  -0.0567136
3.07252    -0.814592  -0.0570964
3.09025    -0.814587  -0.0574793
3.10809    -0.814581  -0.0578621
3.12604    -0.814576  -0.058245 
3.14408    -0.81457   -0.0586279
3.16224    -0.814567  -0.059011 
3.18049    -0.814743  -0.0591022
3.19885    -0.81492   -0.0591934
3.21732    -0.815096  -0.0592847
3.23589    -0.815273  -0.059376 
3.25457    -0.815449  -0.0594674
3.27336    -0.815626  -0.0595587
3.29226    -0.815802  -0.0596502
3.31127    -0.815979  -0.0597416
3.33038    -0.816156  -0.0598331
3.34961    -0.816334  -0.0599248
3.36895    -0.816092  -0.0605752
3.3884     -0.815849  -0.0612253
3.40796    -0.815605  -0.061875 
3.42763    -0.815362  -0.0625243
3.44742    -0.815118  -0.0631733
3.46732    -0.814873  -0.063822 
3.48734    -0.814627  -0.0644703
3.50747    -0.814382  -0.0651182
3.52772    -0.814135  -0.0657657
3.54809    -0.813888  -0.0664128
3.56857    -0.814272  -0.066528 
3.58917    -0.814656  -0.0666433
3.60989    -0.81504   -0.0667586
3.63073    -0.815424  -0.066874 
3.65169    -0.815809  -0.0669896
3.67277    -0.816194  -0.0671052
3.69398    -0.816578  -0.0672209
3.7153     -0.816963  -0.0673368
3.73675    -0.817348  -0.0674527
3.75832    -0.817736  -0.0675688
3.78002    -0.817658  -0.0681811
3.80184    -0.81758   -0.0687934
3.82379    -0.817502  -0.0694057
3.84587    -0.817423  -0.0700178
3.86807    -0.817344  -0.0706299
3.8904     -0.817264  -0.0712419
3.91286    -0.817184  -0.0718538
3.93545    -0.817103  -0.0724656
3.95817    -0.817022  -0.0730774
3.98102    -0.81694   -0.0736889
4.004      -0.816757  -0.074377 
4.02712    -0.816572  -0.0750647
4.05037    -0.816388  -0.0757522
4.07375    -0.816203  -0.0764395
4.09727    -0.816017  -0.0771265
