# Freq.    Re    Im
0.999987   -0.313233  -0.00725766
1.00576    -0.313384  -0.00698688
1.01157    -0.313535  -0.00671584
1.01741    -0.313686  -0.00644454
1.02328    -0.313838  -0.00617298
1.02919    -0.313989  -0.00590117
1.03513    -0.314139  -0.0056291
1.0411     -0.31429   -0.00535677
1.04712    -0.31444   -0.00508418
1.05316    -0.31459   -0.00481134
1.05924    -0.31474   -0.00453826
1.06536    -0.314722  -0.00459812
1.07151    -0.314704  -0.00465797
1.07769    -0.314686  -0.00471781
1.08391    -0.314668  -0.00477764
1.09017    -0.31465   -0.00483747
1.09646    -0.314631  -0.00489729
1.10279    -0.314613  -0.00495711
1.10916    -0.314595  -0.00501692
1.11556    -0.314577  -0.00507672
1.122      -0.31456   -0.00513653
1.12848    -0.314363  -0.00559165
1.135      -0.314166  -0.00604621
1.14155    -0.313969  -0.00650022
1.14814    -0.313771  -0.00695366
1.15477    -0.313572  -0.00740654
1.16143    -0.313373  -0.00785887
1.16814    -0.313173  -0.00831063
1.17488    -0.312972  -0.00876183
1.18167    -0.312772  -0.00921246
1.18849    -0.312571  -0.00966252
1.19535    -0.313204  -0.0094012
1.20225    -0.313838  -0.00913878
1.20919    -0.314474  -0.00887527
1.21617    -0.31511   -0.00861067
1.22319    -0.315747  -0.00834496
1.23025    -0.316386  -0.00807815
1.23736    -0.317025  -0.00781024
1.2445     -0.317665  -0.00754121
1.25168    -0.318307  -0.00727108
1.25891    -0.31895   -0.00699984
1.26618    -0.318504  -0.00698667
1.27349    -0.318058  -0.00697352
1.28084    -0.317614  -0.00696039
1.28823    -0.31717   -0.00694728
1.29567    -0.316726  -0.0069342
1.30315    -0.316284  -0.00692114
1.31067    -0.315841  -0.00690811
1.31824    -0.3154    -0.00689509
1.32585    -0.314959  -0.0068821
1.3335     -0.314518  -0.0068691
1.3412     -0.31434   -0.00684947
1.34895    -0.314162  -0.00682987
1.35673    -0.313984  -0.00681028
1.36457    -0.313806  -0.00679072
1.37244    -0.313628  -0.00677118
1.38037    -0.31345   -0.00675165
1.38834    -0.313272  -0.00673215
1.39635    -0.313095  -0.00671266
1.40441    -0.312917  -0.0066932
1.41252    -0.31274   -0.00667387
1.42067    -0.312823  -0.00682144
1.42888    -0.312905  -0.00696909
1.43712    -0.312987  -0.00711683
1.44542    -0.313069  -0.00726463
1.45377    -0.313151  -0.00741252
1.46216    -0.313233  -0.00756048
1.4706     -0.313315  -0.00770853
1.47909    -0.313397  -0.00785665
1.48763    -0.313479  -0.00800485
1.49622    -0.313561  -0.00815315
1.50485    -0.313648  -0.00825192
1.51354    -0.313735  -0.00835075
1.52228    -0.313823  -0.00844964
1.53107    -0.31391   -0.00854857
1.53991    -0.313997  -0.00864757
1.5488     -0.314085  -0.00874662
1.55774    -0.314172  -0.00884572
1.56673    -0.314259  -0.00894488
1.57578    -0.314347  -0.0090441
1.58487    -0.314435  -0.00914327
1.59402    -0.314399  -0.00921765
1.60322    -0.314363  -0.00929203
1.61248    -0.314328  -0.00936639
1.62179    -0.314292  -0.00944073
1.63115    -0.314256  -0.00951506
1.64057    -0.314221  -0.00958936
1.65004    -0.314185  -0.00966365
1.65957    -0.314149  -0.00973793
1.66915    -0.314113  -0.00981219
1.67878    -0.314078  -0.00988648
1.68847    -0.314067  -0.0101558
1.69822    -0.314057  -0.0104252
1.70803    -0.314046  -0.0106946
1.71789    -0.314035  -0.0109639
1.7278     -0.314024  -0.0112332
1.73778    -0.314013  -0.0115025
1.74781    -0.314001  -0.0117718
1.7579     -0.313989  -0.0120411
1.76805    -0.313977  -0.0123104
1.77826    -0.313965  -0.0125796
1.78852    -0.313991  -0.0124763
1.79885    -0.314016  -0.0123729
1.80923    -0.314041  -0.0122695
1.81968    -0.314066  -0.0121661
1.83018    -0.314091  -0.0120627
1.84075    -0.314116  -0.0119592
1.85137    -0.314142  -0.0118558
1.86206    -0.314167  -0.0117523
1.87281    -0.314192  -0.0116488
1.88362    -0.314217  -0.0115454
1.8945     -0.313947  -0.0116492
1.90544    -0.313677  -0.0117529
1.91644    -0.313408  -0.0118564
1.9275     -0.313138  -0.0119596
1.93863    -0.312869  -0.0120627
1.94982    -0.312599  -0.0121657
1.96108    -0.312331  -0.0122684
1.9724     -0.312062  -0.0123709
1.98378    -0.311793  -0.0124733
1.99524    -0.311525  -0.0125755
2.00675    -0.311752  -0.012644 
2.01834    -0.311978  -0.0127127
2.02999    -0.312205  -0.0127814
2.04171    -0.312433  -0.0128502
2.0535     -0.31266   -0.0129192
2.06535    -0.312887  -0.0129882
2.07728    -0.313115  -0.0130573
2.08927    -0.313343  -0.0131265
2.10133    -0.31357   -0.0131958
2.11346    -0.313799  -0.0132652
2.12566    -0.313815  -0.0133559
2.13793    -0.313831  -0.0134467
2.15028    -0.313847  -0.0135374
2.16269    -0.313863  -0.0136282
2.17518    -0.313879  -0.013719 
2.18773    -0.313895  -0.0138098
2.20036    -0.313911  -0.0139006
2.21307    -0.313927  -0.0139914
2.22584    -0.313943  -0.0140822
2.23869    -0.313959  -0.0141732
2.25162    -0.31397   -0.0142761
2.26461    -0.313982  -0.014379 
2.27769    -0.313993  -0.0144819
2.29084    -0.314005  -0.0145848
2.30406    -0.314016  -0.0146878
