#SA  FB
0.29804     0.30404     
0.30328     0.30406     
0.30259     0.30416     
0.30546     0.30419     
0.30168     0.30415     
0.2974      0.30406     
0.30346     0.30413     
0.30044     0.30418     
0.30003     0.30413     
0.30587     0.30409     
0.29972     0.30415     
0.30412     0.30407     
0.29946     0.30412     
0.30253     0.30409     
0.30631     0.30403     
0.3027      0.30413     
0.3014      0.30401     
0.30343     0.30415     
0.30203     0.30406     
0.3039      0.30409     
0.30522     0.30401     
0.30096     0.30395     
0.30976     0.30403     
0.30105     0.30412     
0.30233     0.30416     
0.30227     0.30406     
0.29987     0.30406     
0.30224     0.30396     
0.30128     0.3041      
0.30241     0.30415     
0.30215     0.30409     
0.31028     0.30415     
0.30396     0.30404     
0.30273     0.30409     
0.30193     0.30415     
0.30032     0.30409     
0.30575     0.30396     
0.30644     0.30404     
0.30551     0.30398     
0.30451     0.30421     
0.29965     0.30407     
0.30183     0.30406     
0.29871     0.30398     
0.30407     0.30398     
0.29919     0.30398     
0.3034      0.30403     
0.30044     0.30407     
0.30123     0.30395     
0.30363     0.30396     
0.30259     0.30398     
0.29983     0.30395     
0.30174     0.30393     
0.30314     0.30399     
0.30442     0.30398     
0.3056      0.30398     
0.29986     0.30393     
0.30311     0.30399     
0.30401     0.3039      
0.30366     0.30392     
0.30123     0.30404     
0.3045      0.30393     
0.30065     0.30395     
0.30036     0.30401     
0.30834     0.30389     
0.30065     0.30407     
0.30225     0.30399     
0.29954     0.30387     
0.30213     0.30398     
0.30312     0.30393     
0.30204     0.30398     
0.30558     0.30404     
0.30537     0.30396     
0.30036     0.30403     
0.30403     0.3039      
0.30164     0.30389     
0.303       0.30384     
0.30512     0.30383     
0.30404     0.30395     
0.30401     0.3039      
0.29691     0.3039      
0.3036      0.30395     
0.30271     0.30399     
0.29995     0.3039      
0.30302     0.30384     
0.30615     0.3039      
0.30227     0.30375     
0.30425     0.30398     
0.30268     0.30392     
0.30406     0.30384     
0.29844     0.30395     
0.29975     0.30392     
0.30158     0.30378     
0.30172     0.30387     
0.30073     0.30399     
0.3034      0.30389     
0.30265     0.30393     
0.29983     0.30384     
0.3032      0.30383     
0.2994      0.30383     
0.30276     0.30389     
0.30856     0.30395     
0.30106     0.30384     
0.2996      0.30378     
0.30268     0.30393     
0.30561     0.30386     
0.30331     0.30389     
0.30114     0.30395     
0.30319     0.30392     
0.30345     0.3038      
0.30265     0.30381     
0.30198     0.30384     
0.30287     0.3039      
0.30222     0.30389     
0.30052     0.30389     
0.30218     0.30398     
0.30125     0.30389     
0.30517     0.3039      
0.30541     0.30392     
0.30184     0.30387     
0.30404     0.30395     
0.30319     0.30395     
0.3002      0.30393     
0.30256     0.30392     
0.3011      0.30398     
0.30479     0.30381     
0.30375     0.30381     
0.30021     0.30384     
0.30142     0.30381     
0.30337     0.3039      
0.30142     0.30392     
0.30026     0.30389     
0.29939     0.30404     
0.29852     0.30392     
0.30193     0.30383     
0.30271     0.30393     
0.29748     0.3039      
0.30093     0.30387     
0.30604     0.30392     
0.30418     0.30395     
0.29954     0.30381     
0.3032      0.30395     
0.30274     0.30398     
0.30378     0.30387     
0.30102     0.30398     
0.30459     0.30395     
0.30467     0.30381     
0.30387     0.30387     
0.30412     0.30381     
0.30233     0.30383     
0.30039     0.30369     
0.30264     0.30383     
0.30213     0.30387     
0.3041      0.30377     
0.30555     0.30372     
0.29975     0.30387     
0.30526     0.30378     
0.3007      0.30386     
0.3054      0.30381     
0.29624     0.30386     
0.29975     0.30384     
0.30264     0.30386     
0.30261     0.3039      
0.3019      0.30383     
0.30163     0.30399     
0.30685     0.30392     
0.30261     0.30378     
0.30192     0.30396     
0.30245     0.30383     
0.30843     0.30383     
0.30193     0.30383     
0.29942     0.30381     
0.30451     0.30384     
0.2992      0.30393     
0.30303     0.30392     
0.30168     0.30396     
0.30264     0.30372     
0.30085     0.30384     
0.30602     0.30386     
0.30421     0.3039      
0.29962     0.30384     
0.29974     0.30398     
0.30288     0.30386     
0.30337     0.30386     
0.30158     0.30387     
0.30184     0.30395     
0.30242     0.30392     
0.30142     0.30386     
0.30201     0.30393     
0.30781     0.30392     
0.30662     0.30387     
0.30093     0.30383     
0.29989     0.30381     
0.30364     0.3039      
0.30453     0.30386     
0.30239     0.30381     
0.3027      0.30381     
0.30261     0.30374     
0.30384     0.30372     
0.29923     0.30381     
0.30085     0.30386     
0.30523     0.30386     
0.29952     0.30386     
0.30529     0.3038      
0.30125     0.30384     
0.30404     0.30381     
0.3001      0.30389     
0.30065     0.30386     
0.30036     0.30393     
0.30139     0.30387     
0.30225     0.30381     
0.30435     0.30392     
0.3066      0.30381     
0.30375     0.30393     
0.29975     0.30378     
0.29951     0.30386     
0.30294     0.3038      
0.29984     0.3039      
0.30833     0.30389     
0.30438     0.30389     
0.30177     0.3038      
0.30016     0.30386     
0.30192     0.30392     
0.30479     0.30386     
0.29931     0.30384     
0.30349     0.3039      
0.29757     0.30386     
0.30647     0.30375     
0.3048      0.30384     
0.30546     0.30389     
0.30296     0.30389     
0.3023      0.30381     
0.30357     0.30384     
0.29705     0.30389     
0.30386     0.30386     
0.3001      0.30389     
0.30172     0.3039      
0.30302     0.30387     
0.30166     0.30387     
0.30268     0.30392     
0.30273     0.30403     
0.30056     0.30384     
0.30422     0.30407     
0.30085     0.30387     
0.30041     0.30399     
0.30085     0.3039      
0.30216     0.30386     
0.29679     0.30393     
0.30105     0.30384     
0.30189     0.30389     
0.30584     0.30381     
0.30422     0.30387     
0.30048     0.30395     
0.30026     0.30386     
0.29705     0.30396     
0.30428     0.30384     
0.30335     0.3039      
0.30039     0.30389     
0.30158     0.30399     
0.30306     0.30396     
0.29791     0.30393     
0.30395     0.30386     
0.30654     0.30392     
0.30044     0.30395     
0.3014      0.3038      
0.30348     0.3039      
0.30274     0.30399     
0.30601     0.30395     
0.30421     0.30387     
0.3046      0.30389     
0.30172     0.30383     
0.30825     0.30384     
0.29899     0.3039      
0.30068     0.30383     
0.30341     0.30386     
0.30283     0.30372     
0.30273     0.30384     
0.3014      0.3038      
0.30361     0.30369     
0.30038     0.30372     
0.30059     0.30383     
0.29923     0.30375     
0.29984     0.30377     
0.30433     0.30384     
0.3021      0.30378     
0.30335     0.30377     
0.30258     0.30392     
0.30161     0.30386     
0.30042     0.30377     
0.3007      0.30395     
0.30364     0.30395     
0.30209     0.30401     
0.30401     0.30399     
0.30547     0.30393     
0.30279     0.30389     
0.30496     0.30395     
0.30508     0.30404     
0.29914     0.30398     
0.30251     0.30406     
0.30033     0.30393     
0.29875     0.30386     
0.29847     0.30393     
0.29833     0.30393     
0.30093     0.3039      
0.29989     0.30393     
0.30563     0.30387     
0.30212     0.30404     
0.30621     0.30393     
0.30734     0.30386     
0.30598     0.30398     
0.30613     0.30386     
0.30682     0.30393     
0.30242     0.30374     
0.29919     0.3038      
0.29611     0.30392     
0.29969     0.30387     
0.30143     0.30383     
0.30282     0.30393     
0.30409     0.30383     
0.30683     0.30389     
0.30573     0.30392     
0.30482     0.30383     
0.30419     0.3039      
0.30421     0.3038      
0.31002     0.30377     
0.29977     0.3037      
0.30189     0.30375     
0.30029     0.30372     
0.30073     0.30381     
0.30003     0.30383     
0.30192     0.30384     
0.30113     0.3039      
0.30457     0.30395     
0.30448     0.30384     
0.30615     0.30377     
0.29794     0.30403     
0.3066      0.30395     
0.29971     0.30393     
0.29751     0.30384     
0.30117     0.30389     
0.30358     0.30381     
0.30735     0.30393     
0.30331     0.30392     
0.30248     0.30395     
0.30285     0.30384     
0.30744     0.30381     
0.30377     0.30396     
0.30105     0.30387     
0.29931     0.30392     
0.30354     0.30389     
0.30171     0.30381     
0.30108     0.3039      
0.3014      0.30386     
0.29933     0.30384     
0.3019      0.30387     
0.30312     0.3039      
0.30415     0.30389     
0.3011      0.30398     
0.30047     0.30387     
0.30059     0.3039      
0.30084     0.30392     
0.30209     0.30406     
0.30279     0.30396     
0.3019      0.30398     
0.30482     0.30404     
0.3052      0.30396     
0.30506     0.30401     
0.30277     0.30383     
0.30401     0.30396     
0.29987     0.30399     
0.29456     0.30401     
0.29807     0.30393     
0.30091     0.30401     
0.30386     0.30401     
0.30285     0.30409     
0.30493     0.3041      
0.3072      0.30404     
0.30435     0.30406     
0.30277     0.30396     
0.30436     0.30396     
0.296       0.30404     
0.29923     0.30401     
0.30079     0.30399     
0.30242     0.30407     
0.30515     0.30415     
0.30517     0.30403     
0.30596     0.30403     
0.3058      0.30407     
0.3005      0.30409     
0.30045     0.30401     
0.30364     0.30393     
0.30372     0.30398     
0.30053     0.30389     
0.29621     0.30401     
0.30277     0.30399     
0.30105     0.30412     
0.29983     0.30403     
0.30224     0.30404     
0.30232     0.30412     
0.30506     0.30406     
0.30825     0.30409     
0.3065      0.30403     
0.30784     0.30395     
0.30287     0.30404     
0.30337     0.30396     
0.30175     0.30395     
0.29832     0.30389     
0.29823     0.30401     
0.2987      0.30424     
0.30296     0.30395     
0.30605     0.30413     
0.30415     0.30407     
0.30462     0.30407     
0.30515     0.30399     
0.30648     0.30418     
0.3057      0.30401     
0.30465     0.30407     
0.30001     0.30409     
0.30128     0.30406     
0.30021     0.30407     
0.3009      0.30406     
0.29928     0.30415     
0.29972     0.30407     
0.3012      0.30419     
0.30195     0.30403     
0.30296     0.30398     
0.30369     0.30409     
0.30457     0.30404     
0.30694     0.30407     
0.30509     0.30401     
0.30462     0.30406     
0.30668     0.30403     
0.30288     0.30404     
0.3034      0.30404     
0.30056     0.30393     
0.2978      0.30403     
0.30068     0.30406     
0.2972      0.30401     
0.3014      0.30401     
0.29896     0.30407     
0.29995     0.30403     
0.30396     0.30421     
0.30285     0.3041      
0.30225     0.30401     
0.30605     0.30401     
0.30697     0.30409     
0.30637     0.30401     
0.31075     0.3041      
0.30589     0.30403     
