#SA  FB
0.29615     0.30406     
0.30457     0.30393     
0.30186     0.30399     
0.30364     0.30384     
0.30363     0.30401     
0.29992     0.30401     
0.30619     0.30399     
0.30422     0.30398     
0.30091     0.30396     
0.30276     0.30396     
0.29977     0.30383     
0.30152     0.30398     
0.3056      0.30389     
0.30186     0.30398     
0.3011      0.30407     
0.30236     0.30392     
0.30172     0.30396     
0.3081      0.30401     
0.3018      0.30392     
0.30705     0.3039      
0.2983      0.30396     
0.29928     0.3039      
0.30573     0.3039      
0.30227     0.30401     
0.3016      0.30384     
0.3045      0.30395     
0.301       0.30374     
0.31085     0.30389     
0.3009      0.30389     
0.30001     0.30383     
0.3027      0.30381     
0.30512     0.30389     
0.3046      0.30386     
0.30122     0.30386     
0.30811     0.30401     
0.29945     0.30386     
0.30457     0.30387     
0.3034      0.30389     
0.30209     0.3037      
0.3077      0.30389     
0.30387     0.30375     
0.30438     0.30374     
0.30279     0.30375     
0.30236     0.30393     
0.30451     0.30374     
0.2994      0.30377     
0.30316     0.30374     
0.3025      0.30381     
0.3043      0.30374     
0.3058      0.3038      
0.30384     0.30374     
0.30541     0.30377     
0.30422     0.30381     
0.30192     0.30366     
0.3038      0.30377     
0.30218     0.3037      
0.30488     0.30369     
0.30378     0.30363     
0.3047      0.30366     
0.30239     0.30351     
0.29922     0.30361     
0.3037      0.30367     
0.30113     0.30367     
0.30236     0.30357     
0.30261     0.30364     
0.30311     0.30364     
0.30132     0.30367     
0.29966     0.30377     
0.30355     0.30361     
0.29897     0.30361     
0.30189     0.30367     
0.2992      0.30374     
0.29933     0.3037      
0.3047      0.30366     
0.30081     0.30369     
0.30479     0.30375     
0.29958     0.30367     
0.2987      0.30369     
0.30187     0.3037      
0.3007      0.30372     
0.30267     0.30378     
0.30433     0.30366     
0.29951     0.30366     
0.30293     0.30366     
0.30193     0.30374     
0.29852     0.30381     
0.30357     0.30369     
0.3018      0.30369     
0.29984     0.30366     
0.30126     0.30372     
0.30177     0.30375     
0.3029      0.3037      
0.30181     0.30375     
0.30445     0.30366     
0.30158     0.30369     
0.30389     0.30387     
0.30322     0.30375     
0.30322     0.30387     
0.29894     0.30363     
0.30308     0.30377     
0.30476     0.30375     
0.29826     0.30375     
0.29873     0.30386     
0.30445     0.30375     
0.29978     0.3038      
0.30271     0.30375     
0.30189     0.30389     
0.2994      0.30375     
0.303       0.30384     
0.30035     0.30381     
0.30264     0.30378     
0.30052     0.30377     
0.3016      0.30375     
0.30454     0.30369     
0.29928     0.30378     
0.30445     0.30377     
0.30012     0.30378     
0.30073     0.30384     
0.30439     0.3038      
0.29719     0.30381     
0.30483     0.30374     
0.30227     0.30392     
0.30201     0.30383     
0.30253     0.30389     
0.30047     0.30381     
0.3012      0.30389     
0.3061      0.30389     
0.30212     0.30384     
0.30116     0.30383     
0.30216     0.30378     
0.30024     0.30381     
0.30129     0.30383     
0.29952     0.30383     
0.30251     0.3039      
0.30254     0.30386     
0.30134     0.30401     
0.30392     0.30386     
0.30248     0.30384     
0.30602     0.30399     
0.30503     0.30374     
0.29936     0.30378     
0.30198     0.30378     
0.29891     0.30377     
0.3021      0.30383     
0.30329     0.30383     
0.30242     0.30375     
0.30282     0.30381     
0.3025      0.30386     
0.30712     0.30372     
0.30299     0.30383     
0.3027      0.30378     
0.30528     0.30377     
0.30294     0.3038      
0.30297     0.30386     
0.30358     0.30374     
0.30256     0.3038      
0.30581     0.30383     
0.30268     0.30383     
0.30309     0.30369     
0.30399     0.30366     
0.30145     0.30372     
0.30288     0.30374     
0.30241     0.3038      
0.30459     0.3038      
0.30636     0.30367     
0.30303     0.30374     
0.30137     0.30366     
0.30103     0.30363     
0.30412     0.30375     
0.30456     0.30369     
0.29908     0.30375     
0.3047      0.30375     
0.30375     0.30375     
0.30332     0.30366     
0.29882     0.30378     
0.30506     0.30372     
0.30439     0.3037      
0.29977     0.30374     
0.30316     0.30364     
0.3014      0.30364     
0.30328     0.3037      
0.30306     0.30372     
0.30316     0.30372     
0.30203     0.3037      
0.29771     0.30384     
0.30462     0.30367     
0.29876     0.30378     
0.30183     0.30377     
0.30409     0.30375     
0.30006     0.30377     
0.30427     0.30374     
0.30146     0.30374     
0.30335     0.30377     
0.30036     0.30367     
0.30496     0.30377     
0.30357     0.3038      
0.30287     0.3037      
0.30543     0.30374     
0.30036     0.30383     
0.30496     0.30378     
0.29957     0.30378     
0.30631     0.30384     
0.30418     0.30372     
0.3019      0.30374     
0.30438     0.30366     
0.30027     0.30375     
0.30457     0.30367     
0.29949     0.30361     
0.30636     0.30364     
0.30316     0.30369     
0.30119     0.30361     
0.3016      0.30374     
0.30235     0.30361     
0.30422     0.30377     
0.30007     0.3038      
0.30416     0.30372     
0.30085     0.30372     
0.30708     0.30377     
0.30126     0.30369     
0.30334     0.30375     
0.30221     0.30374     
0.30241     0.30375     
0.30442     0.30369     
0.30213     0.30375     
0.30541     0.30378     
0.30006     0.30375     
0.30535     0.30361     
0.30322     0.30367     
0.30529     0.30363     
0.3037      0.30358     
0.30332     0.30355     
0.30427     0.3036      
0.30168     0.30346     
0.30377     0.30364     
0.30065     0.3036      
0.30122     0.30369     
0.29975     0.30361     
0.30322     0.30367     
0.3045      0.30374     
0.29913     0.30354     
0.30132     0.30372     
0.30056     0.30361     
0.30245     0.30367     
0.30293     0.30367     
0.30416     0.3037      
0.30261     0.3037      
0.30438     0.30369     
0.30552     0.30367     
0.30273     0.30367     
0.30267     0.3038      
0.30422     0.30367     
0.30238     0.30381     
0.30647     0.30364     
0.30352     0.3036      
0.30273     0.30366     
0.30125     0.30363     
0.30268     0.30367     
0.30291     0.30358     
0.3025      0.30358     
0.30586     0.3038      
0.30091     0.30375     
0.30251     0.30361     
0.30465     0.30364     
0.30261     0.30364     
0.30039     0.30366     
0.30407     0.3036      
0.29916     0.3036      
0.3039      0.30378     
0.30152     0.30363     
0.30296     0.3037      
0.30403     0.30361     
0.30723     0.30363     
0.3059      0.30375     
0.30319     0.30377     
0.30343     0.30364     
0.30335     0.30374     
0.30189     0.30372     
0.30377     0.30372     
0.30164     0.3037      
0.30454     0.30367     
0.3034      0.30383     
0.30616     0.3037      
0.30085     0.30361     
0.30073     0.30363     
0.30372     0.30367     
0.30145     0.30364     
0.30192     0.30358     
0.30145     0.30372     
0.30314     0.3037      
0.30026     0.30367     
0.3005      0.30358     
0.30238     0.30361     
0.30312     0.30366     
0.30197     0.30363     
0.30224     0.30367     
0.30396     0.30367     
0.30096     0.30369     
0.30563     0.30366     
0.30114     0.30364     
0.30631     0.30372     
0.30453     0.30375     
0.30425     0.30361     
0.29986     0.30358     
0.30386     0.30375     
0.30247     0.30361     
0.30087     0.30352     
0.30216     0.30366     
0.29887     0.30366     
