# Freq.    Re    Im
0.999987   -0.541994  -0.00623428
1.00576    -0.541753  -0.00629287
1.01157    -0.541512  -0.0063514
1.01741    -0.541271  -0.00640988
1.02328    -0.54103   -0.00646831
1.02919    -0.540789  -0.00652668
1.03513    -0.540548  -0.006585 
1.0411     -0.540307  -0.00664326
1.04712    -0.540066  -0.00670148
1.05316    -0.539826  -0.00675963
1.05924    -0.539587  -0.00681772
1.06536    -0.539543  -0.00692853
1.07151    -0.539499  -0.00703933
1.07769    -0.539455  -0.00715011
1.08391    -0.539412  -0.00726087
1.09017    -0.539368  -0.00737161
1.09646    -0.539324  -0.00748233
1.10279    -0.53928   -0.00759304
1.10916    -0.539236  -0.00770373
1.11556    -0.539192  -0.0078144
1.122      -0.539149  -0.00792513
1.12848    -0.539146  -0.00803573
1.135      -0.539143  -0.00814633
1.14155    -0.539139  -0.00825693
1.14814    -0.539136  -0.00836752
1.15477    -0.539133  -0.00847812
1.16143    -0.539129  -0.00858871
1.16814    -0.539126  -0.00869931
1.17488    -0.539122  -0.0088099
1.18167    -0.539119  -0.00892049
1.18849    -0.539116  -0.00903084
1.19535    -0.539199  -0.00914276
1.20225    -0.539281  -0.00925472
1.20919    -0.539364  -0.00936671
1.21617    -0.539447  -0.00947873
1.22319    -0.539529  -0.00959079
1.23025    -0.539612  -0.00970289
1.23736    -0.539694  -0.00981501
1.2445     -0.539777  -0.00992717
1.25168    -0.539859  -0.0100394
1.25891    -0.539942  -0.0101516
1.26618    -0.539494  -0.0107079
1.27349    -0.539046  -0.0112633
1.28084    -0.538597  -0.0118177
1.28823    -0.538149  -0.0123712
1.29567    -0.5377    -0.0129238
1.30315    -0.537251  -0.0134755
1.31067    -0.536802  -0.0140263
1.31824    -0.536353  -0.0145761
1.32585    -0.535903  -0.0151251
1.3335     -0.535453  -0.0156731
1.3412     -0.53577   -0.0157195
1.34895    -0.536086  -0.015766 
1.35673    -0.536402  -0.0158125
1.36457    -0.536719  -0.0158591
1.37244    -0.537036  -0.0159058
1.38037    -0.537353  -0.0159524
1.38834    -0.53767   -0.0159992
1.39635    -0.537987  -0.0160459
1.40441    -0.538305  -0.0160928
1.41252    -0.538623  -0.0161399
1.42067    -0.538524  -0.01635  
1.42888    -0.538427  -0.01656  
1.43712    -0.538329  -0.01677  
1.44542    -0.538231  -0.0169799
1.45377    -0.538133  -0.0171897
1.46216    -0.538035  -0.0173994
1.4706     -0.537936  -0.0176091
1.47909    -0.537838  -0.0178187
1.48763    -0.53774   -0.0180282
1.49622    -0.537643  -0.0182377
1.50485    -0.537195  -0.0178769
1.51354    -0.536748  -0.0175168
1.52228    -0.536302  -0.0171573
1.53107    -0.535855  -0.0167983
1.53991    -0.535409  -0.01644  
1.5488     -0.534962  -0.0160822
1.55774    -0.534516  -0.0157251
1.56673    -0.53407   -0.0153685
1.57578    -0.533624  -0.0150125
1.58487    -0.533179  -0.0146569
1.59402    -0.533695  -0.0148469
1.60322    -0.534212  -0.0150371
1.61248    -0.534729  -0.0152278
1.62179    -0.535246  -0.0154188
1.63115    -0.535764  -0.0156101
1.64057    -0.536283  -0.0158018
1.65004    -0.536802  -0.0159939
1.65957    -0.537321  -0.0161863
1.66915    -0.537841  -0.0163791
