# Freq.    Re    Im
0.999987   -10.2971   -0.19509  
1.01448    -10.2914   -0.188794 
1.02919    -10.2857   -0.182506 
1.04411    -10.2801   -0.176224 
1.05924    -10.2744   -0.169949 
1.07459    -10.2688   -0.16368  
1.09017    -10.2802   -0.162635 
1.10597    -10.2916   -0.161587 
1.122      -10.303    -0.160537 
1.13827    -10.3145   -0.159485 
1.15477    -10.3259   -0.158428 
1.17151    -10.3089   -0.193379 
1.18849    -10.2918   -0.228216 
1.20571    -10.2745   -0.262939 
1.22319    -10.2573   -0.297548 
1.24092    -10.2399   -0.332047 
1.25891    -10.2452   -0.326946 
1.27716    -10.2505   -0.32184  
1.29567    -10.2559   -0.316729 
1.31445    -10.2612   -0.311612 
1.3335     -10.2665   -0.306487 
1.35283    -10.2612   -0.298876 
1.37244    -10.2558   -0.291272 
1.39234    -10.2504   -0.283677 
1.41252    -10.245    -0.27609  
1.43299    -10.2396   -0.268512 
1.45377    -10.2487   -0.275304 
1.47484    -10.2579   -0.282108 
1.49622    -10.2671   -0.288924 
1.5179     -10.2763   -0.295752 
1.53991    -10.2855   -0.302594 
1.56223    -10.2825   -0.310925 
1.58487    -10.2796   -0.319252 
1.60785    -10.2766   -0.327575 
1.63115    -10.2736   -0.335892 
1.6548     -10.2707   -0.344204 
1.67878    -10.2728   -0.358144 
1.70312    -10.2749   -0.37209  
1.7278     -10.277    -0.386042 
1.75285    -10.2791   -0.4      
1.77826    -10.2812   -0.413967 
1.80403    -10.2751   -0.413007 
1.83018    -10.2691   -0.412048 
1.85671    -10.2631   -0.411091 
1.88362    -10.2571   -0.410134 
1.91093    -10.2511   -0.409176 
1.93863    -10.2409   -0.431163 
1.96673    -10.2306   -0.453107 
1.99524    -10.2203   -0.475009 
2.02416    -10.2099   -0.496869 
2.0535     -10.1995   -0.518686 
2.08326    -10.2163   -0.522216 
2.11346    -10.2332   -0.525755 
2.1441     -10.2501   -0.529306 
2.17518    -10.267    -0.532866 
2.20671    -10.2839   -0.536437 
2.23869    -10.2782   -0.530305 
2.27114    -10.2726   -0.52418  
2.30406    -10.2669   -0.518061 
2.33746    -10.2612   -0.51195  
2.37134    -10.2555   -0.505846 
2.40572    -10.2481   -0.524878 
2.44059    -10.2406   -0.543883 
2.47596    -10.2332   -0.562862 
2.51185    -10.2256   -0.581815 
2.54826    -10.2181   -0.600741 
2.5852     -10.2144   -0.60684  
2.62267    -10.2107   -0.612934 
2.66069    -10.207    -0.619024 
2.69926    -10.2032   -0.62511  
2.73838    -10.1995   -0.631193 
2.77808    -10.2154   -0.646103 
2.81835    -10.2313   -0.661059 
2.8592     -10.2471   -0.676061 
2.90064    -10.263    -0.69111  
2.94269    -10.2789   -0.706206 
2.98534    -10.2618   -0.722456 
3.02862    -10.2446   -0.738652 
3.07252    -10.2275   -0.754794 
3.11705    -10.2103   -0.770882 
3.16224    -10.1932   -0.786914 
3.20807    -10.1991   -0.801367 
3.25458    -10.205    -0.815837 
3.30175    -10.2109   -0.830326 
3.34961    -10.2167   -0.844833 
3.39816    -10.2226   -0.859358 
3.44742    -10.2081   -0.869269 
3.49739    -10.1937   -0.879151 
3.54809    -10.1792   -0.889005 
3.59952    -10.1648   -0.89883  
3.65169    -10.1504   -0.908627 
3.70463    -10.1709   -0.908189 
3.75833    -10.1915   -0.907746 
3.8128     -10.2121   -0.907297 
3.86807    -10.2328   -0.906843 
3.92414    -10.2535   -0.906384 
3.98102    -10.2621   -0.96073  
4.03873    -10.2705   -1.01519  
4.09727    -10.2786   -1.06977  
4.15666    -10.2864   -1.12446  
4.21691    -10.294    -1.17925  
