SA values pre & post freq 100000 Hz Num 1:  .30292  .30298
SA values pre & post freq 10000 Hz Num 1:  .30231  .30224
SA values pre & post freq 1000 Hz Num 1:  .30329  .30330
SA values pre & post freq 100 Hz Num 1:  .30253  .30306
