#SA  FB
0.30013     0.30438     
0.30648     0.3043      
0.3001      0.30422     
0.3019      0.30433     
0.30152     0.30425     
0.30641     0.30433     
0.29928     0.30445     
0.30908     0.30431     
0.3005      0.30421     
0.30291     0.30451     
0.30755     0.30425     
0.30932     0.30428     
0.30345     0.30442     
0.3016      0.30421     
0.30099     0.30448     
0.30216     0.30433     
0.29635     0.30438     
0.30418     0.30433     
0.29817     0.30425     
0.29983     0.30431     
0.30308     0.30431     
0.30584     0.30431     
0.30564     0.30433     
0.3014      0.30431     
0.29966     0.30435     
0.30233     0.3043      
0.30213     0.30433     
0.30192     0.30439     
0.30367     0.30425     
0.30293     0.30431     
0.30381     0.30433     
0.3046      0.30431     
0.3029      0.30424     
0.3016      0.30433     
0.30187     0.30427     
0.30229     0.30427     
0.30058     0.30422     
0.30108     0.30418     
0.30265     0.30422     
0.30093     0.30421     
0.30203     0.30439     
0.30572     0.30433     
0.30206     0.3043      
0.30848     0.30431     
0.30453     0.30436     
0.29884     0.30428     
0.30619     0.30439     
0.30245     0.30433     
0.30512     0.30428     
0.29797     0.30436     
0.30052     0.30436     
0.30074     0.3043      
0.30938     0.30431     
0.30361     0.30431     
0.3023      0.30427     
0.30615     0.30418     
0.30467     0.30436     
0.29846     0.30424     
0.30268     0.30428     
0.30584     0.30433     
0.30277     0.3043      
0.30334     0.30431     
0.29766     0.30416     
0.29855     0.30428     
0.29748     0.30436     
0.29899     0.30436     
0.30132     0.30433     
0.30444     0.30418     
0.30282     0.3043      
0.30317     0.30427     
0.30233     0.30424     
0.30462     0.30442     
0.30111     0.30431     
0.30375     0.30422     
0.3038      0.30451     
0.30132     0.30424     
0.30142     0.30438     
0.30331     0.30419     
0.29733     0.30422     
0.30923     0.30435     
0.30254     0.30416     
0.30337     0.30418     
0.30105     0.30425     
0.3002      0.30428     
0.30445     0.30433     
0.30512     0.30418     
0.30277     0.30431     
0.29577     0.30427     
0.30273     0.30428     
0.30245     0.30422     
0.30695     0.30424     
0.3028      0.30424     
0.30464     0.30428     
0.30329     0.30428     
0.30154     0.30431     
0.30242     0.30433     
0.301       0.30425     
0.30566     0.30425     
0.30316     0.30427     
0.30392     0.30424     
0.30232     0.30424     
0.30363     0.30425     
0.30171     0.30415     
0.30058     0.30427     
0.30349     0.30421     
0.29887     0.30428     
0.3016      0.30421     
0.30102     0.30422     
0.29984     0.30431     
0.3003      0.30416     
0.29577     0.30428     
0.3032      0.30415     
0.30212     0.30427     
0.30346     0.30424     
0.3016      0.30412     
0.29983     0.30416     
0.30409     0.30428     
0.30186     0.30415     
0.29792     0.30425     
0.30247     0.30427     
0.29575     0.30428     
0.30387     0.30424     
0.30387     0.30422     
0.29937     0.30425     
0.30338     0.30436     
0.30076     0.30422     
0.30032     0.30431     
0.30113     0.30431     
0.30319     0.30433     
0.30035     0.3043      
0.30059     0.30427     
