# Freq.    Mag.
0          1.43352e-05
64         1.3553e-05
128        1.11956e-05
192        8.4204e-06
256        7.32168e-06
320        7.20643e-06
384        7.07228e-06
448        6.89746e-06
512        6.70717e-06
576        6.50171e-06
640        6.39918e-06
704        6.26659e-06
768        5.97028e-06
832        5.55615e-06
896        5.31979e-06
960        5.27715e-06
1024       5.31027e-06
1088       5.37589e-06
1152       5.19671e-06
1216       4.8765e-06
1280       4.48754e-06
1344       4.22363e-06
1408       4.13577e-06
1472       4.0672e-06
1536       4.02437e-06
1600       3.96813e-06
1664       3.91689e-06
1728       3.87879e-06
1792       3.90565e-06
1856       3.98481e-06
1920       3.94493e-06
1984       3.74469e-06
2048       3.52128e-06
2112       3.31275e-06
2176       3.1303e-06
2240       3.02716e-06
2304       3.09558e-06
2368       3.22358e-06
2432       3.19174e-06
2496       3.05526e-06
2560       2.97311e-06
2624       2.82773e-06
2688       2.68913e-06
2752       2.58087e-06
2816       2.53006e-06
2880       2.62226e-06
2944       2.70049e-06
3008       2.67901e-06
3072       2.56223e-06
3136       2.45384e-06
3200       2.46145e-06
3264       2.5048e-06
3328       2.40869e-06
3392       2.31995e-06
3456       2.30642e-06
3520       2.28305e-06
3584       2.19164e-06
3648       2.06626e-06
3712       1.96418e-06
3776       1.92657e-06
3840       1.92013e-06
3904       1.911e-06 
3968       1.9176e-06
4032       1.95844e-06
4096       1.97967e-06
4160       1.96934e-06
4224       1.92091e-06
4288       1.83345e-06
4352       1.78326e-06
4416       1.77664e-06
4480       1.75858e-06
4544       1.71905e-06
4608       1.64835e-06
4672       1.56661e-06
4736       1.5561e-06
4800       1.55574e-06
4864       1.55552e-06
4928       1.55841e-06
4992       1.5607e-06
5056       1.63037e-06
5120       1.67148e-06
5184       1.6801e-06
5248       1.66555e-06
5312       1.62362e-06
5376       1.55678e-06
5440       1.49211e-06
5504       1.46501e-06
5568       1.45759e-06
5632       1.43733e-06
5696       1.43043e-06
5760       1.42589e-06
5824       1.45821e-06
5888       1.48561e-06
5952       1.45694e-06
6016       1.42425e-06
6080       1.37682e-06
6144       1.32343e-06
6208       1.33531e-06
6272       1.39995e-06
6336       1.45015e-06
6400       1.43519e-06
6464       1.39351e-06
6528       1.36032e-06
6592       1.35015e-06
6656       1.30122e-06
6720       1.2555e-06
6784       1.25546e-06
6848       1.27857e-06
6912       1.28829e-06
6976       1.25817e-06
7040       1.22346e-06
7104       1.18088e-06
7168       1.16135e-06
7232       1.1798e-06
7296       1.19332e-06
7360       1.18476e-06
7424       1.17512e-06
7488       1.1776e-06
7552       1.16774e-06
7616       1.16038e-06
7680       1.14705e-06
7744       1.12673e-06
7808       1.12991e-06
7872       1.13829e-06
7936       1.13001e-06
8000       1.1177e-06
8064       1.11115e-06
8128       1.09384e-06
8192       1.07156e-06
8256       1.06702e-06
8320       1.05433e-06
8384       1.0171e-06
8448       9.78122e-07
8512       9.77735e-07
8576       9.97744e-07
8640       1.05054e-06
8704       1.07767e-06
8768       1.06266e-06
8832       1.03602e-06
8896       1.02376e-06
8960       9.9435e-07
9024       9.37889e-07
9088       9.19544e-07
9152       9.10924e-07
9216       9.29736e-07
9280       9.39143e-07
9344       9.37215e-07
9408       9.73804e-07
9472       1.01416e-06
9536       1.01527e-06
9600       9.99766e-07
9664       9.79196e-07
9728       9.81137e-07
9792       9.90872e-07
9856       9.71476e-07
9920       9.24296e-07
9984       9.04891e-07
10048      9.13141e-07
10112      9.57773e-07
10176      9.68787e-07
10240      9.12012e-07
10304      8.90044e-07
10368      9.25132e-07
10432      9.39937e-07
10496      9.3478e-07
10560      9.50185e-07
10624      9.46479e-07
10688      8.98738e-07
10752      8.68555e-07
10816      8.48514e-07
10880      8.33731e-07
10944      8.39529e-07
11008      8.41949e-07
11072      8.50611e-07
11136      8.66098e-07
11200      8.83705e-07
11264      9.1753e-07
11328      9.08994e-07
11392      8.863e-07 
11456      8.84661e-07
11520      9.0297e-07
11584      9.28414e-07
11648      9.4497e-07
11712      9.28687e-07
11776      9.24241e-07
11840      8.98724e-07
11904      8.78541e-07
11968      8.78015e-07
12032      8.70879e-07
12096      8.67311e-07
12160      8.52634e-07
12224      8.39111e-07
12288      8.18996e-07
12352      7.93778e-07
12416      7.71899e-07
12480      7.87427e-07
12544      8.15813e-07
12608      8.44862e-07
12672      8.49775e-07
12736      8.49389e-07
12800      8.67732e-07
12864      8.78952e-07
12928      8.69067e-07
12992      8.39629e-07
13056      8.2016e-07
13120      8.10884e-07
13184      8.03735e-07
13248      7.93689e-07
13312      7.6606e-07
13376      7.72698e-07
13440      7.95518e-07
13504      7.94909e-07
13568      7.85911e-07
13632      7.81226e-07
13696      7.7599e-07
13760      7.71885e-07
13824      7.75513e-07
13888      7.98462e-07
13952      8.14842e-07
14016      8.0205e-07
14080      7.49702e-07
14144      7.34826e-07
14208      7.71282e-07
14272      8.13472e-07
14336      8.23965e-07
14400      8.17845e-07
14464      8.02466e-07
14528      7.89476e-07
14592      7.84444e-07
14656      7.79275e-07
14720      7.85923e-07
14784      8.21073e-07
14848      8.51391e-07
14912      8.54676e-07
14976      8.35496e-07
15040      8.03325e-07
15104      7.8488e-07
15168      7.87845e-07
15232      7.7633e-07
15296      7.61791e-07
15360      7.79578e-07
15424      8.08622e-07
15488      8.30019e-07
15552      8.44874e-07
15616      8.39319e-07
15680      8.29992e-07
15744      8.03279e-07
15808      7.73552e-07
15872      7.86053e-07
15936      7.96667e-07
16000      7.9993e-07
16064      8.03309e-07
16128      7.90294e-07
16192      7.78075e-07
16256      7.65029e-07
16320      7.31837e-07
16384      7.13665e-07
16448      7.21967e-07
16512      7.49239e-07
16576      7.91767e-07
16640      8.2086e-07
16704      8.19729e-07
16768      8.09854e-07
16832      8.11958e-07
16896      8.66266e-07
16960      9.24867e-07
17024      9.10046e-07
17088      8.45236e-07
17152      7.68873e-07
17216      7.30746e-07
17280      7.3174e-07
17344      7.60743e-07
17408      7.71667e-07
17472      7.64429e-07
17536      7.56558e-07
