SA values pre & post freq 100000 Hz Num 1:  0.301645  0.303918
SA values pre & post freq 10000 Hz Num 1:  0.301278  0.301309
SA values pre & post freq 1000 Hz Num 1:  0.307107  0.306222
SA values pre & post freq 100 Hz Num 1:  0.307412  0.304132
SA values pre & post freq 100000 Hz Num 1:  0.305322  0.305703
SA values pre & post freq 10000 Hz Num 1:  0.306543  0.303445
SA values pre & post freq 1000 Hz Num 1:  0.298837  0.30401
SA values pre & post freq 100 Hz Num 1:  0.30375  0.451349
SA values pre & post freq 100 Hz Num 2:  0.305093  0.305398
SA values pre & post freq 100000 Hz Num 1:  0.306436  0.303811
SA values pre & post freq 10000 Hz Num 1:  0.299768  0.303537
SA values pre & post freq 1000 Hz Num 1:  0.302102  0.30404
SA values pre & post freq 100 Hz Num 1:  0.305093  0.305185
SA values pre & post freq 100000 Hz Num 1:  0.304727  0.304376
SA values pre & post freq 10000 Hz Num 1:  0.309671  0.302774
SA values pre & post freq 1000 Hz Num 1:  0.305612  0.30343
SA values pre & post freq 100 Hz Num 1:  0.306817  0.303506
SA values pre & post freq 100000 Hz Num 1:  0.296609  0.296151
SA values pre & post freq 10000 Hz Num 1:  0.297036  0.296182
SA values pre & post freq 1000 Hz Num 1:  0.296518  0.296396
SA values pre & post freq 100 Hz Num 1:  0.296625  0.296686
SA values pre & post freq 100000 Hz Num 1:  0.296869  0.297113
SA values pre & post freq 10000 Hz Num 1:  0.296777  0.296777
SA values pre & post freq 1000 Hz Num 1:  0.297296  0.296792
SA values pre & post freq 100 Hz Num 1:  0.296869  0.296563
SA values pre & post freq 100000 Hz Num 1:  0.296838  0.296762
SA values pre & post freq 10000 Hz Num 1:  0.296991  0.297082
SA values pre & post freq 1000 Hz Num 1:  0.296869  0.297174
SA values pre & post freq 100 Hz Num 1:  0.297128  0.29696
SA values pre & post freq 100000 Hz Num 1:  0.285898  0.28547
SA values pre & post freq 10000 Hz Num 1:  0.286081  0.285867
SA values pre & post freq 1000 Hz Num 1:  0.28602  0.285714
SA values pre & post freq 100 Hz Num 1:  0.28576  0.286187
