# Freq.    Re    Im
0.999987   -4.00996   -0.0678736
1.01448    -4.00902   -0.0683518
1.02919    -4.00808   -0.0688297
1.04411    -4.00714   -0.0693075
1.05924    -4.00619   -0.0697849
1.07459    -4.00526   -0.0702626
1.09017    -4.00476   -0.0717672
1.10597    -4.00426   -0.0732714
1.122      -4.00377   -0.0747752
1.13827    -4.00327   -0.0762788
1.15477    -4.00278   -0.0777817
1.17151    -4.00158   -0.0800177
1.18849    -4.00038   -0.0822524
1.20571    -3.99917   -0.0844857
1.22319    -3.99797   -0.0867178
1.24092    -3.99677   -0.0889495
1.25891    -3.99817   -0.0917819
1.27716    -3.99957   -0.0946163
1.29567    -4.00096   -0.0974528
1.31445    -4.00236   -0.100291 
1.3335     -4.00375   -0.103131 
1.35283    -4.00237   -0.104076 
1.37244    -4.00099   -0.105021 
1.39234    -3.99962   -0.105964 
1.41252    -3.99824   -0.106907 
1.43299    -3.99687   -0.10785  
1.45377    -3.99769   -0.110669 
1.47484    -3.99851   -0.11349  
1.49622    -3.99932   -0.116311 
1.5179     -4.00014   -0.119134 
1.53991    -4.00096   -0.121959 
1.56223    -4.00042   -0.124932 
1.58487    -3.99987   -0.127904 
1.60785    -3.99933   -0.130875 
1.63115    -3.99878   -0.133846 
1.6548     -3.99824   -0.136814 
1.67878    -3.99808   -0.139747 
1.70312    -3.99791   -0.142679 
1.7278     -3.99774   -0.145611 
1.75285    -3.99757   -0.148543 
1.77826    -3.9974    -0.151475 
1.80403    -3.9968    -0.154128 
1.83018    -3.99619   -0.156779 
1.85671    -3.99559   -0.15943  
1.88362    -3.99498   -0.16208  
1.91093    -3.99437   -0.164729 
1.93863    -3.99436   -0.168366 
1.96673    -3.99434   -0.172004 
1.99524    -3.99432   -0.175641 
2.02416    -3.9943    -0.179279 
2.0535     -3.99428   -0.182917 
2.08326    -3.99618   -0.184932 
2.11346    -3.99807   -0.186948 
2.1441     -3.99997   -0.188967 
2.17518    -4.00186   -0.190987 
2.20671    -4.00376   -0.193009 
2.23869    -4.00251   -0.198486 
2.27114    -4.00126   -0.203959 
2.30406    -3.99999   -0.209429 
2.33746    -3.99872   -0.214896 
2.37134    -3.99744   -0.22036  
2.40572    -3.99698   -0.223149 
2.44059    -3.99652   -0.225937 
2.47596    -3.99606   -0.228725 
2.51185    -3.99559   -0.231512 
2.54826    -3.99512   -0.234299 
2.5852     -3.99591   -0.237366 
2.62267    -3.99669   -0.240435 
2.66069    -3.99748   -0.243505 
2.69926    -3.99826   -0.246576 
2.73838    -3.99903   -0.249647 
2.77808    -3.99955   -0.253756 
2.81835    -4.00007   -0.257867 
2.8592     -4.00058   -0.261979 
2.90064    -4.00109   -0.266092 
2.94269    -4.00159   -0.270207 
2.98534    -4.00033   -0.275877 
3.02862    -3.99906   -0.281544 
3.07252    -3.99778   -0.287208 
3.11705    -3.9965    -0.292869 
3.16224    -3.99521   -0.298527 
3.20807    -3.99609   -0.307395 
3.25458    -3.99694   -0.316268 
3.30175    -3.99778   -0.325147 
3.34961    -3.9986    -0.334031 
3.39816    -3.9994    -0.342919 
3.44742    -3.99667   -0.345604 
3.49739    -3.99393   -0.348284 
3.54809    -3.99119   -0.350961 
3.59952    -3.98846   -0.353634 
3.65169    -3.98572   -0.356303 
3.70463    -3.98534   -0.357558 
3.75833    -3.98495   -0.358812 
3.8128     -3.98456   -0.360066 
3.86807    -3.98416   -0.36132  
3.92414    -3.98378   -0.362575 
3.98102    -3.98478   -0.371397 
4.03873    -3.98577   -0.380225 
4.09727    -3.98674   -0.389058 
4.15666    -3.98768   -0.397899 
4.21691    -3.98862   -0.406745 
4.27804    -3.98745   -0.411292 
4.34005    -3.98627   -0.415836 
4.40296    -3.98509   -0.420378 
4.46678    -3.98391   -0.424918 
4.53153    -3.98272   -0.429456 
4.59721    -3.98137   -0.437907 
4.66385    -3.98      -0.446355 
4.73145    -3.97862   -0.454798 
4.80004    -3.97722   -0.463238 
4.86961    -3.9758    -0.471675 
4.9402     -3.9802    -0.479244 
5.01181    -3.98459   -0.48683  
5.08446    -3.98897   -0.494435 
5.15816    -3.99335   -0.502057 
5.23292    -3.99772   -0.509696 
5.30878    -3.99566   -0.515883 
5.38573    -3.99358   -0.522065 
5.4638     -3.99149   -0.528242 
5.54299    -3.9894    -0.534414 
5.62334    -3.98729   -0.540581 
5.70485    -3.98823   -0.550131 
5.78755    -3.98915   -0.559689 
5.87144    -3.99005   -0.569253 
5.95654    -3.99092   -0.578826 
6.04289    -3.99178   -0.588405 
6.13048    -3.99272   -0.597461 
6.21934    -3.99365   -0.606524 
6.30949    -3.99455   -0.615595 
6.40095    -3.99544   -0.624672 
6.49373    -3.99631   -0.633755 
6.58786    -3.99109   -0.633173 
6.68335    -3.98588   -0.632591 
6.78023    -3.98067   -0.63201  
6.87851    -3.97548   -0.631429 
6.97822    -3.97029   -0.630852 
7.07937    -3.97525   -0.65044  
7.18198    -3.98012   -0.670089 
7.28609    -3.98491   -0.689801 
7.3917     -3.98962   -0.709573 
7.49885    -3.99425   -0.729406 
7.60754    -3.9945    -0.739015 
7.71782    -3.99473   -0.748629 
7.82969    -3.99494   -0.758248 
7.94318    -3.99512   -0.767873 
8.05832    -3.99528   -0.777501 
8.17513    -3.99227   -0.790157 
8.29363    -3.98921   -0.802801 
8.41384    -3.98612   -0.815433 
8.5358     -3.98298   -0.828055 
8.65953    -3.97981   -0.840664 
8.78505    -3.9805    -0.853413 
8.91239    -3.98116   -0.866175 
9.04158    -3.98177   -0.878949 
9.17264    -3.98235   -0.891736 
9.3056     -3.98289   -0.904535 
9.44049    -3.98174   -0.915945 
9.57733    -3.98056   -0.927356 
9.71615    -3.97935   -0.938768 
9.85699    -3.9781    -0.95018  
9.99987    -3.97683   -0.961592 
10.1448    -3.98063   -0.972858 
10.2919    -3.98441   -0.984152 
10.4411    -3.98816   -0.995472 
10.5924    -3.9919    -1.00682  
10.7459    -3.99561   -1.01819  
10.9017    -3.99225   -1.03872  
11.0597    -3.98879   -1.05923  
11.22      -3.98523   -1.07974  
11.3827    -3.98156   -1.10024  
11.5477    -3.97778   -1.12073  
11.7151    -3.98016   -1.13433  
11.8849    -3.98251   -1.14796  
12.0571    -3.98482   -1.16161  
12.2319    -3.98709   -1.17529  
12.4092    -3.98932   -1.189    
12.5891    -3.98206   -1.20284  
12.7716    -3.97476   -1.21665  
12.9567    -3.96741   -1.23041  
13.1445    -3.96001   -1.24415  
13.335     -3.95257   -1.25784  
13.5283    -3.95511   -1.28265  
13.7244    -3.95752   -1.30754  
13.9234    -3.9598    -1.3325   
14.1252    -3.96195   -1.35753  
14.3299    -3.96397   -1.38263  
14.5377    -3.96156   -1.40021  
14.7484    -3.95908   -1.41779  
14.9622    -3.95653   -1.43538  
15.179     -3.95389   -1.45298  
15.3991    -3.95119   -1.47057  
15.6223    -3.95028   -1.49406  
15.8487    -3.94924   -1.51758  
16.0785    -3.94807   -1.54114  
16.3115    -3.94678   -1.56473  
16.548     -3.94536   -1.58836  
16.7878    -3.94238   -1.61007  
17.0312    -3.93929   -1.63179  
17.278     -3.93608   -1.65352  
17.5285    -3.93276   -1.67526  
17.7826    -3.92933   -1.69701  
18.0403    -3.92809   -1.72371  
18.3018    -3.92669   -1.75046  
18.5671    -3.92514   -1.77726  
18.8362    -3.92342   -1.80411  
19.1093    -3.92154   -1.83101  
19.3863    -3.91763   -1.85538  
19.6673    -3.91359   -1.87976  
19.9524    -3.90941   -1.90416  
20.2416    -3.90508   -1.92858  
20.535     -3.90062   -1.95301  
20.8326    -3.89548   -1.97917  
21.1346    -3.89019   -2.00534  
21.441     -3.88472   -2.03152  
21.7518    -3.8791    -2.05772  
22.0671    -3.87331   -2.08392  
22.3869    -3.87046   -2.11472  
22.7114    -3.8674    -2.14558  
23.0406    -3.86413   -2.17651  
23.3746    -3.86065   -2.20749  
23.7134    -3.85697   -2.23855  
24.0572    -3.84716   -2.27177  
24.4059    -3.83708   -2.30498  
24.7596    -3.82674   -2.33817  
25.1185    -3.81612   -2.37135  
25.4826    -3.80524   -2.4045   
25.852     -3.80605   -2.43539  
26.2267    -3.80669   -2.4664   
26.6069    -3.80715   -2.49753  
26.9926    -3.80744   -2.52878  
27.3838    -3.80754   -2.56015  
27.7808    -3.80119   -2.59891  
28.1835    -3.79452   -2.63776  
28.592     -3.78752   -2.67669  
29.0064    -3.78019   -2.71571  
29.4269    -3.77253   -2.75481  
29.8534    -3.76104   -2.79062  
30.2862    -3.74925   -2.82642  
30.7252    -3.73715   -2.86223  
31.1705    -3.72475   -2.89803  
31.6224    -3.71204   -2.93383  
32.0807    -3.69907   -2.97028  
32.5458    -3.6858    -3.00673  
33.0175    -3.6722    -3.04318  
33.4961    -3.65829   -3.07961  
33.9816    -3.64405   -3.11603  
34.4742    -3.63956   -3.1623   
34.9739    -3.63467   -3.2088   
35.4809    -3.62939   -3.25551  
35.9952    -3.62371   -3.30244  
36.5169    -3.61762   -3.34959  
37.0463    -3.59764   -3.40076  
37.5833    -3.57705   -3.45192  
38.128     -3.55585   -3.50308  
38.6807    -3.53402   -3.55423  
39.2414    -3.51158   -3.60536  
39.8102    -3.50012   -3.649    
40.3873    -3.48827   -3.69275  
40.9727    -3.47602   -3.73661  
41.5666    -3.46339   -3.78058  
42.1691    -3.45035   -3.82465  
42.7804    -3.43189   -3.88085  
43.4005    -3.41276   -3.93719  
44.0296    -3.39296   -3.99366  
44.6678    -3.37249   -4.05025  
45.3153    -3.35133   -4.10696  
45.9721    -3.33393   -4.16262  
46.6385    -3.31592   -4.21845  
